X a:y(Car body) - Acceleration of point (-6 0 1) of body Car body relative to Base0  SC Base0  projection Y, a:z(Car body) - Acceleration of point (-6 0 1) of body Car body relative to Base0  SC Base0  projection Z,
0.32537499,0,0.1796145
0.33037499,0,0.028909143
0.335875,0,0.4108867
0.340875,0,0.019790033
0.34587499,0,-0.16863568
0.35087499,0,0.40313753
0.356875,0,0.132851
0.36087501,0,0.38065284
0.36587501,0,0.20845073
0.37187499,0,0.14126684
0.375875,0,0.14337307
0.38187501,0,-0.051432848
0.38587499,0,-0.067328922
0.39087501,0,-0.090943433
0.395125,0,4.8604732
0.40037501,0,-0.33765948
0.405375,0,-0.42035368
0.410375,0,-0.48859811
0.41537499,0,-0.38356483
0.42037499,0,-0.26951417
0.42587501,0,-0.19628985
0.430875,0,-0.33260724
0.435875,0,-0.19405471
0.44012499,0,-0.53560108
0.44512501,0,-0.6227023
0.45012501,0,-0.4388594
0.455125,0,-0.64469641
0.46112499,0,-0.5327515
0.46512499,0,-0.39035287
0.47112501,0,-0.26853022
0.47512501,0,-0.12481949
0.481125,0,0.024532855
0.48512501,0,0.098597512
0.49112499,0,0.091993421
0.495125,0,0.07116814
0.50012499,0,-0.0082186889
0.50512499,0,0.048822653
0.51012498,0,0.0026948492
0.51612502,0,0.11521292
0.52012497,0,-1.2560564
0.52512503,0,0.18399896
0.53012502,0,0.51987541
0.53512502,0,0.66317523
0.54012501,0,0.3271665
0.54512501,0,0.6320765
0.550125,0,0.12089201
0.55562502,0,-0.0026370168
0.56062502,0,0.16443437
0.56562501,0,-0.30638424
0.57062501,0,-0.24661194
0.575625,0,0.022819208
0.580625,0,-0.22377573
0.58662498,0,-0.22018649
0.59062499,0,-0.24752921
0.59662497,0,-0.36874938
0.60062498,0,-0.39136818
0.60562497,0,-0.45483428
0.61062503,0,-0.34902823
0.615125,0,-0.68392795
0.620125,0,-0.71096128
0.62512499,0,0.57151771
0.63062501,0,-0.44534704
0.635625,0,-0.40639907
0.640625,0,-0.24573092
0.64512497,0,-0.096714675
0.65062499,0,-0.020715456
0.65512502,0,2.5518067
0.66062498,0,0.090833247
0.66562498,0,-0.064354725
0.67012501,0,-0.36526957
0.675125,0,0.1123786
0.680125,0,0.078944974
0.68612498,0,0.20683998
0.69012499,0,0.24363858
0.69562501,0,0.25386006
0.700625,0,0.38432088
0.70662498,0,0.20073849
0.71062499,0,0.30528301
0.71562499,0,0.20317334
0.72062498,0,-1.1235073
0.72562498,0,0.20688668
0.73062497,0,-0.19559674
0.73512501,0,1.0517797
0.740125,0,-0.37370569
0.745125,0,-0.16351661
0.75012499,0,0.030651137
0.75612497,0,-0.27671507
0.76012498,0,-0.060118202
0.76512498,0,-0.29735592
0.77012497,0,0.93565279
0.77562499,0,-0.21061811
0.78062499,0,-0.40683794
0.78562498,0,-0.42969659
0.79162502,0,-0.28237778
0.79562497,0,-0.35841036
0.800125,0,0.037942976
0.805125,0,-0.15620746
0.81012499,0,-0.11509037
0.81612498,0,-0.086951368
0.82012498,0,-0.036609758
0.82512498,0,0.0018538829
0.83012497,0,-0.026569052
0.83512503,0,-0.049921568
0.84112501,0,-0.0085590221
0.84512502,0,0.45092553
0.85012501,0,0.061215363
0.856125,0,0.11984829
0.86012501,0,0.2048614
0.865125,0,0.13054441
0.870125,0,-0.29395297
0.87512499,0,-0.0038991177
0.88012499,0,0.0086574219
0.885625,0,-0.028620968
0.890625,0,-0.11634465
0.895625,0,-0.082927592
0.90162498,0,-0.14591469
0.90562499,0,-0.060104046
0.91062498,0,-0.16769271
0.91562498,0,0.18564688
0.92062497,0,-0.19019802
0.92562503,0,0.16638839
0.93062502,0,-0.16357897
0.93562502,0,-0.13234782
0.94062501,0,0.022688963
0.94562501,0,-0.2868526
0.950625,0,-0.13038595
0.95512497,0,0.069789156
0.96012503,0,-0.16922808
0.96512502,0,-0.011358415
0.97012502,0,0.11585832
0.976125,0,-0.066407636
0.98012501,0,0.1430191
0.98612499,0,0.090300687
0.990125,0,0.21945898
0.99562502,0,0.12375429
1.000625,0,-0.072271712
1.005625,0,0.092222221
1.0116251,0,-0.022061285
1.015625,0,0.13034333
1.021625,0,0.037967067
1.025625,0,0.022319654
1.030625,0,-0.030484812
1.035125,0,0.20393792
1.040125,0,-0.13571268
1.045125,0,0.16090703
1.050125,0,0.33576107
1.055125,0,-0.21723738
1.060125,0,0.186243
1.065125,0,-0.1480656
1.071125,0,-0.021356555
1.075125,0,-0.12068861
1.080125,0,-0.10763901
1.085125,0,0.054480836
1.090625,0,-0.036243767
1.095625,0,-0.091356218
1.101625,0,-0.022928458
1.105625,0,-0.12240332
1.110625,0,0.090800814
1.115625,0,-0.78962302
1.120625,0,0.17192031
1.125625,0,-0.18526654
1.130625,0,0.074425772
1.135625,0,0.077000454
1.140625,0,-0.07777065
1.145625,0,0.034379922
1.150625,0,0.13283747
1.155625,0,-0.014153753
1.161625,0,0.061462384
1.165625,0,-0.0296237
1.171625,0,0.079676703
1.175625,0,0.040363699
1.180625,0,0.093175262
1.186625,0,-0.020043718
1.190625,0,0.11092957
1.196625,0,0.033258002
1.2006249,0,0.12731259
1.2056251,0,-0.0045940569
1.2106251,0,0.043825526
1.215625,0,-0.063141614
1.220625,0,-0.0013038813
1.225625,0,-0.013227065
1.231625,0,-0.084757425
1.235625,0,-0.015690846
1.240625,0,-0.60857356
1.245625,0,0.081215695
1.250625,0,-0.12204323
1.255625,0,-0.015623285
1.260625,0,0.13575244
1.265625,0,-0.10943104
1.270625,0,-0.011717606
1.276625,0,0.01482307
1.280625,0,-0.0097246394
1.286625,0,-0.083991498
1.290625,0,0.16988398
1.295125,0,0.048490603
1.300125,0,-0.033223663
1.305125,0,0.03396586
1.310125,0,0.052391514
1.316125,0,-0.018096102
1.320125,0,0.057228521
1.325125,0,0.051299181
1.330125,0,-0.048058674
1.335125,0,0.015982715
1.340125,0,-0.37994868
1.345125,0,0.13355984
1.350125,0,-0.075842045
1.355125,0,-0.0043246611
1.3601249,0,0.13432515
1.3651249,0,0.017226823
1.371125,0,0.029880691
1.3751251,0,-0.0059228889
1.381125,0,0.0075923507
1.385125,0,-0.004366444
1.391125,0,-0.047573321
1.395125,0,-0.072798319
1.400125,0,-0.17684563
1.405625,0,-0.053464744
1.410625,0,0.070278227
1.415625,0,-0.04737559
1.421625,0,0.037743974
1.425625,0,-0.026159504
1.431625,0,0.018614216
1.435625,0,-0.2066716
1.440625,0,0.14451969
1.4456249,0,-0.06576068
1.451625,0,-0.1429552
1.4556251,0,0.091149099
1.4606251,0,-0.094190456
1.465625,0,0.087488905
1.470625,0,0.018104171
1.476625,0,-0.1354966
1.480625,0,0.064521872
1.485625,0,-0.1663366
1.490625,0,0.11459681
1.495625,0,-0.039916772
1.5016249,0,0.0643887
1.505625,0,-0.060493346
1.510625,0,-0.15280983
1.515625,0,-0.046928816
1.521625,0,0.089575693
1.525625,0,-0.083229139
1.531625,0,-0.035127848
1.535625,0,-0.061293568
1.541625,0,0.010478445
1.545625,0,-0.041981079
1.550625,0,-0.18708795
1.555625,0,0.088425644
1.561625,0,0.0037769529
1.565625,0,-0.017682208
1.571625,0,0.024002057
1.5756249,0,0.043255899
1.5806251,0,-0.018580349
1.586625,0,0.03418614
1.590625,0,-0.0025382787
1.596625,0,-0.013722873
1.600625,0,-0.057411056
1.605625,0,0.015361223
1.6101249,0,-0.006935711
1.6151249,0,-0.063618027
1.6201251,0,0.049885605
1.6251251,0,-0.029780712
1.631125,0,-0.04075693
1.635125,0,-0.0081297467
1.641125,0,-0.0087231658
1.645125,0,0.0071635167
1.650125,0,0.011847001
1.6561249,0,0.007144596
1.660125,0,0.014425959
1.665125,0,-0.031135069
1.670125,0,0.009718365
1.675125,0,0.019033246
1.681125,0,0.02593236
1.685125,0,-0.012191274
1.691125,0,0.0056524267
1.695125,0,0.0049083219
1.700125,0,-0.023844639
1.7056251,0,0.035873748
1.7106251,0,-0.016492466
1.715625,0,-0.0037327916
1.721625,0,0.01142417
1.725625,0,0.0051972307
1.731625,0,-0.008165081
1.735625,0,-0.0020824037
1.740625,0,0.00011791695
1.7466249,0,-0.054404896
1.750625,0,0.0021438752
1.7566251,0,-0.014368565
1.760625,0,-0.012967413
1.765625,0,-0.0026796139
1.771625,0,-0.029686784
1.775625,0,0.0090177329
1.780625,0,-0.03428147
1.785625,0,0.10332153
1.790625,0,0.015917504
1.796625,0,0.022685261
1.800625,0,-0.0062205377
1.806625,0,0.0047688526
1.810625,0,-0.0019435835
1.815625,0,0.00038622107
1.821625,0,0.031087197
1.8256249,0,-0.04252895
1.831625,0,0.2877613
1.8356251,0,-0.01967884
1.840625,0,0.026452895
1.846625,0,0.0060950611
1.850625,0,0.034203652
1.856625,0,-0.011541124
1.860625,0,-0.035337809
1.865625,0,-0.0070548374
1.8716249,0,-0.011760816
1.875625,0,-0.019127157
1.8816251,0,0.005845035
1.885625,0,-0.005218822
1.890625,0,-0.006217612
1.895125,0,-0.0055264723
1.900125,0,-0.047885448
1.905125,0,-0.037472662
1.910125,0,-0.0046850522
1.9161251,0,0.025285564
1.920125,0,0.016078934
1.926125,0,0.026379833
1.930125,0,0.013573489
1.935125,0,0.013368619
1.941125,0,0.023981661
1.945125,0,0.022269526
1.951125,0,-0.0014307986
1.955125,0,0.025133703
1.960125,0,0.0049831294
1.966125,0,-0.008210958
1.970125,0,0.011625579
1.976125,0,-0.0026257986
1.980125,0,0.0022379048
1.9851249,0,0.0014112768
1.990625,0,-0.013744034
1.995625,0,-0.0078573693
2.0006249,0,-0.014914827
2.0066249,0,-0.013342805
2.0106249,0,0.0097406441
2.0166249,0,0.11388671
2.0206251,0,-0.020880872
2.025125,0,-0.020641247
2.0301249,0,-0.047585402
2.035125,0,-0.051974669
2.0411251,0,-0.073258981
2.045125,0,0.025152879
2.051125,0,0.14250849
2.055125,0,0.011888082
2.0601251,0,-0.026633551
2.0661249,0,-0.13899697
2.0701251,0,0.042611942
2.0761249,0,0.032425497
2.0801251,0,-0.00050734403
2.085125,0,-0.010630694
2.0901251,0,-0.010322917
2.095125,0,0.0097043309
2.101125,0,0.035223581
2.105125,0,-0.059493586
2.1101251,0,0.0065081506
2.1161251,0,0.0022072247
2.1201251,0,-0.0044297432
2.1261251,0,0.012321599
2.130125,0,0.045664612
2.1351249,0,0.010157961
2.141125,0,0.027770318
2.1451249,0,0.011008603
2.151125,0,0.085544184
2.1551249,0,-0.13714206
2.160125,0,0.034091461
2.1651249,0,0.0021559561
2.170125,0,0.043755684
2.176125,0,0.048599791
2.180125,0,-0.040971592
2.1851251,0,0.010506041
2.1911249,0,0.032605626
2.1951251,0,-0.010704602
2.2011249,0,-0.050924391
2.2051251,0,0.10197215
2.210125,0,-0.016724134
2.216125,0,-0.029238919
2.220125,0,-0.0088714138
2.226125,0,-0.0076216832
2.230125,0,0.013088117
2.2351251,0,-0.013654988
2.2401249,0,-0.014420236
2.2451251,0,-0.025831794
2.2511251,0,0.0054306015
2.255125,0,-0.093513004
2.2601249,0,0.058642909
2.266125,0,0.014468517
2.2701249,0,-0.022267481
2.276125,0,0.014044239
2.2801249,0,-0.073920034
2.285125,0,-0.014813779
2.2901249,0,0.0083257379
2.295125,0,0.0099851908
2.301125,0,0.0053704907
2.305125,0,0.0089521063
2.311125,0,0.026014343
2.315125,0,0.023591632
2.3201251,0,0.015873274
2.3261249,0,0.046752635
2.3301251,0,0.00099019334
2.3361249,0,-0.019318607
2.3401251,0,0.022789659
2.345125,0,0.01152833
2.351125,0,0.053534776
2.355125,0,0.0023684897
2.3601251,0,0.13460338
2.3651249,0,-0.015483839
2.3701251,0,-0.0017346969
2.3761251,0,0.035237145
2.380125,0,-0.018430797
2.3861251,0,-0.014154906
2.390125,0,-0.0040848437
2.3951249,0,-0.0037086215
2.400625,0,-0.03681276
2.4056251,0,-0.032348353
2.410625,0,0.013066425
2.416625,0,0.0024658747
2.420625,0,-0.021480834
2.426625,0,-0.012423161
2.430125,0,-0.0081835268
2.4351251,0,-0.005154564
2.440125,0,-0.011426314
2.4451251,0,-0.0077854763
2.4511249,0,-0.0062588314
2.4551251,0,-0.027805611
2.4611249,0,0.065469086
2.4651251,0,0.0013680627
2.470125,0,-0.018626872
2.476125,0,0.0061277016
2.480125,0,0.012210539
2.486125,0,-0.028204922
2.4901249,0,0.0012192049
2.4951251,0,0.0019044036
2.5011251,0,0.017486211
2.505125,0,-0.0058433409
2.5111251,0,0.0028846876
2.515125,0,-0.32897285
2.5201249,0,0.047432341
2.525125,0,-0.024143269
2.5301249,0,0.062685885
2.5361249,0,0.13055013
2.5401249,0,0.024704887
2.545125,0,0.008945222
2.551125,0,-0.13729492
2.555125,0,0.067077972
2.561125,0,0.0057707569
2.565125,0,0.024494611
2.5701251,0,0.025121689
2.575125,0,0.0077346149
2.5801251,0,0.043497011
2.5861249,0,0.042571668
2.5901251,0,0.10204532
2.595125,0,0.0218149
2.6001251,0,-0.0012500485
2.605125,0,-0.053426437
2.611125,0,0.0062193191
2.6151249,0,-0.045980867
2.6201251,0,-0.026186911
2.6261251,0,-0.026323328
2.630125,0,0.0099165747
2.6361251,0,0.0090381736
2.640125,0,-0.033948377
2.6451249,0,0.0058793388
2.650125,0,-0.01410658
2.6551249,0,-0.019474812
2.6611249,0,-0.0075887274
2.6651249,0,-0.0099782627
2.670125,0,0.011596651
2.6751249,0,-0.0056782546
2.680625,0,0.0028960945
2.6856251,0,0.0096497769
2.6916251,0,0.013181424
2.6956251,0,0.016408399
2.7016251,0,0.020118553
2.7056251,0,-0.027171116
2.7106249,0,0.0064503928
2.715625,0,0.019733906
2.7206249,0,0.00081871444
2.726625,0,-0.005546941
2.7306249,0,0.042130105
2.735625,0,0.012937239
2.7406249,0,0.0064814347
2.745625,0,0.0074101789
2.7516251,0,0.0061623934
2.755625,0,-0.081208169
2.7606249,0,-0.005137891
2.765625,0,0.010823852
2.7706251,0,0.0073915264
2.7766249,0,-0.016060755
2.7806251,0,0.025036315
2.785625,0,-0.022539215
2.791625,0,-0.025724117
2.795625,0,-0.0069477456
2.801625,0,-0.001319807
2.805625,0,0.010818105
2.8106251,0,-0.13632101
2.815625,0,0.012828071
2.8206251,0,-0.01737663
2.8266251,0,-0.019615969
2.8306251,0,0.015434254
2.8366251,0,-0.018967288
2.8401251,0,-0.0023926173
2.845125,0,-0.026685746
2.8501251,0,-0.0020541779
2.855125,0,-0.007211179
2.861125,0,-0.0028471323
2.8651249,0,-0.0027574738
2.871125,0,-0.002195077
2.8751249,0,0.064081647
2.880125,0,0.0079181846
2.8851249,0,-0.003773086
2.890125,0,0.031921111
2.8961251,0,0.015495382
2.900125,0,0.053559352
2.9051249,0,0.0058473418
2.910125,0,0.0028332756
2.9151249,0,-0.028575549
2.9211249,0,0.0044540176
2.9251249,0,0.07685966
2.930125,0,0.028991366
2.9351251,0,0.016122798
2.940125,0,-0.036536358
2.946125,0,-0.022705644
2.950125,0,0.014989903
2.9551251,0,-0.0076765339
2.960125,0,-0.0044850013
2.9651251,0,-0.0047930558
2.9711249,0,1.1118998E-0005
2.9751251,0,0.059499312
2.980125,0,-0.022134535
2.9851251,0,-0.0069272034
2.9901249,0,0.033653989
2.996125,0,0.0053023463
3.0001249,0,0.01950153
3.005125,0,-0.0055458467
3.0101249,0,-0.0096617965
3.015125,0,0.0011482951
3.0211251,0,-0.013017873
3.025125,0,-0.031442992
3.0301249,0,-0.016977286
3.035125,0,-0.007072926
3.0401249,0,-0.0029881622
3.0461249,0,-0.0075301132
3.0501249,0,-0.021735983
3.0561249,0,-0.044466536
3.0601251,0,-0.015017956
3.065125,0,-0.0083452864
3.071125,0,0.010495611
3.075125,0,-0.025419859
3.081125,0,0.074290372
3.085125,0,-0.00930948
3.0901251,0,0.019495362
3.0961249,0,0.011869472
3.1001251,0,0.0081767878
3.1061251,0,0.039567504
3.1101251,0,0.017291822
3.1151249,0,0.017655119
3.120625,0,-0.019201523
3.1256249,0,-0.034105826
3.130625,0,0.016878603
3.1366251,0,0.042525865
3.140625,0,0.0047195642
3.146625,0,0.16487747
3.150625,0,0.031995647
3.1556251,0,-0.007037756
3.1616249,0,-0.05046352
3.1656251,0,0.040813327
3.170625,0,0.038045786
3.1756251,0,-0.096866354
3.180625,0,-0.055940129
3.186625,0,0.062636495
3.190625,0,-0.092783183
3.196625,0,-0.085919857
3.2006249,0,-0.02363294
3.2056251,0,-0.02351718
3.2116251,0,0.00059776293
3.215625,0,-0.027768403
3.2216251,0,-0.050953213
3.225625,0,0.014581864
3.230125,0,-0.013774632
3.2351251,0,0.059657767
3.2401249,0,-0.019546511
3.246125,0,0.0016834955
3.2501249,0,0.0041613635
3.256125,0,0.012727244
3.2601249,0,0.029450959
3.265125,0,0.018624
3.2701249,0,0.022414885
3.275125,0,0.013702125
3.2811251,0,-0.0060016024
3.285125,0,-0.041197047
3.2901249,0,-0.070290409
3.295125,0,-0.0075581186
3.3001249,0,-0.01514391
3.3061249,0,0.049215633
3.3101251,0,-0.057949241
3.315125,0,-0.092339113
3.3201251,0,0.0091845002
3.325125,0,-0.03762069
3.331125,0,-0.053447548
3.335125,0,-0.097422846
3.3401251,0,-0.050130367
3.345125,0,-0.015421755
3.3501251,0,-0.0044497689
3.3561251,0,-0.0054279612
3.3601251,0,-0.011700716
3.3661251,0,0.052449495
3.3701251,0,0.01590009
3.3756249,0,0.040588651
3.380625,0,-0.0046692872
3.3866251,0,0.028940948
3.390625,0,-0.00076519023
3.396625,0,-0.00073332299
3.400625,0,0.036281373
3.406625,0,0.010387315
3.410625,0,0.015427769
3.4156251,0,0.018983301
3.420625,0,0.005134549
3.4256251,0,0.014445701
3.4316249,0,0.040425774
3.4356251,0,0.24402286
3.440625,0,-0.033864982
3.4456251,0,-0.005382298
3.4506249,0,-0.041780308
3.456625,0,-0.055656459
3.4606249,0,-0.028275082
3.466625,0,0.025578901
3.4706249,0,-0.04572035
3.475625,0,-0.030634105
3.4816251,0,-0.10640809
3.485625,0,0.025810895
3.4906249,0,-0.093277566
3.495625,0,0.027592111
3.5006249,0,0.017501855
3.5066249,0,-0.012148769
3.5106249,0,-0.010318324
3.5166249,0,-0.072266988
3.5206251,0,-0.038059104
3.525625,0,0.0024101073
3.5306251,0,0.018791595
3.535625,0,0.022098359
3.541625,0,0.037955504
3.545625,0,0.15643008
3.5506251,0,0.16113871
3.555625,0,0.096468426
3.5606251,0,-0.080983095
3.5666251,0,-0.037934568
3.5706251,0,0.083841197
3.5756249,0,0.0069412659
3.5806251,0,0.012173823
3.5856249,0,-0.012160113
3.591625,0,-0.024048965
3.5956249,0,-0.1765047
3.600625,0,0.0562752
3.605125,0,-0.0057223723
3.6101251,0,-0.095582113
3.6151249,0,-0.063774407
3.6201251,0,0.02197385
3.6261251,0,0.037200317
3.630125,0,-0.054097127
3.6361251,0,-0.15495147
3.640125,0,0.033349525
3.6451249,0,0.0041187145
3.651125,0,0.088320978
3.6551249,0,-0.018770901
3.660125,0,0.19233474
3.6651249,0,-0.018664204
3.670125,0,0.022331931
3.676125,0,0.044873018
3.680125,0,0.019562073
3.686125,0,0.096353531
3.690125,0,0.0084715094
3.6951251,0,0.052079879
3.7006249,0,0.0089437841
3.7056251,0,0.015246475
3.7106249,0,0.004450886
3.716625,0,0.014092418
3.7206249,0,-0.033494409
3.725625,0,0.20632292
3.7306249,0,-0.025755197
3.735625,0,-0.006047111
3.7416251,0,-0.02108868
3.745625,0,-0.073418863
3.7506249,0,-0.015831806
3.755625,0,-0.023065524
3.7606249,0,-0.025138471
3.7666249,0,-0.037586961
3.7706251,0,0.017782016
3.775625,0,-0.2293985
3.7806251,0,0.013969097
3.785625,0,0.024018209
3.791625,0,0.029093642
3.795625,0,0.026244124
3.8006251,0,0.052667148
3.805625,0,0.031227119
3.8106251,0,0.0077147083
3.8166251,0,0.036031157
3.8206251,0,0.060982179
3.8266251,0,0.039589554
3.8301251,0,0.027964853
3.835125,0,0.066323452
3.8401251,0,-0.013656456
3.845125,0,0.023239212
3.851125,0,0.0075361044
3.855125,0,0.0084856767
3.861125,0,-0.040699583
3.8651249,0,0.05610881
3.8701251,0,-0.0027723063
3.8761251,0,-0.025283327
3.880125,0,-0.0033550032
3.8861251,0,0.001062218
3.890125,0,-0.023975816
3.8951249,0,-0.022061883
3.900125,0,-0.03172709
3.9051249,0,-0.018678803
3.9111249,0,-0.010596773
3.9151249,0,-0.11397412
3.920125,0,0.01397
3.926125,0,-0.01839474
3.930125,0,0.00034278719
3.936125,0,0.0099454308
3.940125,0,0.06402003
3.9451251,0,-0.0079343831
3.9506249,0,0.013025049
3.9556251,0,0.016398832
3.9606249,0,0.017646916
3.966625,0,0.026653975
3.9706249,0,0.014301545
3.976625,0,0.013204806
3.9806249,0,0.059646245
3.985625,0,0.011099516
3.9906249,0,0.032577887
3.995625,0,-0.017561587
4.0016251,0,-0.007850633
4.0056248,0,0.12962186
4.0106249,0,0.00012634875
4.0166249,0,0.028682837
4.0206251,0,-0.024125542
4.0266252,0,-0.026739081
4.0306249,0,-0.054231748
4.035625,0,-0.016052417
4.0406251,0,-0.018540489
4.0456252,0,0.0044895979
4.0516248,0,-0.049357712
4.055625,0,-0.097706005
4.0606251,0,0.015225575
4.0656252,0,0.0028456312
4.0706248,0,-0.012133728
4.0766249,0,-0.027358165
4.0806251,0,-0.012827342
4.0856252,0,0.062744722
4.0901251,0,0.0027120353
4.0951252,0,0.055912115
4.1001248,0,0.055514831
4.105125,0,0.0035627095
4.111125,0,0.01463779
4.1151252,0,-0.023092426
4.1201248,0,0.043579627
4.1251249,0,0.023281636
4.130125,0,0.0086199883
4.1361251,0,-0.025348267
4.1401248,0,0.021209979
4.1451249,0,-0.16489905
4.150125,0,0.063256785
4.1551251,0,-0.033342674
4.1611252,0,0.015043363
4.1651249,0,-0.01625859
4.1711249,0,-0.0074812733
4.1751251,0,-0.017650712
4.1801252,0,0.00074841885
4.1861248,0,-0.041870628
4.190125,0,0.00631329
4.196125,0,-0.29763278
4.2001252,0,0.023475306
4.2051249,0,-0.015472312
4.2111249,0,0.03866969
4.2151251,0,-0.019087918
4.2211251,0,0.040696688
4.2251248,0,-0.024105016
4.230125,0,0.029578837
4.236125,0,0.016451856
4.2401252,0,0.051226649
4.2461252,0,0.012079149
4.2501249,0,0.12584397
4.255125,0,0.017580537
4.2601252,0,-0.029396022
4.2651248,0,-0.027420204
4.2711248,0,0.18456648
4.275125,0,-0.08249753
4.2801251,0,-0.028778275
4.2851248,0,0.0045883344
4.2901249,0,-0.073320709
4.2961249,0,-0.027164597
4.3001251,0,-0.033927102
4.3061252,0,-0.1323037
4.3101249,0,-0.081369378
4.315125,0,-0.0035784754
4.321125,0,-0.058851779
4.3251252,0,-0.010899823
4.3311248,0,0.11322594
4.335125,0,0.047845412
4.3401251,0,0.0076166647
4.3461251,0,0.029363422
4.3501248,0,0.046280313
4.3561249,0,0.026380127
4.3601251,0,0.0097698011
4.3651252,0,0.042183407
4.3701248,0,0.022115011
4.3751249,0,0.056474395
4.381125,0,0.044572055
4.3851252,0,0.012423596
4.3901248,0,-0.0059331884
4.3956251,0,-0.0041113957
4.4006252,0,-0.0020778095
4.4056249,0,-0.015710175
4.4116249,0,-0.015783148
4.4156251,0,-0.0018971011
4.4216251,0,0.002814491
4.4256248,0,-0.0205549
4.430625,0,-0.023770088
4.436625,0,-0.020081701
4.4406252,0,-0.020415194
4.4466252,0,-0.016189385
4.4506249,0,-0.014029419
4.4556251,0,-0.007209491
4.4606252,0,-0.0082775792
4.4656248,0,0.012515731
4.4716249,0,-0.0060581528
4.475625,0,0.010935359
4.4806252,0,0.0062392997
4.4856248,0,0.02022256
4.4906249,0,0.025551038
4.4966249,0,-0.059131332
4.5006251,0,0.058179643
4.5056248,0,-0.005173577
4.5116248,0,-0.056900673
4.515625,0,0.06121308
4.521625,0,0.020690929
4.5256252,0,0.013068535
4.5301251,0,0.038662154
4.5351248,0,-0.0064536836
4.5401249,0,0.028001903
4.545125,0,-0.020679487
4.5501251,0,0.0096356506
4.5561252,0,0.017327577
4.5601249,0,0.1317365
4.565125,0,0.0095204627
4.5701251,0,-0.0036260611
4.5751252,0,-0.024770442
4.5811248,0,-0.034656301
4.585125,0,-0.00024405013
4.5901251,0,-0.0071047423
4.5951252,0,-0.0050272783
4.6001248,0,0.017775396
4.6061249,0,-0.030336538
4.6101251,0,-0.055513125
4.6151252,0,-0.056503873
4.6201248,0,-0.0053806347
4.6251249,0,-0.0053721243
4.631125,0,0.042302828
4.6351252,0,-0.035444573
4.6401248,0,-0.09095265
4.6451249,0,0.0044001183
4.650125,0,-0.00051878911
4.6561251,0,0.010265603
4.6601248,0,0.0084909732
4.6661248,0,0.0037579634
4.670125,0,0.0037457645
4.6756248,0,0.017213842
4.680625,0,-0.01369644
4.686625,0,-0.0021665066
4.6906252,0,0.030062137
4.6966252,0,0.0043063252
4.7006249,0,-0.0049914829
4.7056251,0,0.024281951
4.7106252,0,0.013694565
4.7156248,0,0.0061570788
4.7216249,0,-0.013804211
4.725625,0,-0.038745254
4.7306252,0,-0.0319524
4.7356248,0,-0.0018980298
4.7406249,0,0.0032512844
4.7466249,0,-0.0033361367
4.7506251,0,-0.0010145453
4.7556248,0,0.0031008322
4.7606249,0,0.0003066131
4.765625,0,-0.0080620628
4.771625,0,-0.012237907
4.7756252,0,-0.066085443
4.7806249,0,-0.021099277
4.785625,0,-0.0034040159
4.7906251,0,-0.013761877
4.7966251,0,-0.005698985
4.8006248,0,0.012240367
4.8066249,0,0.034451142
4.8106251,0,-0.003720721
4.8156252,0,0.0016137757
4.8216252,0,0.034576453
4.8256249,0,-0.04691929
4.8306251,0,0.028386556
4.8356252,0,0.013042904
4.8406248,0,-0.029039718
4.8466249,0,-0.010125509
