XTime (sec) (Time  sec)a:y(Car body) a:y(Car body) - Acceleration of point (0 0 0) of body Car body relative to Base0  SC Base0  projection Y (a:y(Car body)),Time (sec) (Time  sec)a:y(Car body) a:z(Car body) - Acceleration of point (0 0 0) of body Car body relative to Base0  SC Base0  projection Z (a:y(Car body)),Time (sec) (Time  sec)a:y(Car body) a:x(Car body) - Acceleration of point (0 0 0) of body Car body relative to Base0  SC Base0  projection X (a:y(Car body)),
7.2706251,0,0.0099925417,-0.0053903121
7.2756252,0,-0.00081799628,-0.0068696528
7.2816248,0,0.0086638778,0.0030998592
7.285625,0,0.049583275,0.018718207
7.2906251,0,0.044730779,0.023879832
7.2956252,0,0.058427162,0.028866604
7.3006248,0,0.016502813,0.007623597
7.3051252,0,0.00012473004,3.3638098E-0005
7.3101249,0,-0.024326224,-0.0076005985
7.315125,0,-0.024414675,-0.0020340129
7.3201251,0,-0.050042272,-0.01794729
7.3251252,0,0.018247019,0.011075321
7.3301249,0,0.026005322,0.013154895
7.335125,0,0.0028824676,0.0027597279
7.3401251,0,-0.015509924,-0.004405092
7.3451252,0,-0.056422461,-0.018865218
7.3501248,0,-0.028822083,-0.01022514
7.355125,0,-0.0055231978,-0.0034855925
7.3601251,0,0.080604367,0.038429249
7.3651252,0,0.015619759,0.0063969027
7.3701248,0,0.0028606993,-0.010717323
7.3751249,0,0.0062407353,-0.015710479
7.380125,0,0.0071964548,0.00065496203
7.3851252,0,0.029094387,0.010743137
7.3901248,0,-0.0067035542,-0.022088582
7.3951249,0,0.039289989,0.0054454128
7.400125,0,0.015627503,0.00055516924
7.4051251,0,-0.042339019,-0.023747522
7.4101248,0,-0.0091269091,-0.0069867792
7.4151249,0,0.014590252,-0.00075970584
7.420125,0,-0.0079868911,-5.7855221E-0005
7.4256248,0,0.02524144,-0.0058259163
7.430625,0,0.024800444,0.017102959
7.4351249,0,0.020442313,0.0077276067
7.440125,0,-0.061596815,-0.022850053
7.4451251,0,-0.001775961,-0.01299345
7.4501252,0,0.029028255,0.0089378264
7.4556251,0,-0.0023340576,-0.0036037865
7.4606252,0,-0.016201878,-5.2718897E-0005
7.4656248,0,-0.028721143,-0.00067958381
7.4706249,0,-0.023302305,-0.0032424326
7.476625,0,-0.012346913,-0.012571741
7.4806252,0,0.045897499,0.01444388
7.4856248,0,0.0066756471,0.0050414517
7.4916248,0,-0.031082697,-0.014106778
7.495625,0,-0.00014000035,-0.005254176
7.5016251,0,0.0054764031,0.0018269576
7.5056248,0,0.0047950451,-0.0021627068
7.5106249,0,0.0053903335,-0.00036859754
7.5166249,0,0.0094751399,0.0038876734
7.5206251,0,0.0029648964,0.0063256663
7.5256252,0,0.0068620341,0.0077093951
7.5316248,0,-0.0014283197,0.0017165773
7.535625,0,0.0028206012,0.0011824226
7.541625,0,0.011371069,0.00084142137
7.5456252,0,-0.0023103163,-0.0071075968
7.5506248,0,0.029254215,0.00028953259
7.555625,0,0.032829199,0.003559795
7.5606251,0,-0.032359388,-0.0077774399
7.5666251,0,0.0026198532,0.0019763776
7.5706248,0,0.021055449,0.0075670904
7.5756249,0,0.074943267,0.027799994
7.5806251,0,-0.036781661,-0.0028515775
7.5866251,0,0.0066743395,0.0043854173
7.5906248,0,0.0040759458,0.0015791309
7.5956249,0,-0.053831577,-0.0031469755
7.600625,0,-0.0028016637,0.0084336055
7.6056252,0,-0.058957335,-0.013327695
7.6106248,0,-0.0194776,-0.01745881
7.6166248,0,0.00092652877,-0.001080831
7.620625,0,-0.0066920747,-0.0004626007
7.6256251,0,0.024037436,0.016492102
7.6306248,0,0.022298781,0.013215654
7.6356249,0,0.028550403,0.019813674
7.640625,0,0.082066804,0.038876373
7.646625,0,-0.025857786,-0.0132854
7.6506252,0,-0.0023637731,-0.0021343322
7.6556249,0,0.069098383,0.015468708
7.660625,0,-0.0054398999,-0.01098255
7.6656251,0,-0.031429738,-0.013338708
7.6706252,0,-0.032743257,-0.020896733
7.6756248,0,0.0513754,0.020434581
7.680625,0,0.021180224,0.011404581
7.6856251,0,0.0099615045,0.016395366
7.6916251,0,0.013416129,0.010820867
7.6956248,0,-0.051877711,-0.015174784
7.7006249,0,-0.008687079,0.002850102
7.7056251,0,0.012760373,0.0067485222
7.7106252,0,0.025526986,0.0068722325
7.7166252,0,-0.0030350063,-0.0080356002
7.7206249,0,-0.010526659,-0.0056963228
7.725625,0,0.0026560251,-0.0017434708
7.7316251,0,0.0055376021,0.0010364857
7.7356248,0,-0.0007683906,0.0069170999
7.7406249,0,-0.019309582,0.01109219
7.745625,0,-0.0074586794,-0.0052210358
7.7506251,0,0.026544509,0.021688838
7.7556248,0,-0.0042118854,-0.003492556
7.7606249,0,0.021205882,0.00068462989
7.765625,0,-0.05309967,-0.027980993
7.7701249,0,0.00771809,-0.0091019021
7.775125,0,-0.05182201,-0.028721215
7.7801251,0,-0.047303077,-0.017415615
7.7851248,0,-0.0026270268,-0.0067357426
7.7911248,0,-0.00098244217,-0.0048830584
7.795125,0,-0.011089976,0.0090815546
7.8001251,0,-0.053354617,-0.0014752639
7.8051252,0,0.0039315121,0.0067721391
7.8101249,0,-0.045091212,-0.017942788
7.815125,0,-0.018729633,-0.0089569883
7.821125,0,0.0018678674,-0.0047575412
7.8251252,0,0.02458646,0.0065815919
7.8311248,0,-0.0070422296,-0.0082835909
7.835125,0,-0.0028170603,-0.007034231
7.8401251,0,-0.022947548,-0.011728331
7.8451252,0,-0.026459981,-0.011123549
7.8501248,0,0.012520699,0.00656371
7.855125,0,0.0282053,0.013048556
7.8601251,0,-0.00078670483,0.0041812174
7.8651252,0,-0.00094172324,0.0014659216
7.8711252,0,0.053816818,0.01377748
7.8751249,0,-0.024252392,-0.010762675
7.880125,0,-0.025790414,-0.027118133
7.8851252,0,-0.048407644,-0.0083712889
7.8901248,0,0.01621707,0.015029837
7.8951249,0,0.0077609518,0.0098494217
7.900125,0,-0.00097020267,-0.008428961
7.9051251,0,-0.058637429,-0.022350848
7.9101248,0,0.042076416,0.024250306
7.9151249,0,-0.024827972,-0.005266401
7.9206252,0,0.012957189,0.0069741211
7.9251251,0,0.0035532634,-0.0035212752
7.9301252,0,-0.065263353,-0.030300697
7.9351249,0,-0.02179792,-0.0090534054
7.940125,0,0.00583883,0.0021699425
7.946125,0,0.014524238,-0.002492592
7.9501252,0,-0.048342105,-0.016233962
7.9551249,0,-0.0033280412,0.0079363007
7.960125,0,-0.0078013772,0.0039566038
7.966125,0,0.008265201,0.0080025401
7.9701252,0,-0.005510495,0.0030536822
7.9751248,0,-0.029027263,-0.0097438991
7.980125,0,-0.032733552,-0.012822899
7.9851251,0,-0.045676205,-0.014469964
7.9901252,0,-0.065639049,-0.030287528
7.9951248,0,-0.0033265164,-0.013900223
8.0001249,0,0.070806623,0.022670008
8.005125,0,0.085204385,0.036572818
8.0111246,0,-0.042247441,-0.013298474
8.0151253,0,0.028866176,0.0093171354
8.0211248,0,0.023303188,0.018955804
8.0251245,0,0.0018998462,-0.020242786
8.0301247,0,0.013127474,-0.010862418
8.0351248,0,0.035955667,0.013693033
8.0401249,0,-0.043768663,-0.015889838
8.045125,0,0.021871552,0.0020763651
8.0501251,0,-0.039912295,-0.014394859
8.0561247,0,-0.041628499,-0.012457461
8.0601254,0,0.016770657,0.0011716225
8.0651255,0,-0.090196833,-0.0071482472
8.0701246,0,0.056522958,0.020122977
8.0751247,0,-0.044780381,-0.019989068
8.0806246,0,0.020772679,0.0022308354
8.0856247,0,0.015957477,0.0032501812
8.0916252,0,0.043474261,0.0064251432
8.0956249,0,-0.064978555,-0.0055212998
8.100625,0,-0.036803976,0.020805398
8.1056252,0,-0.0056427089,-0.025425594
8.1106253,0,0.015638703,-0.028387059
8.1156254,0,0.026929544,-0.003436985
8.1216249,0,0.003658847,-0.0017572055
8.1256247,0,0.00040211488,0.0034798249
8.1306248,0,0.039267421,0.0056233425
8.1356249,0,0.031498894,0.0029798641
8.140625,0,-0.011710169,0.010636397
8.1456251,0,-0.020490285,0.0029403032
8.1516247,0,0.00223359,-0.011576162
8.1556253,0,0.0079082027,0.010358532
8.1606255,0,-0.11122934,-0.010043936
8.1656246,0,-0.041780137,-0.015607152
8.1706247,0,-0.026100708,-0.0062702824
8.1766253,0,0.0089335674,-0.0092463009
8.180625,0,0.0086918073,0.00076434854
8.1856251,0,-0.0041553741,0.0008023819
8.1916246,0,0.0056904736,0.0015845338
8.1956253,0,0.029987045,0.012015544
8.2006254,0,0.031668868,0.01551515
8.2056246,0,0.015221293,0.017788552
8.2106247,0,0.018714849,0.015590802
8.2156248,0,-0.0073035541,-0.0035732968
8.2206249,0,0.032468688,0.0099815503
8.225625,0,-0.011500779,-0.0076177833
8.2316246,0,-0.038749248,-0.013664725
8.2356253,0,-0.008846648,0.00068875536
8.2416248,0,-0.01166602,-0.0075576045
8.2456245,0,-0.0016971235,-0.0021740021
8.2516251,0,-0.026404034,-0.0092527727
8.2556248,0,-0.00746876,-0.0053241281
8.2606249,0,-0.0086490307,0.00063202914
8.2666254,0,0.018668678,0.010521004
8.2706251,0,-0.028099222,-0.0080916313
8.2756252,0,-0.061700571,-0.0043635834
8.2806253,0,0.0022441235,-0.0086440677
8.2856255,0,-0.0013323587,-0.007260195
8.291625,0,-0.0080338726,-0.024776785
8.2956247,0,0.031858359,0.040337875
8.3006248,0,0.02562101,0.0301493
8.305625,0,0.037133001,-0.016641887
8.3106251,0,-0.05368882,-0.033303227
8.3156252,0,-0.069386289,-0.013515608
8.3206253,0,-0.058528438,-0.020248977
8.3256254,0,-0.043119248,-0.0053100544
8.3306246,0,0.03297057,0.018650046
8.3356247,0,-0.0062562414,-0.0050406051
8.3406248,0,-0.0096328584,-0.0042221043
8.3466253,0,-0.0048588119,-0.00037190403
8.350625,0,-0.0045742532,0.0005536286
8.3556252,0,-0.043710615,-0.028277101
8.3606253,0,-0.064458631,-0.023423914
8.3656254,0,-0.001454486,-0.0093322061
8.3706245,0,-0.0012569962,-0.011167336
8.3751249,0,-0.040987894,-0.041915253
8.380125,0,-0.062408768,-0.0070216027
8.3851252,0,0.014295236,-0.029670598
8.390625,0,-0.043847594,-0.003948018
8.3956251,0,0.025574844,0.0065749949
8.4006252,0,0.012356043,0.0014893078
8.4066248,0,-0.044965267,-0.010590061
8.4106255,0,-0.012623236,-0.013850397
8.4156246,0,-0.026982997,0.0053465022
8.4206247,0,-0.03821218,-0.0017484426
8.4256248,0,0.023320131,-0.0065459139
8.4316254,0,0.018035768,-0.004987644
8.4356251,0,0.002573618,-0.00065635587
8.4406252,0,0.046948783,-0.023132933
8.4456253,0,-0.00341252,-0.0084333979
8.4506254,0,-0.056096893,0.011843283
8.4556246,0,0.035148632,-0.0031642914
8.4606247,0,0.050863173,-0.010972672
8.4666252,0,-0.023470379,-0.0067117829
8.4706249,0,0.00072232052,0.0032603312
8.4766254,0,0.032571644,-0.0054829237
8.4806252,0,0.051130883,-0.02521663
8.4856253,0,0.056534104,-0.0082562901
8.4916248,0,0.012895839,0.000655549
8.4956245,0,-0.02677585,0.001471033
8.5001249,0,0.02577579,0.0054173325
8.505125,0,0.015721973,0.0066231531
8.5101252,0,-0.099327952,0.0010444702
8.5151253,0,-0.043205094,-0.0042440286
8.5201254,0,-0.051921278,-0.0065753851
8.5251245,0,-0.035186529,0.0070596724
8.5311251,0,-0.024982883,-0.00019020287
8.5351248,0,-0.01451582,0.0018375987
8.5401249,0,-0.0057295072,0.011105856
8.545125,0,-0.021349778,-0.0016644532
8.5501251,0,-0.041625019,0.011585833
8.5561247,0,-0.0055509214,0.0039104968
8.5601254,0,0.059889823,0.0049485248
8.5651255,0,0.070850834,0.0012049206
8.5701246,0,0.019659793,-0.0039663883
8.5751247,0,0.0010679647,-0.0015422668
8.5801249,0,-0.0056413217,0.0069031566
8.585125,0,-0.0015525643,-0.0082982462
8.5901251,0,-8.140225E-0005,-0.0044903178
8.5951252,0,-0.018513404,-0.00024342623
8.6001253,0,-0.018683949,-0.016854396
8.6051254,0,-0.0063273436,-0.0090800645
8.611125,0,0.01679402,0.012155227
8.6151247,0,0.00050554349,0.0056367312
8.6201248,0,-0.061033577,-0.0090549327
8.6251249,0,-0.06938874,-0.0014920532
8.630125,0,-0.048090577,0.00058917096
8.6361246,0,0.0039590895,-0.0056347814
8.6401253,0,-0.031159902,-0.00074008969
8.6461248,0,-0.026232727,0.0085008936
8.6501245,0,-0.0078300592,-0.0014638193
8.6551247,0,-0.021003038,-0.0036250809
8.6601248,0,0.0033391686,0.00038576126
8.6661253,0,-0.11791749,0.029701445
8.670125,0,0.0090458225,0.013240453
8.6751251,0,-0.0060989684,-0.0081355534
8.6801252,0,0.022573926,0.033927932
8.6851254,0,-0.0026028636,-0.0058512376
8.6911249,0,0.00011329071,-0.015914375
8.6951246,0,0.077173933,0.021561069
8.7001247,0,0.049459886,0.0073474492
8.7051249,0,0.11645085,0.036039922
8.710125,0,0.030860266,0.02122231
8.7151251,0,-0.011977633,0.0077749551
8.7201252,0,-0.00052904326,-0.0024154163
8.7251253,0,0.025229804,0.0064720865
8.7301254,0,-0.039594814,-0.01052927
8.736125,0,-0.033019897,-0.010838144
8.7401247,0,0.057575021,0.014945162
8.7451248,0,0.091946363,0.02068395
8.7501249,0,-0.067772537,-0.014964065
8.755125,0,-0.0056275674,0.00044848007
8.7601252,0,0.02344518,0.0047435351
8.7651253,0,-0.053934544,-0.010036246
8.7711248,0,-0.0030840049,-0.00013307258
8.7751245,0,-0.004941735,0.00018738493
8.7801247,0,-0.016983381,-0.0079261921
8.7851248,0,0.012956711,0.0093509704
8.7901249,0,0.014179565,0.0080281962
8.795125,0,-0.01485915,-0.0027269498
8.8001251,0,0.014423467,-4.2068241E-0005
8.8051252,0,0.043503746,0.0096959751
8.8101254,0,0.01219641,0.0070636221
8.8151255,0,-0.0099925408,-0.011823676
8.8201246,0,0.017795315,0.0016673106
8.8251247,0,-0.014476814,-0.010009191
8.8301249,0,0.0075108032,0.0056748125
8.835125,0,0.066427059,0.024816239
8.8401251,0,-0.046928108,-0.010795035
8.8451252,0,0.0077628097,-0.0009933681
8.8511248,0,0.0023249942,0.0015347874
8.8551254,0,-0.029146085,-0.013644001
8.8601246,0,0.016452607,-0.0017309705
8.8651247,0,0.044867035,0.023436159
8.8701248,0,-0.07394883,-0.034789193
8.8751249,0,0.013382407,-0.0022133456
8.880125,0,0.010200256,0.010790539
8.8861246,0,-0.0096039716,-0.0041007097
8.8901253,0,0.0025118303,0.0050454834
8.8951254,0,-0.024829146,-0.0091831321
8.9001245,0,-0.009249107,-0.0037340743
8.9051247,0,-0.0011421564,0.0019881765
8.9101248,0,0.0057481234,-0.00049041689
8.9151249,0,-0.015785554,-0.0054263035
8.920125,0,0.0021302311,0.0025872958
8.9251251,0,0.03504445,0.01176641
8.9301252,0,0.076703511,0.026527239
8.9351254,0,0.038341507,0.015638415
8.9401255,0,-0.00046272544,0.0050442787
8.9451246,0,-0.011300336,-0.0043672817
8.9511251,0,-0.0074768984,-0.0084378272
8.9551249,0,-0.0024298511,0.0024462778
8.960125,0,-0.023010822,-0.0083225705
8.9651251,0,-0.068162642,-0.019248921
8.9701252,0,-0.030619295,-0.015476062
8.9761248,0,0.031301707,0.003457421
8.9801254,0,0.046826974,0.033984676
8.9851246,0,-0.068196744,-0.019731188
8.9901247,0,0.013338814,0.015579563
8.9951248,0,0.024514437,0.017051322
9.0011253,0,0.021570545,0.017839562
9.005125,0,-0.011962038,0.012891646
9.0101252,0,-0.015461951,0.0055754581
9.0151253,0,-0.057196267,-0.021338988
9.0201254,0,-0.015510953,0.0025057683
9.0251245,0,0.0019691584,-0.0056907069
9.0301247,0,-0.037203789,0.0041714199
9.0351248,0,-0.0029192406,0.006588879
9.0411253,0,-0.012229634,-0.001811697
9.045125,0,-0.02662774,0.0027342017
9.0501251,0,-0.020185955,0.01484796
9.0551252,0,-0.0097093116,-0.0016065873
9.0611248,0,-0.031647254,0.0073715672
9.0651255,0,0.091369063,-0.002606472
9.0701246,0,0.031931411,-0.020305747
9.0751247,0,0.035668697,0.0029653083
9.0811253,0,-0.0042458619,0.0042538368
9.085125,0,0.051852476,-0.016527526
9.0901251,0,0.065077335,0.017583497
9.0951252,0,0.021810355,0.013942464
9.1001253,0,0.0086517185,0.0073088887
9.1051254,0,-0.037148252,-0.015023863
9.1101246,0,-0.061024792,-0.01837917
9.1151247,0,-0.021531329,-0.0087362956
9.1211252,0,0.022574198,-0.0036596924
9.1251249,0,-0.0065103257,0.0090703843
9.130125,0,-0.04904912,-0.022532459
9.1351252,0,-0.060656074,-0.021493258
9.1401253,0,0.046942972,0.017700329
9.1451254,0,0.016941177,-0.0075488682
9.1501245,0,-0.0056651039,-0.018532524
9.1551247,0,0.012920142,0.010176813
9.1606255,0,0.017174153,-0.00091128726
9.1651249,0,0.031904779,0.011763344
9.170125,0,0.020161558,-0.00053497305
9.1751251,0,0.0092714932,-0.0051048254
9.1801252,0,0.033130199,-0.027741069
9.1861248,0,0.0290765,-0.012644879
9.1901255,0,0.00060975621,0.0046140458
9.1951246,0,0.0082907006,0.029304821
9.2001247,0,0.033037912,0.026282812
9.2051249,0,0.013101187,0.017000079
9.210125,0,-0.024132475,0.00047114337
9.2161245,0,0.011307723,-0.01763458
9.2201252,0,0.051454552,0.0033353276
9.2251253,0,-0.011958479,-0.0065536359
9.2311249,0,0.010438706,-0.01408476
9.2351246,0,-0.038024448,-0.0028856085
9.2401247,0,0.030705955,-0.018980883
9.2451248,0,-0.0060126688,-0.003284079
9.2501249,0,0.0041487445,0.0048981137
9.255125,0,-0.063561887,-0.012346571
9.2601252,0,-0.038145173,-0.01378883
9.2651253,0,0.046090968,0.022865115
9.2701254,0,0.081857182,0.040453572
9.2751245,0,0.014641139,0.0085662259
9.2811251,0,-0.0055101397,-0.0030211315
9.2851248,0,0.040449295,0.018575786
9.2901249,0,-0.046260521,-0.0057649892
9.295125,0,0.016616518,0.021327743
9.3001251,0,0.0081260484,-0.0024729052
9.3051252,0,-0.016399868,-0.010948828
9.3101254,0,-0.039625615,-0.0066441614
9.3151255,0,-0.039401155,-0.011246891
9.3201246,0,-0.0086966651,-0.0041249753
9.3261251,0,0.023880981,-0.0065910146
9.3301249,0,-0.00085411227,-0.0042148256
9.335125,0,0.011881356,-0.0041544442
9.3401251,0,-0.061660811,0.033093449
9.3451252,0,0.04070894,0.012182793
9.3511248,0,0.0079823928,-0.0022065279
9.3551254,0,-0.0052357665,-0.0052010897
9.3601246,0,0.08359886,0.030224729
9.3651247,0,0.069758877,0.009619209
9.3701248,0,0.009347464,-0.0104322
9.3761253,0,-0.031660326,-0.0056710043
9.380125,0,0.00014533907,0.002505271
9.3851252,0,-0.072341003,-0.020112837
9.3901253,0,0.029610546,0.0092013832
9.3951254,0,0.0036139959,-0.011304654
9.4001245,0,-0.063627958,-0.00075719663
9.4051247,0,-0.0036222162,-0.007568629
9.4101248,0,0.091068551,-0.0011807848
9.4151249,0,0.016450441,-0.028882328
9.420125,0,0.00037465492,-0.012905004
9.4251251,0,-0.00028443037,-0.023875672
9.4301252,0,0.042400017,0.010228503
9.4351254,0,-0.046991158,0.008331798
9.4411249,0,-0.033066619,-0.0067634005
9.4451246,0,0.019668758,0.0048877317
9.4501247,0,0.00092172035,0.03976075
9.4551249,0,-0.085320413,-0.028678369
9.460125,0,0.062275764,0.01791973
9.4656248,0,-0.020883003,-0.010825961
9.4706249,0,-0.0040217428,0.0012993774
9.475625,0,0.017288998,0.013126314
9.4806252,0,0.00047377052,0.02033861
9.4856253,0,0.019600913,0.015109625
9.4916248,0,-0.0022613583,0.012640199
9.4956245,0,-0.034157634,-0.015453135
9.5006247,0,-0.0080690729,-0.017076002
9.5056248,0,-0.029188858,-0.028334223
9.5106249,0,-0.0019203025,0.0076747527
9.5166254,0,0.022564324,-0.0035489453
9.5206251,0,-0.048838884,-0.013722337
9.5256252,0,0.0038843246,-0.0008152423
9.5306253,0,-0.005475821,-0.0013777638
9.5356255,0,0.013355007,0.0046827896
9.5406246,0,0.045057464,-0.015491103
9.5456247,0,-0.010250106,-0.024002975
9.5506248,0,-0.010542887,0.0010512813
9.555625,0,-0.064780109,0.0033087046
9.5606251,0,-0.046314202,0.0080604302
9.5656252,0,0.0074688112,0.025768986
9.5706253,0,-0.0089270314,-0.0092684524
9.5756254,0,-0.097335339,0.0017576856
9.5806246,0,-0.079589017,0.012729067
9.5866251,0,-0.028341683,0.0046314136
9.5906248,0,0.1036263,0.0031690875
9.5956249,0,0.020863101,0.0055682696
9.600625,0,-0.0092352992,-0.014833719
9.6056252,0,-0.0015534254,0.0090583479
9.6106253,0,-0.059336867,0.001022792
9.6156254,0,-0.0059435018,0.0086231008
9.6206245,0,0.020491561,-0.021779686
9.6256247,0,0.022650884,-0.021673974
9.6316252,0,-0.0052077011,-0.010766489
9.6356249,0,-0.012254513,0.0060002734
9.640625,0,-0.0028678032,-0.0055802977
9.6466246,0,-0.010347856,-0.0038813504
9.6506252,0,-0.0061262688,-0.0050301459
9.6556253,0,-0.019744664,-0.016892169
9.6606255,0,-0.02772288,0.017559361
9.6656246,0,-0.0039014253,-0.00031638826
9.6706247,0,-0.0089446437,-0.013470552
9.6756248,0,-0.029447014,-0.022137854
9.680625,0,0.001815556,0.0031538813
9.6856251,0,0.054567214,-0.0032331957
9.6906252,0,0.034610771,-0.0018054958
9.6956253,0,0.027928293,-0.0011528643
9.7016249,0,0.046816669,-0.0081783216
9.7056246,0,-0.029158641,0.013682044
9.7106247,0,0.094789773,-0.02398036
9.7156248,0,0.0066677253,0.0010476473
9.7201252,0,-0.041607108,0.015072567
9.7251253,0,0.034170166,-0.013870726
9.7301254,0,-0.02339494,0.01800972
9.7351246,0,-0.059250858,0.015797069
9.7411251,0,0.0068883267,-0.0068231048
9.7451248,0,-0.063943848,0.019788597
9.7501249,0,0.027378455,-0.02270464
9.755125,0,-0.038604062,0.010563752
9.7601252,0,0.019673649,-0.022464266
9.7651253,0,-0.0029422469,0.0070260647
9.7701254,0,0.026704242,-0.014594414
9.7756252,0,-0.0097391596,0.0020953321
9.7806253,0,0.060269948,-0.023852309
9.7856255,0,-0.012300996,0.0057850205
9.7901249,0,0.097479686,-0.035028886
9.795125,0,0.026517214,-0.014825591
9.8001251,0,0.011447368,0.0012354067
9.8051252,0,0.0092969127,-0.00075846288
9.8101254,0,-0.0233346,0.0070089237
9.8151255,0,0.031844929,-0.029407524
9.8206253,0,-0.0087037599,-0.0053374469
9.8256254,0,0.047102775,-0.014872421
9.8301249,0,-0.0077442937,0.0044829813
9.835125,0,0.00022361174,0.010471429
9.8401251,0,-0.034662001,0.0054552862
9.8451252,0,-0.025345333,0.012029833
9.8501253,0,-0.02677607,0.011858054
9.8551254,0,-0.042238832,0.021178782
9.861125,0,-0.0001294532,0.00086219358
9.8651247,0,-0.0070014512,-0.0013083846
9.8701248,0,-0.013441772,0.00069032342
9.8751249,0,-0.010553709,0.0039997604
9.880125,0,-0.0020954057,0.0043934872
9.8861246,0,0.0057963012,-0.0058762399
9.8901253,0,0.0023053328,-0.0041951495
9.8951254,0,0.011046387,0.0032092275
9.901125,0,0.021524064,-0.0048719794
9.9051247,0,0.0026257487,0.0027923356
9.9101248,0,0.029009283,-0.016028477
9.9151249,0,0.014971975,-0.013871801
9.920125,0,-0.058733407,0.016964965
9.9251251,0,-0.077707298,0.03520032
9.9301252,0,0.003896341,0.0085987169
9.9361248,0,0.018618887,-0.012202749
9.9401255,0,-0.033681616,0.019514594
9.9451246,0,0.031701472,-0.014727078
9.9501247,0,-0.025659366,0.0099382373
9.9551249,0,-0.0066088899,0.002605706
9.9611254,0,0.0051820483,-0.0027340257
9.9651251,0,-0.013271898,0.0085472539
9.9701252,0,-0.0041181208,0.0038676634
9.9761248,0,-0.019051844,0.0065559247
9.9801254,0,-0.0057328674,-0.0080951275
9.9851246,0,0.0046403557,-0.0039567384
9.9901247,0,0.039194994,-0.021388816
9.9951248,0,0.010210023,-0.01703468
10.001125,0,-0.018978408,0.011352008
10.005125,0,0.0055929762,0.0026302491
10.010125,0,0.056021057,-0.025712075
10.015125,0,-0.026664086,0.017939569
10.020625,0,-0.035535172,0.032283049
10.025625,0,-0.035863094,0.012638305
10.030625,0,-0.030691326,0.0036448003
10.035625,0,-0.014014206,0.0054978905
10.040125,0,-0.0071023051,0.0060615581
10.045125,0,-0.013430619,0.0044239704
10.050125,0,-0.0091067655,0.00011048155
10.056125,0,-0.046026032,0.015143593
10.060125,0,0.031894449,-0.0069807111
10.065125,0,0.054590587,-0.026669133
10.070125,0,0.0032587633,-0.0084680654
10.075125,0,-0.060985889,0.015975319
10.080125,0,-0.07450217,0.027909262
10.085125,0,0.009092479,0.0037910668
10.091125,0,-0.0022030899,0.00036193617
10.095125,0,-0.0173859,0.010062546
10.101125,0,0.017870899,-0.0080576697
10.105125,0,-0.012712631,-0.011649408
10.110125,0,-0.0023571788,-0.0030361323
10.116125,0,-0.0043912227,-0.0096584978
10.120125,0,-0.067220747,0.031789664
10.125125,0,-0.0004928743,0.0029983432
10.131125,0,0.028518908,0.0041805566
10.135125,0,-0.0087975152,1.9185745E-0005
10.140125,0,0.0069434047,-0.0062596477
10.145125,0,-0.010325775,0.004357791
10.151125,0,-0.0043421872,0.001146473
10.155125,0,0.016948013,0.00011709809
10.160125,0,0.072880886,-0.028391337
10.165125,0,-0.021063128,-0.0076496797
10.170625,0,0.0058802851,-0.0054360884
10.175625,0,0.02839493,-0.00781848
10.180125,0,-0.094925493,0.074236698
10.185625,0,-0.029679129,0.025558529
10.190625,0,-0.032525104,0.020939585
10.195125,0,-0.0016684087,0.0098139895
10.200125,0,7.7732933E-0005,-0.011079531
10.205125,0,0.032630101,-0.020299362
10.210125,0,0.050936405,-0.028233182
10.215125,0,-0.015153423,0.0028953606
10.220125,0,-0.0578821,0.019766238
10.225125,0,-0.016689565,-0.0034296114
10.230125,0,0.011253252,-0.0032772555
10.236125,0,0.0024404225,-0.0059356382
10.240125,0,0.0064938171,0.01605805
10.245125,0,0.027295191,0.01492379
10.250125,0,0.025914542,-0.0036677257
10.256125,0,-0.0089982189,0.00080897182
10.260125,0,0.024703331,-0.0054994589
10.265125,0,0.026303241,-0.0059627024
10.271125,0,-0.0025953234,-0.00093405042
10.275125,0,0.00062083348,0.006500849
10.280125,0,-0.0027756006,0.016696924
10.285125,0,0.050691593,-0.04619386
10.290125,0,-0.0075617284,0.015513144
10.295125,0,0.02670569,-0.0065328674
10.300125,0,0.0057724318,-0.0082018189
10.306125,0,-0.02054463,0.0079030693
10.310125,0,7.510346E-0005,-0.0034053838
10.315125,0,-0.021030974,-0.009021122
10.320625,0,0.042151436,-0.014911928
10.325625,0,-0.0039272187,-0.014431936
10.330625,0,-0.074850298,0.021592142
10.335625,0,0.029863818,-0.021516744
10.340625,0,-0.048988108,0.010129063
10.345625,0,-0.0044829794,-0.0010803338
10.351625,0,-0.0050411946,0.010580678
10.355625,0,-0.014290021,0.013081009
10.360625,0,0.02700015,0.0060557649
10.365625,0,-0.042168688,0.017362842
10.370625,0,-0.028187498,0.0015372669
10.376625,0,-0.006254321,0.0014756958
10.380625,0,0.020694647,-0.012791445
10.385625,0,0.016540213,-0.0076628192
10.390625,0,0.0023142092,0.0019981014
10.396625,0,-0.0021001522,0.0039521419
10.400625,0,0.013381945,-0.0018100211
10.406625,0,-0.0080145495,0.0029053434
10.410625,0,-0.028714353,0.014947298
10.415625,0,0.016249137,-0.0044342666
10.421625,0,0.01535688,-0.0070155035
10.425625,0,-0.0011543581,0.00087898935
10.431625,0,0.029921548,-0.017994909
10.435625,0,0.019123573,-0.0046450477
10.440125,0,-0.0099048456,-0.0022346689
10.445125,0,0.012328976,0.0024165914
