XDistance (m) (Distance  m)mm Left rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Right rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Left rail  horizontal irregularities (mm);Distance (m) (Distance  m)mm Right rail  horizontal irregularities (mm);
48.200001;-0.009695208;-0.009050321;-0.10696723;-0.11513069
48.299999;-0.010777996;-0.010155718;-0.10650627;-0.1158444
48.400002;-0.011677303;-0.01119039;-0.10602886;-0.11651409
48.5;-0.012415119;-0.01218683;-0.10558502;-0.11714194
48.599998;-0.013029935;-0.013164591;-0.10521281;-0.11769812
48.700001;-0.01356723;-0.014124985;-0.10493393;-0.11812692
48.799999;-0.014071122;-0.01505113;-0.10475279;-0.11836115
48.900002;-0.014578903;-0.015913639;-0.10465868;-0.11834149
49;-0.015118731;-0.016680323;-0.10463014;-0.11803565
49.099998;-0.015709523;-0.017326877;-0.10463992;-0.11745224
49.200001;-0.016361371;-0.017845158;-0.10465961;-0.11664551
49.299999;-0.017074997;-0.018246323;-0.104663;-0.11570904
49.400002;-0.017839614;-0.018557902;-0.10462822;-0.1147597
49.5;-0.018629838;-0.018815728;-0.10453907;-0.11391543
49.599998;-0.019403344;-0.019053476;-0.10438597;-0.11327197
49.700001;-0.02010146;-0.019293204;-0.10416715;-0.11288429
49.799999;-0.020654319;-0.01953995;-0.10388944;-0.1127568
49.900002;-0.020991014;-0.019782038;-0.10356855;-0.11284485
50;-0.021053273;-0.019996723;-0.10322773;-0.11306664
50.099998;-0.020809684;-0.020159135;-0.10289422;-0.11332259
50.200001;-0.020266552;-0.020251317;-0.10259379;-0.11351751
50.299999;-0.019471798;-0.020268306;-0.10234395;-0.11357997
50.400002;-0.018509794;-0.020219238;-0.10214764;-0.11347491
50.5;-0.017487383;-0.020123282;-0.10198918;-0.11320669
50.599998;-0.016513934;-0.020002099;-0.10183435;-0.11281281
50.700001;-0.01568016;-0.019871682;-0.10163519;-0.11235015
50.799999;-0.015041148;-0.019736832;-0.10133916;-0.11187792
50.900002;-0.014608211;-0.019590572;-0.10090086;-0.1114413
51;-0.014351821;-0.019419206;-0.10029335;-0.11105971
51.099998;-0.014214832;-0.01921165;-0.099516317;-0.11072218
51.200001;-0.014132282;-0.018970132;-0.098598503;-0.11039019
51.299999;-0.014051958;-0.0187185;-0.097593285;-0.11000702
51.400002;-0.01394975;-0.018504811;-0.096568286;-0.10951093
51.5;-0.013835167;-0.018396359;-0.095591217;-0.10884934
51.599998;-0.013745377;-0.018467348;-0.094715647;-0.10799085
51.700001;-0.013729615;-0.018781768;-0.093970224;-0.10693283
51.799999;-0.013828764;-0.019375453;-0.093354538;-0.10570352
51.900002;-0.014056608;-0.020242155;-0.092842765;-0.104358
52;-0.014388873;-0.021327626;-0.092394352;-0.1029693
52.099998;-0.014763959;-0.022534102;-0.091968976;-0.1016155
52.200001;-0.015095785;-0.023735065;-0.091541648;-0.10036543
52.299999;-0.015295535;-0.024797745;-0.091113716;-0.099265024
52.400002;-0.015296159;-0.02560872;-0.090716191;-0.098326892
52.5;-0.015072611;-0.026097052;-0.090403952;-0.097525418
52.599998;-0.014651759;-0.026249688;-0.090241738;-0.096799083
52.700001;-0.014108868;-0.026115354;-0.090285115;-0.09606047
52.799999;-0.013551409;-0.025795653;-0.090561219;-0.095213033
52.900002;-0.013094505;-0.025424851;-0.091054618;-0.094172053
53;-0.012834776;-0.025142405;-0.091702476;-0.092885695
53.099998;-0.012829658;-0.025064081;-0.092401072;-0.091351449
53.200001;-0.013087579;-0.025257841;-0.093022943;-0.089623526
53.299999;-0.013571119;-0.025729809;-0.093441039;-0.087808415
53.400002;-0.014211607;-0.026423488;-0.093554355;-0.086048372
53.5;-0.014930418;-0.027232375;-0.09330871;-0.084495582
53.599998;-0.015660657;-0.028023202;-0.092707612;-0.083282404
53.700001;-0.016363312;-0.028664561;-0.091810189;-0.082494445
53.799999;-0.017033968;-0.029054523;-0.090716846;-0.082153223
53.900002;-0.017699309;-0.029141149;-0.089546062;-0.082212791
54;-0.01840565;-0.028931545;-0.088408373;-0.082571387
54.099998;-0.019203847;-0.028487924;-0.087384202;-0.083095357
54.200001;-0.020135444;-0.027912231;-0.086511083;-0.083649196
54.299999;-0.021223851;-0.027323516;-0.085783161;-0.08412379
54.400002;-0.022472236;-0.026833804;-0.085162684;-0.084456049
54.5;-0.023867285;-0.026528118;-0.084599309;-0.084634848
54.599998;-0.02538624;-0.026452973;-0.084051512;-0.084693082
54.700001;-0.027003894;-0.026615094;-0.083503336;-0.084688812
54.799999;-0.028696882;-0.026989391;-0.082971685;-0.084682249
54.900002;-0.030444259;-0.027532931;-0.082501911;-0.084715657
55;-0.03222518;-0.028200405;-0.08215338;-0.0848023
55.099998;-0.034015898;-0.02895673;-0.081979513;-0.084927082
55.200001;-0.035788633;-0.029783802;-0.082008682;-0.085057795
55.299999;-0.037513968;-0.030680429;-0.082232095;-0.0851622
55.400002;-0.039166868;-0.031656697;-0.082602367;-0.085224301
55.5;-0.040734421;-0.032725327;-0.08304368;-0.085254014
55.599998;-0.042222384;-0.033893347;-0.08347024;-0.085286319
55.700001;-0.043657444;-0.03515663;-0.083807677;-0.085370287
55.799999;-0.045083363;-0.036498658;-0.084010728;-0.085551649
55.900002;-0.04655128;-0.0378934;-0.084072158;-0.085855171
56;-0.048106667;-0.039310686;-0.084020272;-0.086273089
56.099998;-0.049777053;-0.040722366;-0.083906218;-0.08676412
56.200001;-0.051564634;-0.04210721;-0.083785467;-0.087263785
56.299999;-0.053446785;-0.043453824;-0.083699547;-0.087703221
56.400002;-0.055384837;-0.044761438;-0.083663836;-0.088030361
56.5;-0.057338804;-0.046039347;-0.083665386;-0.088226989
56.599998;-0.059283294;-0.047305666;-0.083670989;-0.088315934
56.700001;-0.061219543;-0.048586141;-0.083642691;-0.088356279
56.799999;-0.063179024;-0.049912523;-0.083555058;-0.088427812
56.900002;-0.065216959;-0.051319994;-0.083408237;-0.08860971
57;-0.067397147;-0.052842762;-0.083231956;-0.088959679
57.099998;-0.069772318;-0.054507662;-0.083078802;-0.089499556
57.200001;-0.072365962;-0.056326754;-0.08300852;-0.090211034
57.299999;-0.075160995;-0.058290891;-0.083068177;-0.091041803
57.400002;-0.078098692;-0.060366869;-0.083274513;-0.091919348
57.5;-0.081088252;-0.062500678;-0.083604135;-0.092767544
57.599998;-0.084023796;-0.064627409;-0.083995007;-0.093521386
57.700001;-0.08680401;-0.066686913;-0.084359109;-0.094136238
57.799999;-0.089348622;-0.068641141;-0.084602617;-0.094590567
57.900002;-0.091607787;-0.070488445;-0.084648088;-0.09488374
58;-0.093562782;-0.072269253;-0.084452085;-0.095031232
58.099998;-0.095219485;-0.074059904;-0.08401376;-0.095060319
58.200001;-0.09659835;-0.075954229;-0.083372414;-0.095007606
58.299999;-0.09772528;-0.078036577;-0.082595423;-0.094917916
58.400002;-0.098626614;-0.080352843;-0.081760898;-0.09484297
58.5;-0.099329524;-0.082888022;-0.080940433;-0.094837472
58.599998;-0.099866152;-0.085557282;-0.080186822;-0.094951294
58.700001;-0.10027821;-0.088214785;-0.079529643;-0.095218524
58.799999;-0.10061816;-0.090679206;-0.078978866;-0.095646307
58.900002;-0.10094457;-0.092770107;-0.078533739;-0.096207641
59;-0.10131144;-0.09434589;-0.078192972;-0.096842028
59.099998;-0.10175449;-0.095333032;-0.077961951;-0.097466044
59.200001;-0.10227918;-0.095738605;-0.077854291;-0.097992279
59.299999;-0.10285527;-0.095642753;-0.077887297;-0.09835209
59.400002;-0.10342177;-0.095173761;-0.078073218;-0.098515056
59.5;-0.10390186;-0.094473146;-0.078409865;-0.098498367
59.599998;-0.1042247;-0.093661442;-0.078874543;-0.098361947
59.700001;-0.10434773;-0.092814803;-0.079423979;-0.098189324
59.799999;-0.10427201;-0.091958731;-0.080000862;-0.098059185
59.900002;-0.10404544;-0.091080032;-0.080545671;-0.098016612
60;-0.10375157;-0.090152092;-0.081009865;-0.098053224
60.099998;-0.10348678;-0.089164183;-0.081366785;-0.098104119
60.200001;-0.10333236;-0.088144653;-0.081616394;-0.098063625
60.299999;-0.10333019;-0.08716967;-0.081782468;-0.097816534
60.400002;-0.10347006;-0.086354464;-0.08190278;-0.097275347
60.5;-0.10369305;-0.085829414;-0.082015052;-0.096411839
60.599998;-0.10391068;-0.085708812;-0.082142927;-0.095272288
60.700001;-0.10403404;-0.086061895;-0.082285926;-0.093970165
60.799999;-0.10400424;-0.086895742;-0.082416385;-0.092657275
60.900002;-0.10381403;-0.088154465;-0.082484499;-0.091481507
61;-0.10351384;-0.089734875;-0.082429886;-0.090543397
61.099998;-0.10319971;-0.091512516;-0.082196943;-0.089865364
61.200001;-0.10298631;-0.09336929;-0.081749685;-0.089383267
61.299999;-0.10297344;-0.095213763;-0.081082404;-0.088963501
61.400002;-0.10321579;-0.096988209;-0.080223493;-0.088440821
61.5;-0.10370542;-0.098661758;-0.079231523;-0.087665565
61.599998;-0.10437191;-0.10021406;-0.078184694;-0.086546041
61.700001;-0.10509979;-0.10161754;-0.077166304;-0.085073344
61.799999;-0.10575755;-0.10282686;-0.076249614;-0.083321407
61.900002;-0.10622907;-0.10378141;-0.075485498;-0.081422947
62;-0.10643797;-0.10442147;-0.074895591;-0.079529464
62.099998;-0.10635843;-0.10471343;-0.074471973;-0.077768125
62.200001;-0.10601038;-0.1046747;-0.074183226;-0.076209113
62.299999;-0.10544296;-0.10438864;-0.073984861;-0.074852951
62.400002;-0.10471323;-0.10400138;-0.073831543;-0.073640794
62.5;-0.10386888;-0.1036988;-0.073687963;-0.072483175
62.599998;-0.10294146;-0.10366791;-0.073535673;-0.071296841
62.700001;-0.10195223;-0.10405257;-0.07337442;-0.070037283
62.799999;-0.10092795;-0.10491642;-0.073217668;-0.068716466
62.900002;-0.099919155;-0.10622407;-0.073083885;-0.067400716
63;-0.099012643;-0.10784713;-0.072986007;-0.066190183
63.099998;-0.098330632;-0.10959407;-0.072922528;-0.065187797
63.200001;-0.098014154;-0.11125592;-0.072872922;-0.064468078
63.299999;-0.098193288;-0.11265518;-0.072799362;-0.064056255
63.400002;-0.098952316;-0.11368413;-0.072654665;-0.063923649
63.5;-0.10030033;-0.11432247;-0.072394639;-0.063999929
63.599998;-0.10215734;-0.11462992;-0.07199131;-0.064196959
63.700001;-0.10436148;-0.11471774;-0.071442984;-0.064435527
63.799999;-0.10669751;-0.11470879;-0.070777602;-0.064665884
63.900002;-0.10893945;-0.11469872;-0.070047572;-0.064875767
64;-0.11089665;-0.11473054;-0.069316611;-0.065084115
64.099998;-0.11245064;-0.11478914;-0.068641856;-0.065324202
64.199997;-0.11357313;-0.1148164;-0.068056285;-0.065622911
64.300003;-0.11432058;-0.11474041;-0.067556649;-0.065984108
64.400002;-0.11480792;-0.11450829;-0.067101449;-0.066382051
64.5;-0.11516967;-0.1141112;-0.066620365;-0.066766873
64.599998;-0.11552025;-0.11359335;-0.066033497;-0.067079738
64.699997;-0.11592455;-0.1130418;-0.065275587;-0.067272052
64.800003;-0.1163867;-0.11256102;-0.064318523;-0.067321807
64.900002;-0.11685836;-0.11224037;-0.063185394;-0.067241564
65;-0.11726233;-0.11212493;-0.061951403;-0.067075551
65.099998;-0.11752259;-0.11219911;-0.060730547;-0.066887364
65.199997;-0.11759034;-0.11238769;-0.059651066;-0.066742711
65.300003;-0.11745801;-0.11257366;-0.058825951;-0.066692844
65.400002;-0.11715707;-0.11262671;-0.058326479;-0.066763684
65.5;-0.11674175;-0.11243387;-0.05816615;-0.066953115
65.599998;-0.11626472;-0.11192286;-0.0582995;-0.067236014
65.699997;-0.11575368;-0.11107234;-0.05863589;-0.067573771
65.800003;-0.11519692;-0.1099074;-0.059064336;-0.067924373
65.900002;-0.1145426;-0.10848345;-0.059482023;-0.06824936
66;-0.11371185;-0.10686526;-0.059818313;-0.068516046
66.099998;-0.11262131;-0.1051086;-0.060047492;-0.06869562
66.199997;-0.11120762;-0.10325042;-0.060187019;-0.068759501
66.300003;-0.10944632;-0.10130988;-0.060282577;-0.06867709
66.400002;-0.10735957;-0.099298283;-0.060385022;-0.068416663
66.5;-0.10501126;-0.097233035;-0.06052709;-0.067950159
66.599998;-0.10249182;-0.095148914;-0.060707174;-0.067259811
66.699997;-0.099898189;-0.0931013;-0.060885593;-0.066344082
66.800003;-0.097315565;-0.091159105;-0.060994491;-0.065219939
66.900002;-0.094805606;-0.089388639;-0.060958326;-0.063920029
67;-0.092403479;-0.087833613;-0.06071844;-0.062485345
67.099998;-0.090122364;-0.086497925;-0.060254157;-0.06095589
67.199997;-0.087961502;-0.085337475;-0.059593648;-0.059362743
67.300003;-0.08591333;-0.084265016;-0.058811083;-0.057724588
67.400002;-0.083966121;-0.08316768;-0.05801069;-0.056049846
67.5;-0.08210136;-0.081933275;-0.057302203;-0.054343436
67.599998;-0.080287941;-0.0804784;-0.056774694;-0.052614879
67.699997;-0.078477345;-0.078770466;-0.056476068;-0.050883953
67.800003;-0.076604225;-0.07683745;-0.056403693;-0.049180724
67.900002;-0.07459522;-0.074762359;-0.056508284;-0.047539204
68;-0.07238546;-0.072663523;-0.056709256;-0.045986585
68.099998;-0.069938704;-0.070665576;-0.056916647;-0.044532336
68.199997;-0.067264922;-0.068869039;-0.057053097;-0.043162048
68.300003;-0.064428143;-0.067325734;-0.057069857;-0.041839801
68.400002;-0.061540209;-0.066026784;-0.056952946;-0.040519774
68.5;-0.05873961;-0.064905666;-0.056718659;-0.039164059
68.599998;-0.056159604;-0.063855261;-0.056400895;-0.037760958
68.699997;-0.053893913;-0.06275437;-0.056034938;-0.036336869
68.800003;-0.051969636;-0.061496604;-0.055642836;-0.034956157
68.900002;-0.050336111;-0.060014568;-0.055224832;-0.033707432
69;-0.048873987;-0.058293518;-0.054758787;-0.032679118
69.099998;-0.047423329;-0.056371711;-0.054207116;-0.031931408
69.199997;-0.045823731;-0.054328088;-0.053528376;-0.031473868
69.300003;-0.04395571;-0.052261077;-0.05268947;-0.031256847
69.400002;-0.041771952;-0.050264366;-0.051674582;-0.031180989
69.5;-0.039309721;-0.04840577;-0.050488297;-0.03112339
69.599998;-0.036681034;-0.046714246;-0.049152482;-0.030973407
69.699997;-0.034043707;-0.04517756;-0.04769858;-0.030667366
69.800003;-0.03156174;-0.043750197;-0.046158295;-0.030211063
69.900002;-0.029366521;-0.042368487;-0.044556271;-0.029682416
70;-0.027529724;-0.040968195;-0.042907212;-0.029212333
70.099998;-0.02605499;-0.039499599;-0.041218653;-0.028948981
70.199997;-0.024889659;-0.037936296;-0.039498322;-0.029015783
70.300003;-0.023951646;-0.036276042;-0.037763517;-0.029475782
70.400002;-0.023162274;-0.034534566;-0.036049206;-0.030313332
70.5;-0.022474207;-0.032735232;-0.034411546;-0.031438492
70.599998;-0.021885781;-0.03089867;-0.032925088;-0.032712769
70.699997;-0.021437375;-0.029036023;-0.031673469;-0.033987772
70.800003;-0.021191454;-0.027148036;-0.030735681;-0.035144802
70.900002;-0.021202931;-0.025229963;-0.030171027;-0.036122818
71;-0.021489589;-0.023280125;-0.030006798;-0.036926489
71.099998;-0.022012083;-0.021308471;-0.030231794;-0.037612423
71.199997;-0.022670113;-0.019341368;-0.030797539;-0.038258675
71.300003;-0.02331632;-0.017420076;-0.031626951;-0.038928114
71.400002;-0.023784235;-0.015592519;-0.032628454;-0.039638035
71.5;-0.023922555;-0.013900489;-0.033712056;-0.040345989
71.599998;-0.023626458;-0.01236625;-0.034803625;-0.040956616
71.699997;-0.022857867;-0.010983283;-0.035854328;-0.041347232
71.800003;-0.021650041;-0.009714871;-0.0368434;-0.041403797
71.900002;-0.02009646;-0.00850212;-0.037774507;-0.041055929
72;-0.018328195;-0.007279965;-0.038667362;-0.040299859
72.099998;-0.016486593;-0.005997086;-0.039547283;-0.039202474
72.199997;-0.014698593;-0.004634108;-0.040435649;-0.037885744
72.300003;-0.013060266;-0.003214578;-0.041343186;-0.036496855
72.400002;-0.011631018;-0.001805064;-0.042267099;-0.035173777
72.5;-0.010437516;-0.000503742;-0.043191541;-0.034016844
72.599998;-0.009483771;0.000579865;-0.044090029;-0.033074312
72.699997;-0.008762649;0.001348796;-0.044928242;-0.032345086
72.800003;-0.00826468;0.001740065;-0.045666095;-0.031795897
72.900002;-0.007981872;0.001738166;-0.046258979;-0.031385891
73;-0.007906533;0.001377716;-0.046658959;-0.031089418
73.099998;-0.008027077;0.000735282;-0.046817489;-0.030909395
73.199997;-0.008323677;-8.66E-05;-0.046690822;-0.030877057
73.300003;-0.008766344;-0.000978751;-0.046248492;-0.031039085
73.400002;-0.009316645;-0.001842673;-0.04548372;-0.031437315
73.5;-0.009932652;-0.002603175;-0.0444232;-0.032088645
73.599998;-0.010575185;-0.003214117;-0.043132976;-0.032972302
73.699997;-0.011212926;-0.003658613;-0.041717283;-0.034028821
73.800003;-0.011824362;-0.003945699;-0.040308893;-0.035170957
73.900002;-0.012395777;-0.004105868;-0.03905141;-0.036302548
74;-0.01291614;-0.004186857;-0.038076885;-0.037339076
74.099998;-0.013370939;-0.004249503;-0.037483465;-0.0382233
74.199997;-0.013737565;-0.004362243;-0.037318759;-0.038931593
74.300003;-0.013984345;-0.004592466;-0.03757317;-0.039469987
74.400002;-0.014074042;-0.00499395;-0.038185243;-0.039862737
74.5;-0.013971004;-0.005591597;-0.039057542;-0.040138319
74.599998;-0.013649804;-0.006366987;-0.040078927;-0.040318578
74.699997;-0.013102566;-0.007249829;-0.041147005;-0.040414687
74.800003;-0.012342541;-0.008120236;-0.042184856;-0.040430903
74.900002;-0.011402698;-0.008824739;-0.043147746;-0.040373527
75;-0.010329726;-0.009205134;-0.044018999;-0.040260546
75.099998;-0.009175394;-0.009135028;-0.044797491;-0.040126946
75.199997;-0.007987995;-0.008555348;-0.045481984;-0.04002231
75.300003;-0.006806552;-0.007498866;-0.046058334;-0.04000036
75.400002;-0.005659421;-0.006095393;-0.04649457;-0.040103387
75.5;-0.004567313;-0.00455373;-0.046745859;-0.040346816
75.599998;-0.003549186;-0.003122683;-0.046767879;-0.040709652
75.699997;-0.002628371;-0.002039515;-0.046533886;-0.041134935
75.800003;-0.001836096;-0.001478474;-0.046049155;-0.041541122
75.900002;-0.001210443;-0.001512748;-0.045357075;-0.041841708
76;-0.000790298;-0.002100252;-0.044533618;-0.04196734
76.099998;-0.000605615;-0.003097382;-0.043670766;-0.041883681
76.199997;-0.000666813;-0.004297309;-0.042853169;-0.041599441
76.300003;-0.000956685;-0.005482505;-0.042134758;-0.04116179
76.400002;-0.0014278;-0.00647722;-0.041522499;-0.040640675
76.5;-0.002006978;-0.007185702;-0.040972378;-0.040106632
76.599998;-0.0026065;-0.007606159;-0.040399287;-0.039609093
76.699997;-0.003139737;-0.007817522;-0.039698247;-0.039161637
76.800003;-0.003537554;-0.007943966;-0.038771093;-0.038738493
76.900002;-0.003761437;-0.008108408;-0.03755128;-0.038282823
77;-0.003809994;-0.008389136;-0.036020111;-0.037723586
77.099998;-0.003717135;-0.008792323;-0.034210637;-0.036995441
77.199997;-0.003542289;-0.009248161;-0.032198925;-0.036055125
77.300003;-0.003355072;-0.009631035;-0.030086275;-0.034889791
77.400002;-0.003218143;-0.009797103;-0.027977908;-0.033515457
77.5;-0.003172403;-0.00962762;-0.02596418;-0.031967372
77.599998;-0.003227969;-0.009065127;-0.024108743;-0.030286826
77.699997;-0.003362838;-0.00813212;-0.022445371;-0.028509742
77.800003;-0.003529138;-0.006927388;-0.02098228;-0.026661474
77.900002;-0.003664992;-0.005601892;-0.019710701;-0.024759455
78;-0.003708763;-0.004321872;-0.018613806;-0.022822082
78.099998;-0.003612038;-0.003230099;-0.017672956;-0.020879621
78.199997;-0.003348389;-0.002416029;-0.016870027;-0.018981764
78.300003;-0.002916295;-0.001902289;-0.016186561;-0.017197501
78.400002;-0.002336328;-0.001649664;-0.015601812;-0.015605744
78.5;-0.001644314;-0.001577264;-0.015091983;-0.014278581
78.599998;-0.000883087;-0.001590463;-0.014631992;-0.013262166
78.699997;-9.55E-05;-0.001607756;-0.014199623;-0.012561671
78.800003;0.000679182;-0.001578962;-0.013780444;-0.012136033
78.900002;0.001405588;-0.001490732;-0.013371213;-0.011905301
79;0.002049246;-0.001359731;-0.012979922;-0.011769495
79.099998;0.002573384;-0.001217749;-0.012621967;-0.011633881
79.199997;0.002937379;-0.001095105;-0.012313694;-0.011433274
79.300003;0.003098931;-0.001008629;-0.012065843;-0.011147836
79.400002;0.003020373;-0.000958252;-0.011879737;-0.010805319
79.5;0.002677888;-0.000932865;-0.011748118;-0.010468859
79.599998;0.002070898;-0.000922644;-0.011660639;-0.010214061
79.699997;0.001228154;-0.000932727;-0.011611928;-0.010102605
79.800003;0.000207553;-0.00099262;-0.011608792;-0.010160916
79.900002;-0.000911811;-0.001157135;-0.01167297;-0.010370859
80;-0.002044561;-0.001497518;-0.011837377;-0.010675693
80.099998;-0.003117778;-0.002084704;-0.012136196;-0.010999495
80.199997;-0.004088821;-0.002969412;-0.012591853;-0.011273863
80.300003;-0.004957119;-0.004165076;-0.013203624;-0.011463158
80.400002;-0.005766024;-0.005639058;-0.013942584;-0.011579833
80.5;-0.006593323;-0.007315403;-0.014755792;-0.011684424
80.599998;-0.007532131;-0.009089128;-0.015579344;-0.011869607
80.699997;-0.008666779;-0.01084872;-0.016356539;-0.012232823
80.800003;-0.010049983;-0.012501036;-0.017055044;-0.012845693
80.900002;-0.011687567;-0.013991973;-0.017676752;-0.013729637
81;-0.013535031;-0.015317155;-0.018256081;-0.014845228
81.099998;-0.015507063;-0.016519526;-0.018846456;-0.0160987
81.199997;-0.017497316;-0.017674228;-0.019499028;-0.017363802
81.300003;-0.019402787;-0.018864546;-0.020240936;-0.01851251
81.400002;-0.021145701;-0.020155322;-0.021061242;-0.01944563
81.5;-0.022686474;-0.021570953;-0.02191053;-0.02011456
81.599998;-0.024024047;-0.023084149;-0.022715678;-0.020528413
81.699997;-0.025183691;-0.024618721;-0.02340585;-0.020745361
81.800003;-0.026196338;-0.026066039;-0.023941278;-0.020851813
81.900002;-0.027076276;-0.027310992;-0.024334645;-0.020936532
82;-0.027804771;-0.02826062;-0.024656432;-0.021067742
82.099998;-0.028325649;-0.028867718;-0.025020599;-0.021279834
82.199997;-0.028555363;-0.029142858;-0.025553308;-0.021572573
82.300003;-0.028405709;-0.029151382;-0.026353616;-0.021921594
82.400002;-0.027813355;-0.028995942;-0.027458383;-0.022295218
82.5;-0.026767898;-0.028789155;-0.028823245;-0.022671051
82.599998;-0.025330141;-0.028623737;-0.030326998;-0.023046289
82.699997;-0.023634443;-0.02854817;-0.031799633;-0.023438402
