X a:y(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Y, a:z(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Z,
79.870003,-6.306932,12.129274
79.875,-5.6095252,5.902391
79.879997,-4.2425852,-1.0689142
79.885002,-3.1632447,-8.0741816
79.889999,-2.0390389,-14.311369
79.894997,-0.24012002,-19.295527
79.900002,1.4289534,-22.58741
79.904999,3.937711,-24.05386
79.910004,4.0151553,-23.870447
79.915001,4.4070163,-21.463192
79.919998,6.33672,-16.803492
79.925003,9.7698326,-10.577928
79.93,7.2103696,-3.6997099
79.934998,6.3295383,3.8594432
79.940002,4.1625056,11.281625
79.945,2.0803604,17.607794
79.949997,-0.59867525,22.030968
79.955002,-2.651454,24.851154
79.959999,0.12951778,25.798277
79.964996,2.9157224,24.217871
79.970001,3.4751701,20.390574
79.974998,4.0256214,15.164586
79.980003,5.6047382,9.2049074
79.985001,6.8850284,2.8612804
79.989998,6.3216271,-3.4397881
79.995003,3.0909116,-8.8988705
80,-1.1305624,-12.456992
80.004997,-5.2481418,-14.094185
80.010002,-10.13821,-14.227423
80.014999,-17.295294,-13.307362
80.019997,-20.360723,-10.565873
80.025002,-17.672029,-6.5593624
80.029999,-13.905896,-2.0473862
80.035004,-11.060475,2.4749861
80.040001,-7.8041129,6.9847012
80.044998,-3.7792568,11.317982
80.050003,-0.9769522,14.835411
80.055,-0.51735169,16.715014
80.059998,-1.3698961,16.511272
80.065002,-2.4036329,14.210857
80.07,-4.4652939,10.174522
80.074997,-3.8864768,3.8792341
80.080002,-5.8238454,-3.0979683
80.084999,-4.8190651,-10.793426
80.089996,-1.6362516,-17.981943
80.095001,1.3408017,-23.497942
80.099998,1.7324364,-26.857414
80.105003,0.355845,-27.883636
80.110001,1.7315356,-26.780771
80.114998,1.5475365,-22.83206
80.120003,-0.50683469,-16.602705
80.125,-1.7987791,-8.7991056
80.129997,-0.063624643,-0.087653033
80.135002,2.2126174,8.3927069
80.139999,3.9555969,15.830858
80.144997,5.9304957,21.705639
80.150002,9.5299072,25.04706
80.154999,15.022263,25.79215
80.160004,18.916155,24.273466
80.165001,19.275972,20.885519
80.169998,17.461071,15.857763
80.175003,14.706541,9.4121675
80.18,10.341002,1.9473257
80.184998,5.0961576,-5.8536496
80.190002,0.32725102,-13.019144
80.195,-3.8035457,-18.939102
80.199997,-7.6681414,-23.083746
80.205002,-9.6269054,-24.718594
80.209999,-9.1081085,-23.767685
80.214996,-8.3777714,-20.594164
80.220001,-7.6137581,-15.467755
80.224998,-5.1790242,-8.5434933
80.230003,-3.8381379,-0.41322207
80.235001,-1.1858813,8.272994
80.239998,2.3811042,16.282341
80.245003,4.6556301,22.728504
80.25,6.3708367,27.434122
80.254997,6.1248274,29.613508
80.260002,4.5931077,29.336248
80.264999,3.376086,26.878981
80.269997,2.661942,22.45392
80.275002,1.6676776,16.147053
80.279999,0.13472608,8.8203354
80.285004,-1.1661714,1.4396029
80.290001,-1.7019864,-5.2374043
80.294998,-4.2659092,-10.975117
80.300003,-1.9004203,-14.849693
80.305,-0.11574996,-17.564152
80.309998,-0.27558804,-18.904709
80.315002,-0.79943407,-18.571804
80.32,-0.56003439,-16.6828
80.324997,-0.18822134,-13.74441
80.330002,-0.40983081,-10.184138
80.334999,-0.62465167,-6.2091808
80.339996,-0.7061559,-2.2350764
80.345001,-2.1542304,1.4578507
80.349998,-0.7193597,4.6768899
80.355003,0.98810369,6.8021903
80.360001,1.1275878,7.5328403
80.364998,0.28874615,7.0281525
80.370003,-0.45921263,5.498497
80.375,-0.12123334,3.1735144
80.379997,0.65777999,0.16648084
80.385002,-3.5563962,-3.2840436
80.389999,-6.2506309,-6.5366955
80.394997,-7.0776849,-8.7419777
80.400002,-6.9025407,-10.043444
80.404999,-8.4658985,-10.800035
80.410004,-10.926249,-10.895259
80.415001,-12.561903,-10.094576
80.419998,-9.5645561,-7.9023042
80.425003,-4.6136389,-5.0594444
80.43,-0.13904409,-2.1417108
80.434998,4.4106407,0.5923897
80.440002,9.4018688,3.4315333
80.445,12.141447,6.4340034
80.449997,11.375995,9.1055193
80.455002,8.5742416,10.884535
80.459999,6.9524565,11.533353
80.464996,4.5778561,11.712822
80.470001,1.2589928,11.236859
80.474998,-1.4515921,9.8506413
80.480003,-3.0158095,7.6431913
80.485001,-3.6600828,5.0978246
80.489998,-3.3426685,2.6533549
80.495003,-2.0685074,0.64857548
80.5,-2.003448,-0.5862878
80.504997,-1.4302956,-1.2771524
80.510002,-0.9392004,-1.1147127
80.514999,-1.7369604,-0.0346247
80.519997,-1.1809887,1.2481686
80.525002,1.8933105,2.6955576
80.529999,1.351142,4.3180408
80.535004,0.75811988,5.2935801
80.540001,1.2635107,5.7980657
80.544998,0.33423296,5.5843415
80.550003,-0.56303036,4.4366789
80.555,-0.44115862,2.3217065
80.559998,0.1887501,-0.50458276
80.565002,-0.61465478,-3.4888887
80.57,-0.84426171,-6.9839797
80.574997,0.4165701,-10.538575
80.580002,0.71933091,-13.565285
80.584999,-0.4051162,-15.741949
80.589996,-1.9607462,-17.073193
80.595001,-4.5978537,-17.014668
80.599998,-6.7236743,-15.658828
80.605003,-6.131279,-13.22048
80.610001,-4.0605311,-9.5611343
80.614998,-5.827219,-4.8340945
80.620003,-7.3243709,0.018864077
80.625,-5.6169987,4.4176674
80.629997,-2.1409466,8.3184538
80.635002,1.404947,11.500607
80.639999,5.0353003,13.814545
80.644997,6.9525185,14.686596
80.650002,6.0517297,14.177606
80.654999,4.5034642,12.107282
80.660004,3.1271605,8.5873928
80.665001,1.9542438,3.9375517
80.669998,0.7142396,-1.436175
80.675003,-0.2991823,-7.0521531
80.68,-1.5256441,-11.90761
80.684998,0.32900596,-16.705616
80.690002,4.8297939,-20.412197
80.695,10.072733,-21.856544
80.699997,15.833304,-20.909756
80.705002,21.104984,-18.007029
80.709999,21.918108,-13.022827
80.714996,16.340477,-6.1429901
80.720001,9.2740421,1.8446227
80.724998,2.497021,9.7536125
80.730003,-5.0343142,16.874523
80.735001,-12.029994,22.649435
80.739998,-15.487773,26.491949
80.745003,-13.506125,27.989338
80.75,-8.9137478,26.931025
80.754997,-5.0393357,23.420984
80.760002,-1.5288041,18.285353
80.764999,-0.21257702,12.034859
80.769997,5.6073737,5.8793769
80.775002,8.6106501,-0.72661555
80.779999,8.0767908,-7.0471573
80.785004,3.7328312,-11.787932
80.790001,-1.3982008,-14.591825
80.794998,-5.5913353,-15.578649
80.800003,-11.116693,-15.338216
80.805,-17.786112,-14.084641
80.809998,-21.302828,-11.898545
80.815002,-19.641375,-9.020627
80.82,-13.757748,-5.8855863
80.824997,-5.8613648,-2.821408
80.830002,3.2598791,-0.016814662
80.834999,12.836642,2.3110979
80.839996,18.664768,4.2201853
80.845001,18.534452,5.2267184
80.849998,15.486948,5.9567776
80.855003,9.5238934,5.7220912
80.860001,1.1769657,3.8554957
80.864998,-3.894027,1.4366412
80.870003,-5.5030127,-0.81877214
80.875,-8.6069107,-2.7219157
80.879997,-9.871479,-4.3983679
80.885002,-8.0341225,-5.1719961
80.889999,-5.4629955,-4.2660379
80.894997,-4.1623135,-1.8720911
80.900002,-3.0248048,1.4579592
80.904999,-1.0455582,5.3664026
80.910004,1.6192262,9.3942995
80.915001,1.4781215,13.269404
80.919998,0.28898469,15.97181
80.925003,3.0397353,17.182253
80.93,4.5710731,16.363401
80.934998,4.2041211,13.713479
80.940002,3.8524442,9.7855425
80.945,4.2971616,4.7522993
80.949997,4.6966362,-1.1142519
80.955002,4.5196733,-7.3165684
80.959999,2.109602,-13.606578
80.964996,-0.25236997,-18.707325
80.970001,-0.098133653,-22.365105
80.974998,-0.063979238,-24.533928
80.980003,-1.547065,-24.813133
80.985001,-3.376287,-22.754305
80.989998,-4.4990435,-18.276196
80.995003,-4.8607292,-12.169636
81,-4.6273556,-5.2469807
81.004997,-3.8672078,1.9436084
81.010002,-2.5791833,9.1603127
81.014999,-1.0858648,15.730223
81.019997,0.418542,20.897543
81.025002,1.9745829,24.156946
81.029999,3.3713591,25.283489
81.035004,4.3450751,24.215714
81.040001,4.6889396,21.033154
81.044998,4.4577999,16.06101
81.050003,2.1732154,10.138874
81.055,-3.1713531,3.7736759
81.059998,-8.2395439,-2.1112988
81.065002,-11.522564,-7.4780426
81.07,-17.136902,-12.229193
81.074997,-23.470881,-16.240837
81.080002,-24.457827,-19.092108
81.084999,-18.243219,-20.180019
81.089996,-8.2205667,-19.217358
81.095001,2.6087084,-16.322783
81.099998,14.787511,-11.885744
81.105003,22.660021,-6.199894
81.110001,22.635952,0.47150111
81.114998,16.837666,7.1492171
81.120003,13.010414,12.9141
81.125,10.68434,16.679234
81.129997,9.6187449,17.741098
81.135002,7.7141652,16.057831
81.139999,7.8348851,12.148938
81.144997,11.218325,6.7652287
81.150002,15.071558,0.86522162
81.154999,15.637817,-4.3940578
81.160004,12.746618,-8.8056526
81.165001,8.5723419,-12.361808
81.169998,3.9048991,-14.859123
81.175003,-7.1656504,-15.083444
81.18,-14.433128,-15.099015
81.184998,-17.595724,-15.203379
81.190002,-20.647011,-14.34961
81.195,-22.012344,-11.911505
81.199997,-17.967953,-8.0357523
81.205002,-9.4688883,-3.5995123
81.209999,-0.42710504,0.70586807
81.214996,7.2445726,4.5537372
81.220001,13.064291,8.7751293
81.224998,17.460855,12.536378
81.230003,17.347185,14.759665
81.235001,11.382792,15.798788
81.239998,3.6490281,16.178053
81.245003,-2.9506218,16.177738
81.25,-10.121774,16.198063
81.254997,-11.637104,13.984665
81.260002,-10.768414,9.8321543
81.264999,-12.116745,4.8019352
81.269997,-14.241914,-0.66919649
81.275002,-14.344833,-6.0709124
81.279999,-10.967233,-10.834452
81.285004,-5.5148668,-14.131295
81.290001,-0.096362017,-14.219619
81.294998,3.3114142,-12.346066
81.300003,5.3830996,-10.652616
81.305,5.3425894,-9.2482023
81.309998,4.5172253,-7.5452099
81.315002,4.2281656,-5.3512115
81.32,5.5774922,-3.1647983
81.324997,5.5143657,-1.5897959
81.330002,3.9848464,-0.62175369
81.334999,2.6227937,0.081934631
81.339996,1.9965061,0.7615751
81.345001,1.3492953,0.84856594
81.349998,0.23252091,0.17768233
81.355003,-0.63469762,-1.0224608
81.360001,-0.73412859,-2.4995654
81.364998,-0.35467023,-4.0713468
81.370003,0.060202394,-5.4503589
81.375,0.57526696,-5.8359928
81.379997,1.1554215,-4.9727988
81.385002,3.1250544,-3.0211134
81.389999,7.9443717,0.18325867
81.394997,12.391681,3.6750503
81.400002,15.849367,6.9602413
81.404999,15.867085,10.385446
81.410004,15.555075,14.202048
81.415001,14.907375,18.035496
81.419998,11.663711,21.278091
81.425003,4.945569,23.213022
81.43,-2.3671846,22.93573
81.434998,-7.2314701,20.787306
81.440002,-9.4437485,16.877123
81.445,-11.027175,11.03829
81.449997,-12.452042,3.9200087
81.455002,-9.4418821,-3.2632871
81.459999,-5.0932088,-10.1059
81.464996,-2.5442276,-16.250648
81.470001,-0.00039933779,-20.869116
81.474998,-4.5008025,-23.114164
81.480003,-12.774855,-23.314577
81.485001,-18.630404,-21.809074
81.489998,-26.236816,-19.401728
81.495003,-37.427517,-16.895527
81.5,-44.708858,-13.655515
81.504997,-39.681915,-8.8991184
81.510002,-30.521513,-2.6258154
81.514999,-19.261271,3.8844802
81.519997,-2.7180662,8.9967327
81.525002,16.89546,12.686397
81.529999,28.865213,15.828679
81.535004,31.703337,18.024067
81.540001,30.511101,18.963413
81.544998,26.007744,18.403032
81.550003,17.529881,15.783921
81.555,6.8503642,11.725255
81.559998,-1.954053,6.4301004
81.565002,-1.9224223,-0.95998579
81.57,0.7833854,-8.3268728
81.574997,1.5195656,-14.025723
81.580002,2.043155,-18.16934
81.584999,4.3105898,-21.202843
81.589996,6.6405025,-22.745007
81.595001,7.0119224,-21.932384
81.599998,5.9080172,-18.919607
81.605003,4.8529925,-14.599977
81.610001,4.3106799,-9.3753519
81.614998,2.5965912,-2.7500415
81.620003,1.4636497,4.4090934
81.625,2.9677126,10.955544
81.629997,3.9461865,15.659502
81.635002,1.8681083,18.274973
81.639999,1.7216338,19.667595
81.644997,3.2375042,19.298456
81.650002,2.1390572,17.017809
81.654999,-0.89768755,13.45144
81.660004,-3.5188425,9.9556589
81.665001,-1.6874828,6.9674025
81.669998,1.0849892,4.1225257
81.675003,2.3929431,1.5649222
81.68,2.6835818,-0.048370421
81.684998,2.8621249,-0.36971077
81.690002,3.7542853,-0.11074827
81.695,4.5548124,0.30511162
81.699997,4.7923741,0.89687675
81.705002,4.7374892,1.8716666
81.709999,3.1599905,2.6032
81.714996,3.674808,3.7351873
81.720001,4.5924325,4.1683564
81.724998,3.736577,3.6756279
81.730003,-0.40869534,1.9987307
81.735001,0.65355343,0.11597233
81.739998,0.82336515,-2.9788301
81.745003,-1.7120461,-7.0650516
81.75,-4.3165188,-11.035114
81.754997,-5.3189974,-14.070526
81.760002,-5.4304981,-16.079111
81.764999,-5.7905316,-17.14205
81.769997,-6.9339471,-16.897703
81.775002,-6.1863432,-14.833147
81.779999,-4.0156894,-11.398466
81.785004,-2.2548473,-7.3259535
81.790001,-1.0922934,-3.0154917
81.794998,0.1214885,1.3559612
81.800003,1.4848458,5.4381304
81.805,2.4478965,8.7281895
81.809998,2.7493882,10.916748
81.815002,2.6885569,11.952351
81.82,1.9693199,11.903601
81.824997,1.1126646,10.853482
81.830002,0.33886227,8.9250183
81.834999,-0.43534598,6.3326392
81.839996,-1.3073595,3.3813565
81.845001,-2.2795177,0.39087218
81.849998,-3.0403125,-2.384747
81.855003,-3.4675589,-4.7142057
81.860001,-3.5936909,-6.3955832
81.864998,-3.4450026,-7.3017635
81.870003,-3.0744126,-7.4079151
81.875,-2.1526194,-6.7811542
81.879997,-1.2004027,-5.541297
81.885002,-0.52895451,-3.8695161
81.889999,0.034861825,-2.0004752
81.894997,0.65512949,-0.17639284
81.900002,1.2301518,1.3837188
81.904999,1.5276632,2.4771392
81.910004,1.5568943,2.977756
81.915001,1.4681654,2.8331833
81.919998,3.4993515,2.2420492
81.925003,3.1144867,0.746382
81.93,0.79782343,-1.1929003
81.934998,-1.931175,-2.9109459
81.940002,-6.7248878,-4.6477852
81.945,-8.7530746,-5.7145963
81.949997,-9.0179806,-6.784193
81.955002,-12.109627,-8.0494661
81.959999,-16.646362,-9.3639946
81.964996,-17.575443,-10.428083
81.970001,-13.539467,-11.04295
81.974998,-6.7243509,-11.351217
81.980003,0.072222665,-11.234616
81.985001,6.1766248,-10.586346
81.989998,11.102381,-9.1074085
81.995003,13.611991,-6.5611701
82,13.119016,-3.0907633
82.004997,9.5671406,1.1783437
82.010002,4.5067482,5.7479458
82.014999,1.9149668,9.7478037
82.019997,-2.8761945,13.695812
82.025002,-4.9853277,17.157187
82.029999,-6.8426175,20.203236
82.035004,-6.1067343,22.237249
82.040001,-3.9260137,23.848688
82.044998,-1.5787287,24.943207
82.050003,1.1070818,25.249052
82.055,3.5308003,24.108015
82.059998,4.9235363,20.859243
82.065002,5.9347806,16.257965
82.07,8.3937168,11.337234
82.074997,8.1997232,6.1694293
82.080002,9.2249823,1.5646527
82.084999,10.752126,-1.4916527
82.089996,12.094763,-3.7764716
82.095001,12.054532,-6.0549808
82.099998,11.247072,-9.6866503
82.105003,7.2268929,-13.536231
82.110001,1.8764654,-16.504717
82.114998,-2.6341145,-16.70146
82.120003,-5.8080568,-14.917419
82.125,-7.1597085,-11.906305
82.129997,-6.3378153,-8.8873615
82.135002,-5.3881001,-6.1717806
82.139999,-4.5461011,-3.7949126
82.144997,-3.4244769,-2.0231471
82.150002,-1.618428,-0.704153
82.154999,0.35724503,-0.08510299
82.160004,1.2515061,-0.40074208
82.165001,0.93667459,-1.6582711
82.169998,1.0985752,-3.3734796
82.175003,0.44593707,-5.5272088
82.18,-1.7449414,-7.7225428
82.184998,-4.9022551,-9.3762712
82.190002,-6.0788879,-9.9902582
82.195,-5.0093269,-9.4314041
82.199997,-3.2330675,-8.0189734
82.205002,-3.5220852,-5.7382617
82.209999,-3.9936721,-2.3564897
82.214996,-2.7457163,2.0711718
82.220001,-3.4000556,7.3603296
82.224998,-2.4658051,12.026012
82.230003,-1.4880093,15.843313
82.235001,-1.0139328,18.633486
82.239998,1.5710195,19.901743
82.245003,6.7778459,18.934168
82.25,13.536581,15.562162
82.254997,12.814961,10.538815
82.260002,8.85991,4.4206567
82.264999,4.8411202,-2.4414871
82.269997,4.3422732,-9.3931246
82.275002,4.2837696,-15.548011
82.279999,0.46478716,-20.530558
82.285004,-5.2796617,-24.730204
82.290001,-9.8251591,-27.468525
82.294998,-9.3736486,-27.441469
82.300003,-7.8711433,-24.789513
82.305,-5.2299418,-20.413351
82.309998,-2.6230757,-14.202841
82.315002,1.2287127,-6.1382179
82.32,4.7413807,2.5676153
82.324997,6.0122862,11.265862
82.330002,7.5855942,18.382549
82.334999,6.6727605,24.42557
82.339996,4.69066,29.140633
82.345001,3.4188085,31.479992
82.349998,3.3324447,30.78953
82.355003,3.4506958,26.972248
82.360001,0.96813738,21.436186
82.364998,-3.1243658,14.937304
82.370003,-5.129899,6.9118729
82.375,-5.348372,-2.2560046
82.379997,-5.3159995,-10.882879
82.385002,-5.3911223,-17.636961
82.389999,-5.010499,-22.293789
82.394997,-4.0704393,-24.934647
82.400002,-4.9513912,-25.048367
82.404999,-2.7710342,-22.924246
82.410004,0.62996829,-18.458973
82.415001,2.5526128,-12.097989
82.419998,3.0203123,-4.7629461
82.425003,3.2733951,2.6868184
82.43,3.6748965,9.6574621
82.434998,3.5290499,15.637383
82.440002,3.4302411,19.897161
82.445,4.9212894,22.253691
82.449997,2.37028,22.714231
82.455002,-1.1168737,21.087025
82.459999,-3.2690988,17.496578
82.464996,-3.5903051,12.50188
82.470001,-7.3737302,7.1889963
82.474998,-9.1787395,1.401685
82.480003,-8.4240208,-4.456912
82.485001,-8.2563219,-9.5923109
82.489998,-9.6859694,-13.645029
82.495003,-10.712015,-16.612942
82.5,-9.7704048,-18.49132
82.504997,-7.0908189,-19.153833
82.510002,-4.2577181,-18.413363
82.514999,-1.9181681,-16.393192
82.519997,0.26128817,-13.481684
82.525002,2.2821553,-10.044917
82.529999,3.5315764,-6.3263922
82.535004,3.9957778,-2.7096462
82.540001,3.9075613,0.60442454
82.544998,4.2315865,3.2381997
82.550003,3.4324372,5.4069839
82.555,2.1281943,6.8875089
82.559998,0.21280324,7.4523931
82.565002,-1.4720578,7.531086
82.57,-3.3476005,7.206677
82.574997,-3.9803441,6.5990105
82.580002,-3.9979856,5.990087
82.584999,-3.4521849,5.2481232
82.589996,-0.32343361,4.5479536
82.595001,3.1059437,4.2946219
82.599998,4.9293752,4.5347033
82.605003,5.7053652,4.8917332
82.610001,6.8713965,4.974791
82.614998,9.0903196,4.9884977
82.620003,7.40237,5.148119
82.625,6.6534257,5.2495384
82.629997,5.5243297,4.2870226
82.635002,4.1669898,2.7949324
82.639999,4.4205608,0.80241334
82.644997,3.7039995,-1.7299407
82.650002,3.6678591,-4.7243567
82.654999,5.4761553,-7.6683574
82.660004,7.1363044,-9.9554873
82.665001,6.9702172,-11.300953
82.669998,5.4211931,-11.808222
82.675003,3.5975113,-11.593955
82.68,1.8804053,-10.671502
82.684998,0.36447871,-9.0795879
82.690002,-0.47510573,-6.9256496
82.695,-0.23827039,-4.3851204
82.699997,0.81020206,-1.5865935
82.705002,2.027494,1.3461677
82.709999,2.9180858,4.2387481
82.714996,3.1792386,6.8706679
82.720001,2.5608873,9.0311403
82.724998,0.96491301,10.521393
82.730003,-1.3566376,11.170239
82.735001,-3.8675885,10.841078
82.739998,-6.8170381,9.3799286
82.745003,-8.8022623,7.0092654
82.75,-9.994606,3.8519537
82.754997,-8.8498936,0.38966867
82.760002,-6.6608849,-3.4532275
82.764999,-7.5142231,-6.9879136
82.769997,-6.3540072,-9.7458782
82.775002,-2.1985567,-11.345612
82.779999,-0.10192154,-11.9819
82.785004,-0.24471931,-11.631514
82.790001,1.5722972,-10.264361
82.794998,3.9825368,-7.6665344
82.800003,4.4282556,-4.2643342
82.805,2.9297721,-0.62027836
82.809998,1.4427201,3.0248096
82.815002,1.0316398,6.5181203
82.82,0.4616107,9.6839209
82.824997,-0.97967827,12.148158
82.830002,-2.7677107,13.3815
82.834999,-3.8774121,13.269563
82.839996,-4.2267704,12.023999
82.845001,-2.5972168,9.8844671
82.849998,0.042066377,6.6766734
82.855003,2.0697691,2.8326535
82.860001,3.2388177,-1.0061342
82.864998,4.0734305,-4.2307839
82.870003,4.0737305,-6.4175
82.875,2.5757093,-7.3873529
82.879997,-0.25817549,-7.1769853
82.885002,-2.5991044,-5.8330708
82.889999,-5.7028928,-3.1337588
82.894997,-7.5187521,0.1600071
82.900002,-7.0950208,3.8224673
82.904999,-5.7276907,7.6694412
82.910004,-3.7199466,11.25701
82.915001,-0.66684145,13.902839
82.919998,2.1650085,15.40452
82.925003,3.3225243,15.732225
82.93,5.0463638,14.343891
82.934998,6.7644973,12.102865
82.940002,6.4708061,8.7273388
82.945,2.888469,4.3451395
82.949997,-3.5235486,-1.0613334
82.955002,-5.6629963,-7.7210946
82.959999,-4.3851905,-14.147475
82.964996,-3.43084,-19.440685
82.970001,-3.4551682,-23.069754
82.974998,-4.2803292,-24.872929
82.980003,-4.8606997,-24.758127
82.985001,-3.5002756,-22.305183
82.989998,-2.2273216,-17.47333
82.995003,-1.8413568,-11.190627
83,1.7307619,-4.4493518
83.004997,3.7168114,2.3985443
83.010002,4.7750583,8.2410135
83.014999,6.2137747,12.572889
83.019997,7.9324522,15.702722
83.025002,8.481185,17.530323
83.029999,6.7961612,17.401087
83.035004,4.2194185,14.870369
83.040001,2.1573408,10.095719
83.044998,1.0456865,3.7006161
83.050003,0.5286659,-3.605442
83.055,0.28018022,-11.019567
83.059998,2.9914827,-17.379078
83.065002,3.5310578,-22.322115
83.07,1.2575077,-25.092577
83.074997,-0.049372833,-25.048571
83.080002,-0.52290469,-22.126116
83.084999,-2.0127568,-16.831251
83.089996,-3.9978297,-9.6159019
83.095001,-4.9432416,-1.0517838
83.099998,-4.972291,8.0037756
83.105003,-3.919152,16.310059
83.110001,-2.7918363,23.008089
83.114998,-3.4580808,27.228193
83.120003,-5.7712917,28.347162
83.125,-2.2156074,27.561733
83.129997,2.7819989,23.833822
83.135002,5.2975254,16.618275
83.139999,5.6797538,7.4322701
83.144997,5.6048169,-1.8500251
83.150002,5.3693199,-10.456124
83.154999,4.733098,-18.362823
83.160004,3.6451116,-24.708061
83.165001,1.6265309,-28.110786
83.169998,-0.93133622,-28.036863
83.175003,-2.6599028,-24.968527
83.18,-4.0677338,-19.128702
83.184998,-6.8149052,-10.773663
83.190002,-10.56279,-1.189564
83.195,-10.259226,8.218853
83.199997,-7.8491769,16.776665
83.205002,-4.6895556,23.719831
83.209999,-4.9641886,28.148445
83.214996,1.3996375,29.56934
83.220001,6.2809358,27.949919
83.224998,8.5265646,23.279993
83.230003,7.4861517,16.637838
83.235001,6.1751986,8.7071867
83.239998,4.7211332,-0.012990595
83.245003,3.2366636,-8.552784
83.25,2.8556328,-15.776131
83.254997,1.1594948,-20.786524
83.260002,-2.304698,-23.477663
83.264999,-5.0266185,-23.666557
83.269997,-6.4314699,-21.266994
83.275002,-7.3457508,-16.301208
83.279999,-7.5062032,-9.4556303
83.285004,-5.5512643,-1.4026444
83.290001,-5.5969748,7.1885839
83.294998,-5.4434929,14.976526
83.300003,-3.5898445,20.923664
83.305,-0.81037003,24.644798
83.309998,1.599273,26.061972
83.315002,3.4636042,25.019314
83.32,4.7084441,21.403847
83.324997,5.7505331,15.624927
83.330002,7.5885563,8.4991999
83.334999,8.3827963,0.942747
83.339996,7.1070957,-6.72434
83.345001,6.0746622,-13.482066
83.349998,6.3133693,-18.654629
83.355003,7.2750983,-21.741989
83.360001,7.6571631,-22.376303
83.364998,6.8045616,-20.458597
83.370003,5.0634813,-16.364471
83.375,3.178859,-10.830173
83.379997,1.6158346,-4.648438
83.385002,-0.14021507,1.327287
83.389999,-1.8115648,6.4204712
83.394997,-2.8810956,10.151302
83.400002,-3.4232011,12.16072
83.404999,-3.1315794,12.221932
83.410004,-2.1320579,10.387809
83.415001,-1.3371297,6.7185035
83.419998,-0.17562957,2.0143464
83.425003,1.0075119,-3.0906186
83.43,0.2716735,-7.5885253
83.434998,0.53768796,-10.928991
83.440002,-0.054879423,-13.475808
83.445,-1.1693623,-14.494697
83.449997,-2.5265102,-13.241209
83.455002,-4.7316456,-10.193517
83.459999,-7.4290352,-6.2596092
83.464996,-8.8653202,-1.9013742
83.470001,-8.4356012,2.6932666
83.474998,-7.0867329,7.0900488
83.480003,-5.3282213,10.66939
83.485001,-3.1726213,12.921394
83.489998,-0.99789649,13.669545
83.495003,0.26260075,12.873624
83.5,0.025559366,10.661463
83.504997,0.18551892,7.6131868
83.510002,-1.5864612,3.5421929
83.514999,-1.3078401,-1.4040319
83.519997,-0.84941405,-6.1345797
83.525002,-1.2949505,-9.8116016
83.529999,-0.70528334,-12.499057
83.535004,0.4515042,-13.685565
83.540001,-1.0879816,-13.187363
83.544998,-2.628664,-11.12464
83.550003,-2.6299393,-7.7964911
83.555,-1.6407831,-3.6062808
83.559998,-0.46576083,1.120937
83.565002,2.2924836,6.1598372
83.57,2.7473705,10.524861
83.574997,4.9889631,13.538701
83.580002,4.8915334,15.876524
83.584999,4.434988,16.872303
83.589996,3.8685453,15.754639
83.595001,0.94285583,13.111475
83.599998,1.3221174,9.9608746
83.605003,1.5652703,6.5462241
83.610001,0.084588356,2.2769845
83.614998,-0.31697616,-2.2528603
83.620003,-0.17107922,-6.0165997
83.625,-0.78461379,-8.3563185
83.629997,-1.9103535,-9.4957762
83.635002,-3.2016201,-10.319851
83.639999,-3.465924,-10.291906
83.644997,-4.3461275,-9.2041311
83.650002,-5.7061782,-7.4205709
83.654999,-3.2273805,-5.9561353
83.660004,-2.9687536,-4.4677238
83.665001,-2.5217147,-3.4137814
83.669998,-0.81568402,-3.0066247
83.675003,1.0647899,-3.0237737
83.68,2.5183957,-3.0393384
83.684998,3.1879675,-2.927273
83.690002,3.0933051,-2.8369627
83.695,2.0958452,-2.8999715
83.699997,1.4890995,-2.7167029
83.705002,1.4818691,-2.1460381
83.709999,1.9898528,-1.1869017
83.714996,3.3872697,0.18680695
83.720001,4.3567853,1.481536
83.724998,3.9420037,2.7814355
83.730003,3.82265,4.1741652
83.735001,5.3947268,5.3598542
83.739998,6.7078142,5.7686782
83.745003,6.7573786,5.3858733
83.75,6.1430473,4.5433235
83.754997,5.4167032,3.4709752
83.760002,4.9161124,2.174403
83.764999,3.988317,0.46705788
83.769997,2.4897761,-1.4260643
83.775002,-1.2349418,-3.3301365
83.779999,-2.8790834,-4.3966708
83.785004,-2.4809499,-5.0123396
83.790001,-2.4074695,-5.4224939
83.794998,-2.6002622,-5.4872327
83.800003,-1.231957,-4.6212316
83.805,-0.66001892,-3.0197914
83.809998,1.8350722,-0.48329031
83.815002,5.3179731,2.2957847
83.82,6.8722248,4.7950153
83.824997,6.1757984,6.8863678
83.830002,4.5839067,8.4461651
83.834999,2.666609,9.1369276
83.839996,0.27441496,8.6358185
83.845001,0.20807336,7.1446438
83.849998,-2.2406342,4.3496499
83.855003,-6.1220741,0.91815734
83.860001,-7.925981,-2.4765344
83.864998,-8.8052378,-5.8017516
83.870003,-9.1103611,-8.211935
83.875,-6.1148486,-9.4153891
83.879997,-2.6767552,-9.280551
83.885002,-0.18773614,-7.7470136
83.889999,1.5661329,-4.7932467
83.894997,3.2591364,-0.6209507
83.900002,4.8961239,4.2830663
83.904999,5.9857574,9.3046379
