X a:y(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Y, a:z(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Z,
278.97501,-0.5588553,-12.992672
278.98001,-3.9325871,-12.298928
278.98499,-6.8122711,-10.572378
278.98999,-8.555975,-8.2624083
278.995,-7.0056777,-5.3686447
279,-5.4573364,-1.8217129
279.005,-2.5927029,2.0300226
279.01001,-0.979137,5.3378725
279.01501,-0.25773552,7.9015694
279.01999,2.7354801,9.5994768
279.02499,5.2318416,10.500896
279.03,5.6420269,10.560618
279.035,4.3564706,9.9555016
279.04001,5.0620689,8.5192976
279.04501,4.3220873,6.8128414
279.04999,3.4214096,4.760983
279.05499,2.9867229,2.2838264
279.06,1.5618178,-0.12761891
279.065,2.8854866,-1.8195764
279.07001,4.3192558,-2.9462867
279.07501,4.1866889,-3.7404957
279.07999,2.9877908,-4.0309443
279.08499,3.6163623,-3.475755
279.09,3.1681652,-2.4227424
279.095,2.8036578,-0.93234491
279.10001,0.61185765,0.43076676
279.10501,-2.2501006,1.8758309
279.10999,-3.9709804,3.4315341
279.11499,-4.2983694,4.5437083
279.12,-3.8843486,5.1053677
279.125,-2.765795,4.7868719
279.13,-1.3951185,3.8496454
279.13501,-0.14952962,2.5084779
279.14001,1.9546218,1.2555239
279.14499,3.5999393,0.22779191
279.14999,3.1026208,-0.72068948
279.155,0.93615085,-1.653284
279.16,-0.60970694,-2.3460805
279.16501,-1.1511376,-2.9397252
279.17001,-1.1875767,-3.6374381
279.17499,0.0013825018,-4.4034395
279.17999,2.4901941,-5.2874074
279.185,5.6279731,-6.2950039
279.19,8.7657881,-7.288209
279.19501,11.318389,-8.1070137
279.20001,12.662967,-8.6688118
279.20499,13.828371,-9.0938044
279.20999,11.254214,-9.4949379
279.215,7.1327391,-9.6087418
279.22,2.8095088,-9.2893829
279.22501,-2.2602155,-8.4648552
279.23001,-8.2179127,-6.699646
279.23499,-13.353934,-4.6335888
279.23999,-16.114365,-3.2967808
279.245,-17.042871,-2.6817117
279.25,-18.200657,-0.27905881
279.255,-13.222154,3.3523893
279.26001,-5.8058085,7.0136242
279.26501,-0.13491356,10.69285
279.26999,4.1972098,14.748342
279.27499,6.8243389,19.240046
279.28,7.3976355,22.828032
279.285,8.7812452,25.049746
279.29001,9.1789417,25.531919
279.29501,6.3518934,23.375452
279.29999,3.1197913,19.373337
279.30499,2.336663,14.564351
279.31,2.1006787,10.382661
279.315,-0.38916436,7.1348009
279.32001,-2.8927276,4.0884395
279.32501,-3.8288908,0.1327191
279.32999,-3.7463336,-5.4655061
279.33499,-5.1744051,-12.601919
279.34,-8.326354,-19.092228
279.345,-9.0367012,-23.55201
279.35001,-7.2881041,-26.115545
279.35501,-6.8400812,-27.180391
279.35999,-8.5080967,-26.626896
279.36499,-9.3744421,-24.026432
279.37,-9.4788027,-19.13809
279.375,-6.9768877,-13.216324
279.38,-5.0915728,-6.6121573
279.38501,-3.5436757,0.27805501
279.39001,-1.86245,6.8132119
279.39499,-0.014173709,12.138818
279.39999,2.1675298,15.572835
279.405,2.1847963,17.308346
279.41,-0.46132207,17.38678
279.41501,-2.536324,16.20262
279.42001,-0.21658392,14.111245
279.42499,1.1965605,10.661155
279.42999,-0.12059385,6.5727377
279.435,-1.8916796,2.6742704
279.44,-2.5056398,-0.70578772
279.44501,-0.28570268,-3.9895406
279.45001,-1.0494839,-6.4268475
279.45499,-2.1403069,-8.0733175
279.45999,-3.9890265,-8.3209219
279.465,-5.7348185,-7.349463
279.47,-4.417922,-6.3732872
279.47501,-2.0427501,-4.9646192
279.48001,-0.20414761,-3.0680592
279.48499,2.0272093,-1.2522613
279.48999,7.4486609,-0.039086267
279.495,13.399991,-0.23162393
279.5,18.135691,-1.0824661
279.505,23.529432,-2.3600309
279.51001,29.650188,-3.9577169
279.51501,32.731529,-5.4192467
279.51999,29.625711,-5.9362736
279.52499,22.338394,-5.4417396
279.53,13.524689,-4.4162254
279.535,2.9554811,-3.2134814
279.54001,-8.5787544,-2.0859237
279.54501,-18.579535,-0.84244561
279.54999,-23.347084,0.41088805
279.55499,-22.340767,1.6632359
279.56,-20.24472,2.7039886
279.565,-16.474293,4.1379247
279.57001,-11.513783,6.462882
279.57501,-4.436245,9.4405737
279.57999,1.6221863,12.16354
279.58499,5.3729353,14.154408
279.59,8.0465031,15.458244
279.595,10.231937,15.958731
279.60001,10.095672,15.077217
279.60501,5.55054,13.346795
279.60999,3.9310987,10.35314
279.61499,3.9928293,6.6445456
279.62,2.0936816,2.6334829
279.625,-1.4040296,-1.5684406
279.63,-4.5503364,-5.5202379
279.63501,-6.946238,-8.7675104
279.64001,-8.8934669,-11.210847
279.64499,-12.828695,-12.92389
279.64999,-13.694718,-13.48173
279.655,-12.485904,-13.158283
279.66,-10.4092,-12.191794
279.66501,-7.4434981,-10.562822
279.67001,-4.2626939,-8.1541376
279.67499,-2.3257117,-5.1945906
279.67999,0.17319578,-2.3872886
279.685,2.9761758,0.26481566
279.69,4.7512541,2.7170255
279.69501,5.0018229,4.74787
279.70001,4.3098559,5.9307809
279.70499,2.9172797,6.087079
279.70999,0.72411579,5.3716598
279.715,-1.4366052,3.9719982
279.72,-3.1884215,2.0168028
279.72501,-3.8674755,-0.39256293
279.73001,-3.6915781,-2.897459
279.73499,-3.4524472,-5.0998254
279.73999,-3.0494137,-6.8606009
279.745,-2.2378767,-8.0539722
279.75,0.065324076,-8.8523827
279.755,3.0699556,-8.7662477
279.76001,5.2475362,-7.4711666
279.76501,6.0654464,-5.3387885
279.76999,7.5523896,-3.1724565
279.77499,8.1366959,-0.57959598
279.78,6.8671794,2.2343876
279.785,7.9144735,5.1044269
279.79001,8.353075,7.3363352
279.79501,10.352205,8.5002747
279.79999,9.493269,8.9077959
279.80499,8.5119467,8.818182
279.81,8.7189779,8.3615036
279.815,7.5031347,7.7717552
279.82001,3.258693,7.5144596
279.82501,-1.994835,7.3026037
279.82999,-6.2343602,6.7381268
279.83499,-9.4166803,5.5432234
279.84,-12.189262,3.2629604
279.845,-11.754676,0.44569749
279.85001,-8.169261,-1.7256057
279.85501,-4.8819113,-3.3139832
279.85999,0.048386447,-3.9716198
279.86499,5.0267901,-3.8569548
279.87,7.1732917,-3.343765
279.875,9.0418787,-2.6376672
279.88,8.2617559,-2.0352921
279.88501,6.3449297,-1.3202938
279.89001,4.1105628,-0.47375256
279.89499,1.0077611,0.33802441
279.89999,-1.4110677,0.70698851
279.905,-4.6219277,0.96884906
279.91,-8.0387058,0.86052293
279.91501,-10.142631,0.25152081
279.92001,-10.671827,-0.69937629
279.92499,-11.896623,-1.9281151
279.92999,-10.987814,-2.8304062
279.935,-7.6803598,-3.6571479
279.94,-6.9776845,-4.0635934
279.94501,-7.1343031,-4.8461733
279.95001,-4.6784215,-5.5372467
279.95499,-0.49706319,-5.5054626
279.95999,2.491364,-5.0250182
279.965,4.2785106,-4.4716735
279.97,4.9651966,-3.9846482
279.97501,7.2906113,-3.4655786
279.98001,7.0295854,-2.7379451
279.98499,6.8814607,-2.4254141
279.98999,7.054184,-2.0781496
279.995,6.5054569,-1.5358196
280,5.0410299,-0.85993356
280.005,3.0823483,-0.24815904
280.01001,1.5926824,-0.021374555
280.01501,-0.091236003,0.39297423
280.01999,-3.6629319,0.93630737
280.02499,-6.6755276,1.2252733
280.03,-7.8523765,1.1196452
280.035,-9.7914076,1.2151455
280.04001,-10.380099,1.1204896
280.04501,-9.2352448,0.97443444
280.04999,-7.2870255,0.99839127
280.05499,-6.3739223,1.4003444
280.06,-4.2125139,1.8132333
280.065,-0.67595154,2.1884208
280.07001,2.6504946,2.8694451
280.07501,4.829669,3.9089525
280.07999,6.7793984,5.1626043
280.08499,7.4035444,6.3628082
280.09,7.9413147,7.2767773
280.095,5.6914339,7.7423477
280.10001,2.9361711,7.137743
280.10501,1.282124,5.7241473
280.10999,-0.35155228,3.7706668
280.11499,-2.0657275,1.5955914
280.12,-3.5962074,-0.80963427
280.125,-4.2280641,-3.3826828
280.13,-4.5990005,-5.640553
280.13501,-5.0965691,-7.6585813
280.14001,1.1071748,-9.2879906
280.14499,3.37957,-9.9241762
280.14999,2.0598137,-9.4017544
280.155,1.8332081,-8.2755327
280.16,2.636276,-6.3900852
280.16501,2.860147,-3.6262524
280.17001,1.9161434,-0.20849085
280.17499,-0.026896682,3.5870616
280.17999,1.7240183,7.4285221
280.185,3.7537317,10.670274
280.19,3.7364926,12.975381
280.19501,5.371695,14.772848
280.20001,5.7952495,15.333183
280.20499,5.8490105,13.780677
280.20999,6.0830512,10.8014
280.215,8.048604,6.9941363
280.22,9.794013,3.0512893
280.22501,8.7504578,-0.43434381
280.23001,4.4488893,-3.5165727
280.23499,-1.3383083,-6.32726
280.23999,-6.5555434,-9.1624317
280.245,-8.9530973,-11.566189
280.25,-9.4653273,-13.106306
280.255,-10.96481,-13.69299
280.26001,-9.4689684,-13.682177
280.26501,-5.7247033,-12.043214
280.26999,-1.9360594,-8.861351
280.27499,-0.6688568,-4.824296
280.28,-0.47065893,-0.67597765
280.285,1.8873478,3.7209554
280.29001,1.9386199,8.6072702
280.29501,-0.63575292,12.46825
280.29999,-3.1987052,14.703442
280.30499,-3.9876332,15.537711
280.31,-3.5190847,15.298452
280.315,-5.4592505,14.091567
280.32001,-5.6213088,11.133182
280.32501,-2.5429704,6.8887382
280.32999,-0.73732275,2.167433
280.33499,0.43085787,-2.1275208
280.34,1.9457405,-6.3058147
280.345,3.066376,-10.435553
280.35001,6.066803,-14.151935
280.35501,6.0250497,-15.929874
280.35999,3.3162208,-15.999557
280.36499,1.1414361,-15.062564
280.37,0.37646025,-13.219643
280.375,-0.092614472,-10.101271
280.38,-0.85624135,-5.7685475
280.38501,-1.6029563,-0.83699948
280.39001,-2.0153518,3.7643869
280.39499,-2.0933495,7.5971694
280.39999,-1.9905248,10.532848
280.405,-1.7565314,12.552284
280.41,-1.3981409,13.303059
280.41501,-0.82674325,12.624398
280.42001,0.11960369,10.668436
280.42499,1.1918607,7.6842184
280.42999,2.0075264,3.8761339
280.435,2.5963266,-0.50623912
280.44,3.0605283,-5.0629144
280.44501,3.2785199,-9.3373623
280.45001,3.1583936,-12.953226
280.45499,2.7295663,-15.643443
280.45999,2.0754414,-17.206301
280.465,1.2639238,-17.505033
280.47,0.29665047,-16.503902
280.47501,-0.85943729,-14.299688
280.48001,-1.8654888,-11.109097
280.48499,-2.5886714,-7.2147241
280.48999,-3.058686,-2.9297071
280.495,-3.256556,1.3906004
280.5,-3.1325712,5.4021702
280.505,-2.2195272,8.9088211
280.51001,1.0542278,11.51456
280.51501,1.1726409,12.966777
280.51999,0.30928481,13.516978
280.52499,0.59011918,13.35176
280.53,1.5415528,12.388743
280.535,2.0000665,10.633238
280.54001,2.1874528,8.4397173
280.54501,-0.28489682,6.0383563
280.54999,0.47802255,4.014739
280.55499,2.2754455,2.114341
280.56,2.842356,0.22881234
280.565,2.1968217,-1.315818
280.57001,1.3950359,-2.2030232
280.57501,0.951401,-2.5159264
280.57999,0.85673344,-2.5409055
280.58499,1.219494,-2.2702868
280.59,3.4996011,-1.8097963
280.595,2.5651391,-1.4909469
280.60001,2.3763735,-0.86689466
280.60501,3.4539731,-0.38229004
280.60999,2.8659813,-0.095367171
280.61499,0.026541874,-0.17765018
280.62,0.20693839,0.038943317
280.625,2.5943151,0.079059437
280.63,2.9381759,-0.53054196
280.63501,1.414373,-1.5846317
280.64001,0.10969054,-2.6056571
280.64499,-0.51504409,-3.4043486
280.64999,-1.000273,-4.11833
280.655,-1.5786999,-4.8151011
280.66,-3.8774118,-5.490366
280.66501,-4.7041836,-5.1329241
280.67001,-5.4258327,-4.5761867
280.67499,-4.6180243,-4.2171788
280.67999,-3.1422172,-3.8145781
280.685,-2.3508179,-2.9734838
280.69,-2.0038533,-1.855844
280.69501,-1.4154636,-0.91238344
280.70001,0.12048867,-0.010791353
280.70499,1.915705,1.0948049
280.70999,2.1377151,2.3467362
280.715,3.3012652,3.4856839
280.72,4.2928481,5.0836344
280.72501,1.0155562,7.0143151
280.73001,-2.8810887,9.1174126
280.73499,-3.7206767,10.304664
280.73999,-2.3891413,10.922153
280.745,-2.1622815,11.373973
280.75,-2.9750931,11.452233
280.755,-3.4105613,10.615434
280.76001,-3.3690746,8.725606
280.76501,-2.9649456,6.1438413
280.76999,-2.3933065,3.2196138
280.77499,-0.99763912,-0.082746811
280.78,2.2519412,-3.4629726
280.785,2.0155916,-6.5260162
280.79001,0.99782014,-9.302516
280.79501,-0.57700235,-11.375786
280.79999,-0.87865049,-12.971602
280.80499,-0.10985424,-13.408784
280.81,-0.79361737,-12.51011
280.815,-2.9019167,-10.586805
280.82001,-5.2241979,-7.932086
280.82501,-7.058084,-4.6487584
280.82999,-8.2849541,-0.886958
280.83499,-8.7092237,2.9968653
280.84,-8.0997038,6.564332
280.845,-6.6349807,9.5263367
280.85001,-5.0632792,11.773219
280.85501,-2.1217999,12.753498
280.85999,1.1921449,12.684527
280.86499,5.3196731,11.530883
280.87,10.485372,9.6622944
280.875,10.451446,6.8499079
280.88,7.0260301,2.5211778
280.88501,6.6639814,-2.7783873
280.89001,10.562081,-8.0323496
280.89499,13.500679,-12.364139
280.89999,12.341429,-15.31871
280.905,8.6723337,-16.810978
280.91,4.7593694,-16.765865
280.91501,0.2070386,-15.255882
280.92001,-5.3739457,-12.5564
280.92499,-9.428853,-8.959239
280.92999,-10.264743,-4.6713023
280.935,-8.8661604,-0.067509837
280.94,-6.5468683,4.4626756
280.94501,-3.0834594,8.5248051
280.95001,1.4406015,11.842667
280.95499,7.8299317,14.049139
280.95999,9.1707764,14.963244
280.965,7.4567113,14.33666
280.97,5.2503057,12.146171
280.97501,4.3117685,8.9123344
280.98001,4.0945807,5.2233033
280.98499,3.6288726,1.2429544
280.98999,2.2813897,-2.8231857
280.995,0.34646395,-6.7120342
281,-3.4855998,-10.14625
281.005,-4.1524272,-12.07555
281.01001,-5.3233566,-12.511925
281.01501,-3.8619454,-11.518904
281.01999,-2.4542897,-9.4230671
281.02499,-2.1263561,-6.281209
281.03,-2.0657861,-2.1340475
281.035,-1.609869,2.6217675
281.04001,-0.89985794,7.3292089
281.04501,-0.17775318,11.435449
281.04999,0.55797994,14.612794
281.05499,1.1774931,16.589827
281.06,1.832603,17.066298
281.065,2.4909608,15.866595
281.07001,3.0128913,13.07674
281.07501,3.3074524,8.9979277
281.07999,3.2211316,4.0130825
281.08499,2.7362795,-1.4499475
281.09,2.284374,-6.904933
281.095,1.7745984,-11.799586
281.10001,0.96793735,-15.66469
281.10501,0.029304571,-18.142908
281.10999,-0.87951493,-19.038237
281.11499,-1.6461678,-18.297752
281.12,-2.2063658,-16.020361
281.125,-2.4784989,-12.469678
281.13,-2.3958533,-8.0486622
281.13501,-1.8219934,-3.2463624
281.14001,-0.68369246,1.4334019
281.14499,0.48895907,5.5105166
281.14999,1.4687507,8.5690641
281.155,2.3299737,10.309395
281.16,3.0948811,10.574368
281.16501,3.6350999,9.3639545
281.17001,3.8062329,6.8376288
281.17499,2.5565262,3.6411264
281.17999,-3.587662,0.43604481
281.185,-8.8081894,-2.9974318
281.19,-12.184633,-6.3275414
281.19501,-16.104301,-8.9341488
281.20001,-21.176374,-10.970638
281.20499,-23.920633,-12.630049
281.20999,-22.829969,-13.299034
281.215,-19.472918,-12.135619
281.22,-14.782971,-9.0912552
281.22501,-8.3448372,-4.724894
281.23001,-0.46991402,0.45931247
281.23499,7.9291067,6.3797488
281.23999,10.317962,12.889215
281.245,10.704896,18.16201
281.25,13.328879,21.554016
281.255,14.28266,22.822733
281.26001,12.066863,22.49559
281.26501,11.176468,20.056612
281.26999,12.781274,15.689185
281.27499,13.001123,10.488727
281.28,11.641462,4.9268408
281.285,9.6968145,-0.69812822
281.29001,7.3278861,-6.0701199
281.29501,4.4878702,-10.622478
281.29999,1.1980268,-13.715004
281.30499,-2.2017932,-15.482739
281.31,-3.6380012,-16.072643
281.315,-5.3060641,-15.254673
281.32001,-6.9156489,-12.641988
281.32501,-6.7809453,-8.7702856
281.32999,-5.5611849,-4.3010607
281.33499,-3.6649125,0.28884992
281.34,-0.80704677,4.8052607
281.345,2.3898196,8.5098763
281.35001,6.1992245,10.848489
281.35501,7.7598672,11.942885
281.35999,7.831367,11.606325
281.36499,7.9156628,9.774766
281.37,7.8732805,6.5985956
281.375,7.1202464,2.5412893
281.38,5.6860466,-1.9233319
281.38501,3.9873078,-6.3407187
281.39001,1.9275045,-10.305422
281.39499,-1.5148009,-13.747698
281.39999,-3.8055744,-15.534826
281.405,-3.8288782,-15.794315
281.41,-4.4427171,-14.850996
281.41501,-8.7861443,-13.012841
281.42001,-9.4857759,-9.46457
281.42499,-6.3962173,-4.7360182
281.42999,-0.8318131,0.27596414
281.435,2.2593796,4.4448318
281.44,2.7269983,8.1409607
281.44501,3.7579284,11.512984
281.45001,6.2453008,13.870363
281.45499,8.5665264,14.717977
281.45999,10.018922,14.137854
281.465,10.834413,12.673524
281.47,10.955154,10.679081
281.47501,9.8479691,8.2191763
281.48001,7.0832138,5.3434319
281.48499,3.1834805,2.3204372
281.48999,-0.74678409,-0.3607572
281.495,-3.9830885,-2.7758155
281.5,-7.1586218,-5.0265784
281.505,-9.1533327,-6.8116312
281.51001,-9.3489981,-7.8992076
281.51501,-11.391152,-8.0335665
281.51999,-16.348993,-5.9812698
281.52499,-17.033415,-3.5978777
281.53,-16.601906,-1.8296113
281.535,-18.094458,-0.5773496
281.54001,-16.776728,0.5084334
281.54501,-11.516566,0.78638107
281.54999,-1.9168431,0.20001784
281.55499,8.9740896,-0.54295266
281.56,17.971384,-1.0492917
281.565,24.45738,-1.3465463
281.57001,25.017679,-1.4856776
281.57501,19.80587,-1.1274099
281.57999,12.512934,-0.09364412
281.58499,4.2537398,1.1379684
281.59,-3.9555376,2.0619037
281.595,-10.861338,2.1175294
281.60001,-14.618701,1.452395
281.60501,-19.44762,1.1130022
281.60999,-20.501963,0.032416478
281.61499,-13.806471,-1.298352
281.62,-7.4968777,-2.2378051
281.625,-5.1306195,-2.5439887
281.63,-4.8101339,-2.2343721
281.63501,-5.6218433,-1.4714093
281.64001,0.71732658,-0.87302536
281.64499,5.4458361,0.53045833
281.64999,5.5202465,2.6539545
281.655,4.6295505,4.3320217
281.66,5.1605778,5.5287843
281.66501,6.1716313,6.6715083
281.67001,7.216495,7.7026525
281.67499,7.1078181,8.723772
281.67999,3.8679011,9.0941133
281.685,0.39240262,8.5560493
281.69,-1.9999838,7.6395736
281.69501,-3.4058762,6.6442471
281.70001,-4.3396382,5.607532
281.70499,-4.6788988,4.4084959
281.70999,-4.3999853,3.017261
281.715,-3.7087235,1.5002213
281.72,-2.8130751,-0.5193876
281.72501,-2.1071401,-3.0088637
281.73001,-1.5306718,-5.7253203
281.73499,-0.73233557,-8.3887444
281.73999,1.3191326,-10.829762
281.745,5.5972929,-12.701449
281.75,7.5988536,-14.627989
281.755,7.4804029,-15.854175
281.76001,7.964457,-15.855749
281.76501,9.2324724,-14.406043
281.76999,8.6804562,-11.679077
281.77499,4.8526154,-7.6579986
281.78,0.23069732,-3.4378681
281.785,-4.3745995,0.38456824
281.79001,-7.2330418,3.9937379
281.79501,-5.8203163,6.9111676
281.79999,-4.2844253,8.4594383
281.80499,-3.490742,8.4727173
281.81,-3.5756109,7.5120125
281.815,-3.0367179,6.0354953
281.82001,-1.7736728,4.1358728
281.82501,1.2350863,1.8680146
281.82999,3.6093762,-1.0638809
281.83499,3.4441807,-4.2974291
281.84,2.7076328,-7.1477447
281.845,2.5846014,-9.2943392
281.85001,2.8306868,-10.572922
281.85501,2.3381855,-11.268682
281.85999,1.5706701,-11.178428
281.86499,-1.4091679,-9.9395981
281.87,0.44271749,-7.7408643
281.875,2.7385702,-4.6180077
281.88,2.2592721,-0.97421086
281.88501,0.61588383,2.9382145
281.89001,-0.64361286,7.0945673
281.89499,-1.3704041,11.044857
281.89999,-1.6668231,14.302129
281.905,-1.5689118,16.561214
281.91,-1.1156278,17.703377
281.91501,-0.39166388,17.656654
281.92001,0.29600057,16.162758
281.92499,0.90477216,13.410975
281.92999,1.4699115,9.8877144
281.935,1.9125814,6.0505762
281.94,2.1400719,2.1220479
281.94501,2.1010606,-1.7134868
281.95001,1.8007245,-5.1665154
281.95499,1.2907032,-7.9037333
281.95999,0.58146948,-9.7586575
281.965,-0.38740328,-10.878291
281.97,-1.4047637,-11.158733
281.97501,-2.2909362,-10.594157
281.98001,-3.1266506,-9.2706251
281.98499,-3.8263841,-7.3701234
281.98999,-4.2248268,-5.1551156
281.995,-4.2988753,-2.8999925
282,-4.0940561,-0.8509261
282.005,-3.6646791,0.78782362
282.01001,-3.0065625,1.8678988
282.01501,-2.1873031,2.3178825
282.01999,-1.3091942,2.1467433
282.02499,-0.21132007,1.4733827
282.03,2.484659,0.43236795
282.035,4.0502634,-1.2274735
282.04001,5.7658825,-2.8390636
282.04501,8.216135,-4.1445842
282.04999,11.162455,-4.9455724
282.05499,12.855709,-4.9775376
282.06,12.020895,-4.0462823
282.065,9.1929655,-2.2303224
282.07001,5.6404209,0.19004557
282.07501,2.0062375,2.9627466
282.07999,-1.2291081,5.8650122
282.08499,-3.448046,8.6518679
282.09,-4.2246337,11.042961
282.095,-3.84448,12.826778
282.10001,-2.1353805,13.969654
282.10501,0.57016873,13.954926
282.10999,2.1695437,13.151035
282.11499,2.84147,11.730572
282.12,2.6534941,10.017139
282.125,2.8004026,8.3587065
282.13,5.631341,6.9926744
282.13501,6.0332875,5.0086207
282.14001,3.8259993,2.9723153
282.14499,1.8105189,1.3950685
282.14999,0.81328344,0.034888044
282.155,-2.5091588,-1.6899107
282.16,-1.0463148,-2.8650713
282.16501,1.0387229,-4.400198
282.17001,-1.8279955,-6.5982251
282.17499,-2.8929594,-8.6387911
282.17999,-2.3485231,-10.363302
282.185,-2.1197424,-11.873232
282.19,-2.6523509,-12.966624
282.19501,-3.1199803,-13.227557
282.20001,-3.1514845,-12.516757
282.20499,-7.6494102,-10.360105
282.20999,-12.394896,-7.7671003
282.215,-13.429845,-4.7391257
282.22,-14.777329,-1.3127477
282.22501,-19.611153,2.0753047
282.23001,-24.738419,4.7511625
282.23499,-25.603085,6.5609269
282.23999,-21.874233,7.8676796
282.245,-17.164665,8.6021595
282.25,-12.714244,8.6010046
282.255,-6.2188339,8.0883684
282.26001,1.9564353,7.2238173
282.26501,9.4069223,6.0578837
282.26999,14.157634,4.705194
282.27499,14.091837,3.4375317
282.28,12.57289,1.5769988
282.285,11.956221,-1.0639273
282.29001,7.4069595,-3.4300587
282.29501,0.25217855,-5.6053224
282.29999,-4.3453026,-7.9560461
282.30499,-5.9885659,-10.166443
282.31,-7.2998495,-11.474576
282.315,-7.1840558,-12.10019
282.32001,-5.3483896,-11.910903
282.32501,-3.2550068,-10.741902
282.32999,-1.7321421,-8.6406631
282.33499,-0.75225216,-5.8225307
282.34,-0.7913577,-2.7105358
282.345,2.1571136,0.60771358
282.35001,13.883814,2.9784544
282.35501,21.249014,5.5002618
282.35999,24.50938,7.5877752
282.36499,29.611002,8.7474852
282.37,34.468662,9.1962519
282.375,33.343315,9.154974
282.38,25.753542,8.4638004
282.38501,15.341438,6.7864499
282.39001,4.255991,3.9982626
282.39499,-7.121664,0.15161711
282.39999,-17.052883,-4.4934525
282.405,-21.564699,-9.4687471
282.41,-20.698811,-13.88699
282.41501,-17.276701,-17.499353
282.42001,-12.230668,-19.864483
282.42499,-5.7761173,-20.330656
282.42999,1.1562376,-18.952274
282.435,5.2617745,-15.973146
282.44,4.5817304,-11.240348
282.44501,3.6834211,-5.621407
282.45001,1.7116506,0.78850389
282.45499,-0.025682591,7.7049489
282.45999,-4.2616968,13.671364
282.465,-8.6889181,18.352274
282.47,-9.6478319,22.541403
282.47501,-7.3167334,25.716324
282.48001,-3.0472095,26.805601
282.48499,3.6392877,26.560616
282.48999,9.6825218,24.768789
282.495,11.911841,21.825907
282.5,12.357856,18.191963
282.505,8.5399446,13.969952
282.51001,4.3697109,8.72645
282.51501,1.5395074,2.7021966
282.51999,-0.26082939,-3.5724337
282.52499,-1.703247,-9.6491032
282.53,-3.9866045,-14.984934
282.535,-5.9437246,-19.625807
282.54001,-4.7174878,-22.779421
282.54501,-3.1011469,-24.100748
282.54999,-2.7701192,-23.966341
282.55499,-2.23563,-22.373247
282.56,-1.5636315,-19.244877
282.565,-1.0283036,-14.733197
282.57001,-1.5039358,-9.0421419
282.57501,-1.097517,-2.8693304
282.57999,-2.6754663,3.5444667
282.58499,-4.6324162,9.3859806
282.59,-5.249764,14.134135
282.595,-5.7285123,17.839851
282.60001,-8.547533,20.482653
282.60501,-9.3972836,21.25433
282.60999,-6.2214127,20.016205
282.61499,-3.928669,17.379919
282.62,-4.2805948,13.675318
282.625,-3.7458837,8.9754763
282.63,-1.272577,3.5428083
282.63501,2.7020524,-2.2616305
282.64001,4.4187078,-7.594017
282.64499,3.770772,-12.115498
282.64999,3.3819106,-15.836799
282.655,4.4168224,-18.692802
282.66,4.9583602,-19.955797
282.66501,2.8837838,-19.437963
282.67001,1.0036681,-17.654785
282.67499,0.79219425,-14.901362
282.67999,1.0973982,-11.086427
282.685,0.97552121,-6.22961
282.69,0.69914693,-0.70038819
282.69501,0.63590276,4.7653532
282.70001,0.77684027,9.7033854
282.70499,0.90038967,14.074324
282.70999,0.78733736,17.70171
282.715,3.6558981,20.594311
282.72,4.6274438,21.690193
282.72501,3.5280676,21.1572
282.73001,3.2174258,19.342327
282.73499,3.6301014,15.965097
282.73999,3.5447626,11.08613
282.745,3.1216724,5.2990904
282.75,2.7595942,-0.74939394
282.755,1.5082321,-6.6389589
282.76001,-0.17993616,-12.136778
282.76501,-2.8355217,-17.129866
282.76999,-4.7595835,-20.757425
282.77499,-4.2457252,-22.884632
282.78,-3.5478506,-23.665802
282.785,-3.4717979,-23.091764
282.79001,-3.8315892,-20.962364
282.79501,-3.8822827,-17.295897
282.79999,-3.3454583,-12.448809
282.80499,-2.6455727,-6.9138708
282.81,-2.0281713,-1.0664301
282.815,-2.0266824,5.2692528
282.82001,-1.5099934,10.533499
282.82501,-0.83564681,14.540457
282.82999,0.12773782,17.579823
282.83499,1.1166168,19.565557
282.84,1.5470768,20.02673
282.845,2.227175,19.044857
282.85001,3.5590076,16.97403
282.85501,4.4568853,13.9986
282.85999,6.6854668,10.095867
282.86499,6.0541048,6.2179422
282.87,4.5299931,2.4082391
282.875,3.8296375,-1.2688328
282.88,3.6526937,-4.4664497
282.88501,3.1408055,-6.817019
282.89001,2.3236349,-8.2239065
282.89499,1.8650391,-8.8013506
282.89999,1.251537,-8.5760727
282.905,-0.57006001,-7.6008983
282.91,-0.72760731,-6.3102064
282.91501,-0.33457148,-4.5847445
282.92001,-2.0982809,-2.30966
282.92499,-4.1484385,-0.18408817
282.92999,-4.6491022,1.5470836
282.935,-2.712745,2.604254
282.94,-2.2004883,3.5984464
282.94501,-3.3729916,4.3806543
282.95001,-2.6897895,4.0683026
282.95499,-1.2441593,3.3858731
282.95999,-1.6772834,3.0395179
282.965,-1.3342183,2.448909
282.97,-2.6315827,2.1891055
282.97501,-4.7314277,1.6645833
282.98001,-2.9873879,1.0387878
282.98499,-1.9725519,0.84885633
282.98999,-2.9736059,0.95420325
282.995,-3.7746203,0.81488234
283,-3.2095854,0.26036614
283.005,-2.0860729,-0.45561767
283.01001,-1.350974,-1.1820651
283.01501,-0.41901669,-2.1407161
283.01999,0.73143572,-3.3636582
283.02499,2.1491148,-4.764226
283.03,3.4094155,-6.125433
283.035,4.1568255,-7.3487043
283.04001,4.7417316,-8.3485842
