X a:y(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Y, a:z(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Z,
52.705875,-0.31787571,0.19597788
52.711876,-0.33133936,0.19248174
52.715874,-0.33960557,0.19248813
52.720875,-0.34525883,0.19030552
52.726875,-0.34918153,0.1856012
52.730873,-0.34850645,0.17883234
52.735874,-0.34540352,0.16938443
52.740875,-0.33581379,0.15827614
52.745876,-0.31725475,0.14685869
52.750874,-0.28670141,0.13469847
52.755875,-0.25013447,0.12372667
52.760876,-0.2035106,0.11295601
52.766876,-0.16130613,0.10185414
52.770874,-0.1378185,0.093823746
52.776875,-0.11257166,0.079914838
52.780876,-0.10251206,0.068943411
52.786877,-0.096816413,0.049620416
52.790874,-0.098749712,0.034989923
52.796875,-0.10840458,0.011199432
52.800877,-0.11793103,-0.0052899015
52.806873,-0.13423038,-0.029897355
52.810875,-0.14496191,-0.045706671
52.816875,-0.15871131,-0.067983389
52.820873,-0.1653516,-0.0817606
52.826874,-0.17051843,-0.10088524
52.830875,-0.17139597,-0.112378
52.835876,-0.16681093,-0.1266991
52.841873,-0.14827746,-0.14202259
52.845875,-0.12881829,-0.1514723
52.850876,-0.098408096,-0.16281706
52.855873,-0.048373077,-0.17186892
52.860874,0.020650433,-0.17926665
52.865875,0.12534927,-0.18282768
52.870876,0.25179276,-0.1839298
52.875874,0.38558242,-0.18295032
52.880875,0.53450125,-0.17642182
52.885876,0.65313816,-0.16826986
52.890877,0.73140001,-0.15774561
52.895874,0.75895649,-0.14535731
52.900875,0.73278886,-0.13001075
52.905876,0.67135906,-0.11837201
52.910873,0.58076668,-0.10624216
52.915874,0.47871056,-0.096952185
52.920876,0.37905955,-0.091693744
52.925877,0.27517763,-0.091198474
52.931873,0.21244788,-0.099398099
52.935875,0.18842806,-0.10782918
52.941875,0.17929006,-0.12352717
52.945374,0.18439831,-0.12897846
52.950375,0.2030984,-0.14449386
52.955376,0.22652486,-0.15763272
52.960377,0.24828935,-0.16837156
52.965374,0.26469648,-0.17594661
52.970375,0.27565446,-0.18029886
52.975376,0.28256124,-0.18187128
52.980373,0.28672537,-0.18143027
52.986374,0.28736091,-0.17770945
52.990376,0.28675449,-0.17760623
52.995377,0.2798723,-0.173269
53.000374,0.26895496,-0.16801211
53.005375,0.25501591,-0.16082482
53.010376,0.24055879,-0.15150276
53.015373,0.22739092,-0.13986701
53.020374,0.21696092,-0.12682417
53.025375,0.20841447,-0.11338377
53.030376,0.19936095,-0.10096385
53.035374,0.18689846,-0.091434032
53.040874,0.16443171,-0.084538981
53.045376,0.13841595,-0.083338693
53.050377,0.096909948,-0.087287895
53.055374,0.047531039,-0.095648684
53.060375,-0.0095969122,-0.10894898
53.065376,-0.055805709,-0.12034667
53.070873,-0.1016534,-0.13778384
53.075874,-0.11643562,-0.1526712
53.080875,-0.09839043,-0.16801935
53.085876,-0.050765075,-0.17954473
53.090874,0.021228041,-0.19055098
53.095875,0.1090006,-0.19950765
53.100876,0.17800424,-0.20433438
53.105873,0.23063149,-0.20598221
53.110874,0.24908692,-0.20392752
53.115875,0.22961478,-0.19844143
53.120876,0.17689985,-0.19002825
53.125874,0.096859172,-0.17794126
53.130875,0.020121692,-0.16730756
53.135876,-0.055900697,-0.15464334
53.140877,-0.11591852,-0.14214939
53.145874,-0.15523039,-0.1303478
53.150375,-0.17247753,-0.12103286
53.155376,-0.17675082,-0.11104359
53.160374,-0.16839735,-0.10151179
53.165375,-0.15879971,-0.093982808
53.171375,-0.14863376,-0.087171756
53.175377,-0.14521131,-0.085112117
53.180374,-0.14426006,-0.086561538
53.185375,-0.14687005,-0.092593439
53.190376,-0.14992109,-0.10296219
53.195374,-0.15130764,-0.11662238
53.200375,-0.15009898,-0.13150945
53.205376,-0.1464715,-0.14527884
53.210377,-0.14129916,-0.1564752
53.215374,-0.13586502,-0.16253975
53.220375,-0.13014016,-0.16432782
53.225376,-0.12439942,-0.16033682
53.230373,-0.11762115,-0.15183428
53.235374,-0.10909268,-0.14049895
53.241375,-0.094801776,-0.1210716
53.245377,-0.086802825,-0.11187219
53.250374,-0.081315331,-0.10292982
53.255375,-0.076573335,-0.091408461
53.260376,-0.07673163,-0.080956861
53.265373,-0.080253445,-0.068993382
53.270374,-0.08761663,-0.057119202
53.275375,-0.096807517,-0.043096688
53.280376,-0.10173072,-0.032813411
53.285374,-0.10165146,-0.021763546
53.290375,-0.094150051,-0.013187882
53.295376,-0.078625232,-0.0073099439
53.300377,-0.058437169,-0.0052064755
53.305374,-0.033733454,-0.0081102531
53.311375,-0.011268425,-0.012531649
53.315376,-0.00029694277,-0.015495277
53.321377,0.0088461628,-0.018273383
53.325375,0.010304541,-0.018129187
53.331375,0.0081207892,-0.013966663
53.335377,0.0071975044,-0.0087838983
53.340374,0.0047418266,-4.4565091E-0005
53.345375,0.0021884455,0.011979452
53.350376,4.0515901E-0005,0.024694808
53.355373,-0.0041723531,0.03863091
53.360374,-0.013053899,0.052409194
53.365376,-0.030670218,0.065616824
53.370377,-0.05922034,0.07812795
53.375374,-0.096707702,0.089907132
53.381374,-0.14364086,0.10341294
53.385376,-0.17616752,0.11285048
53.390373,-0.20315062,0.12416238
53.396374,-0.21881811,0.13787001
53.400375,-0.21080419,0.14544348
53.406376,-0.18308838,0.15469284
53.410374,-0.15705048,0.1588911
53.415375,-0.12555063,0.16289191
53.420376,-0.087229677,0.16325481
53.425377,-0.044445783,0.15846626
53.431374,-0.0088207442,0.15281977
53.435375,0.0073719746,0.1487859
53.441376,0.01968422,0.14377534
53.445374,0.02044457,0.14194445
53.451374,0.012274819,0.14244971
53.455376,0.001882355,0.14518614
53.461376,-0.018987659,0.15263505
53.465374,-0.035169769,0.15935624
53.471375,-0.060437273,0.17089881
53.475376,-0.076264329,0.17881769
53.481377,-0.095168568,0.1899043
53.485374,-0.1025971,0.19630876
53.491375,-0.10339312,0.20407102
53.495377,-0.096454367,0.2080304
53.501373,-0.076137416,0.2124242
53.505375,-0.058098905,0.21453321
53.511375,-0.029484376,0.21673846
53.515373,-0.012539889,0.2176224
53.521374,0.0056388052,0.21797901
53.525375,0.011046551,0.21859102
53.530376,0.020004379,0.21705915
53.536373,0.04351094,0.21429564
53.540375,0.07728719,0.21072593
53.545376,0.14230679,0.20671181
53.551376,0.24459805,0.20278288
53.555374,0.32880175,0.20019783
53.560375,0.41983363,0.19908847
53.565376,0.48445737,0.20010775
53.570374,0.51172662,0.20332663
53.575375,0.49620551,0.20848565
53.580376,0.44421494,0.21469791
53.586376,0.35654369,0.22134306
53.590374,0.28145012,0.22513311
53.595375,0.19935484,0.22658759
53.600376,0.12861273,0.2238871
53.605373,0.087124243,0.21720614
53.610374,0.06479869,0.20603022
53.615376,0.062320519,0.19017017
53.620377,0.074549459,0.17384119
53.625374,0.092736565,0.15631615
53.630875,0.1133339,0.1353239
53.635876,0.12329611,0.11904957
53.640877,0.12597641,0.10560195
53.645874,0.12612328,0.095332734
53.650875,0.1292493,0.088579215
53.655876,0.13899283,0.084947512
53.660873,0.15507612,0.083811291
53.665874,0.17350298,0.084138513
53.670876,0.1882804,0.085216887
53.675877,0.19365047,0.086197712
53.680874,0.18625797,0.086391613
53.685875,0.16611385,0.085230738
53.690876,0.13631633,0.082292221
53.695873,0.10181091,0.077303238
53.700874,0.067810915,0.07010562
53.705875,0.038399667,0.060584456
53.710377,0.018249063,0.050235484
53.715374,0.0017287678,0.03610136
53.720375,-0.0092328098,0.019175941
53.725376,-0.01833114,-0.0012973524
53.730873,-0.030109234,-0.027964583
53.735874,-0.045321073,-0.05402723
53.740875,-0.06595321,-0.081591606
53.745876,-0.088463925,-0.11015432
53.750874,-0.10227048,-0.13687114
53.755875,-0.10201167,-0.16481608
53.760876,-0.079927586,-0.18922567
53.765877,-0.03875076,-0.21061392
53.770874,0.014147142,-0.22834238
53.775875,0.067295738,-0.24196187
53.780876,0.10623775,-0.25133607
53.785873,0.12090553,-0.25611076
53.790874,0.10057309,-0.25937408
53.795876,0.051142201,-0.25995001
53.800877,-0.021258535,-0.25964546
53.805874,-0.10528199,-0.25922358
53.810875,-0.1884177,-0.25920618
53.815876,-0.26048696,-0.2595681
53.820873,-0.31494379,-0.26003739
53.825874,-0.34929577,-0.26024929
53.830875,-0.36511233,-0.25933027
53.835876,-0.36328891,-0.25905779
53.840874,-0.3517023,-0.25816381
53.845875,-0.33489719,-0.25817844
53.850876,-0.31696132,-0.26043099
53.855873,-0.29876333,-0.26648754
53.860874,-0.28711286,-0.27772868
53.865875,-0.2774232,-0.29484349
53.871876,-0.27193278,-0.32107306
53.875874,-0.270924,-0.34430465
53.880875,-0.27471149,-0.37298894
53.885876,-0.28269869,-0.40070015
53.890877,-0.2897841,-0.42480892
53.895874,-0.28688011,-0.44350278
53.900875,-0.26615173,-0.4555819
53.905876,-0.22486842,-0.46074143
53.910873,-0.16166003,-0.45822185
53.915874,-0.098433867,-0.45345443
53.920876,-0.032006271,-0.44324481
53.925877,0.024527233,-0.43009096
53.930874,0.067092456,-0.41443494
53.935875,0.095319487,-0.39645115
53.940876,0.11086652,-0.3769317
53.946877,0.11767698,-0.35295531
53.950874,0.1176018,-0.33233139
53.955875,0.11273678,-0.30943385
53.961876,0.10298164,-0.28456709
53.965874,0.093121067,-0.26745346
53.970875,0.081055366,-0.25147575
53.976875,0.065198064,-0.23828295
53.980873,0.059778754,-0.23552777
53.986874,0.056994118,-0.23613283
53.990875,0.058480002,-0.23881032
53.996876,0.062932998,-0.24381651
54.000874,0.065382175,-0.24347329
54.005875,0.067601174,-0.24506097
54.010876,0.067214079,-0.24245429
54.015877,0.062004462,-0.23488379
54.020874,0.05257855,-0.2224977
54.025875,0.037916839,-0.20388733
54.030876,0.02296436,-0.18212257
54.035873,0.0063609923,-0.15336303
54.041874,-0.0041607968,-0.1247977
54.045876,-0.0095797461,-0.10592043
54.050877,-0.014418551,-0.086596675
54.055874,-0.018317627,-0.064575911
54.060875,-0.019998856,-0.041990612
54.066875,-0.018955085,-0.021937698
54.070873,-0.01453223,-0.0073195538
54.075874,-0.0050727609,0.0094140498
54.080875,0.0086838566,0.02469448
54.085876,0.022238638,0.037917241
54.090874,0.033763792,0.048522029
54.096874,0.040842656,0.055290703
54.100876,0.036756467,0.05804722
54.106876,0.01976412,0.059670858
54.110874,0.0025203687,0.059940938
54.115875,-0.019607391,0.063568629
54.120876,-0.046536561,0.065437324
54.125874,-0.076377459,0.069138892
54.131874,-0.10030572,0.08301302
54.135876,-0.11071876,0.095855556
54.141876,-0.11826518,0.11982422
54.145874,-0.11864449,0.13802987
54.151875,-0.11364242,0.16675167
54.155876,-0.10709763,0.18572386
54.161877,-0.092614405,0.21238242
54.165874,-0.079684891,0.22840554
54.171875,-0.055486422,0.24952522
54.175877,-0.036939714,0.26180351
54.181873,-0.0086440472,0.27802917
54.185875,0.0077541382,0.28767374
54.191875,0.023288585,0.30061817
54.195873,0.024991896,0.308164
54.201874,0.012666304,0.31744596
54.205875,-0.0044798073,0.32195356
54.211876,-0.038267534,0.32575974
54.215874,-0.061576739,0.32626444
54.221874,-0.08393351,0.32855299
54.225876,-0.096540943,0.32456869
54.230873,-0.098580085,0.32011232
54.236874,-0.084867448,0.31508645
54.240875,-0.066484593,0.30999315
54.245876,-0.041248005,0.30576345
54.250874,-0.017058883,0.30179083
54.255875,-0.0032520287,0.29985222
54.260876,0.0016218071,0.29768062
54.266876,-0.0046865009,0.29558796
54.270874,-0.013969469,0.29336405
54.275875,-0.027271098,0.2909404
54.280876,-0.04136654,0.28826284
54.285873,-0.051937673,0.28650513
54.290874,-0.060744673,0.28502747
54.295876,-0.067996949,0.28424418
54.300877,-0.076022916,0.28406456
54.305874,-0.086823136,0.28419867
54.310875,-0.10345379,0.28433922
54.315876,-0.12303809,0.28405598
54.320873,-0.14143261,0.28318784
54.325874,-0.15657464,0.28147563
54.330875,-0.16007842,0.27914977
54.335876,-0.14979234,0.27624926
54.340874,-0.12467454,0.27275914
54.345875,-0.087810561,0.26852289
54.350876,-0.049001373,0.26355124
54.355873,-0.0091606546,0.2563858
54.360874,0.015548801,0.24762595
54.365875,0.022445332,0.23661353
54.370876,0.0099469312,0.22358158
54.376877,-0.030706214,0.20254397
54.380875,-0.063067436,0.19034705
54.385876,-0.096768744,0.17733783
54.390877,-0.13078354,0.16189033
54.395874,-0.15857616,0.1455581
54.401875,-0.16296656,0.13195996
54.405876,-0.15635979,0.12392225
54.411877,-0.1369082,0.11357144
54.415874,-0.12153102,0.1076683
54.421875,-0.10122976,0.10021646
54.425877,-0.09228003,0.096262366
54.430874,-0.088920884,0.091520555
54.435875,-0.089206614,0.08939153
54.440876,-0.093642324,0.088566728
54.445873,-0.10052006,0.091007851
54.450874,-0.10456861,0.094425514
54.455875,-0.10480008,0.10118225
54.461876,-0.096190549,0.10568888
54.465874,-0.08861652,0.10749966
54.471874,-0.078820921,0.10745291
54.475876,-0.075986817,0.10528145
54.480873,-0.078836739,0.10050792
54.485874,-0.088692211,0.093806908
54.490875,-0.10945443,0.083935276
54.496876,-0.13887081,0.072485983
54.500874,-0.15384249,0.066357426
54.505875,-0.17473258,0.05699702
54.511875,-0.18914281,0.046297163
54.515877,-0.19240494,0.038334526
54.520874,-0.18738836,0.027928978
54.526875,-0.1716401,0.011567857
54.530876,-0.16279338,-0.00085857557
54.535873,-0.15928188,-0.017006164
54.540874,-0.16239618,-0.036169115
54.545876,-0.174652,-0.057863079
54.550877,-0.19579808,-0.079990938
54.555874,-0.21944098,-0.1016579
54.560875,-0.23862687,-0.12385152
54.565876,-0.22798805,-0.13789164
54.570873,-0.19449122,-0.15043342
54.575874,-0.13334151,-0.15922186
54.580875,-0.049682837,-0.16335705
54.585876,0.034283172,-0.16501404
54.590874,0.11799103,-0.16231501
54.596874,0.19739653,-0.15568899
54.600876,0.24176359,-0.14586972
54.605873,0.27820367,-0.13217247
54.610874,0.30323857,-0.11336888
54.615875,0.32115605,-0.094833091
54.620876,0.33689857,-0.072715566
54.625874,0.34990719,-0.050114091
54.630875,0.35659757,-0.028511262
54.635876,0.35169026,-0.0095948102
54.640877,0.33092502,0.0045643831
54.646873,0.28538835,0.014010832
54.650875,0.23825587,0.015354212
54.655876,0.17389004,0.010947538
54.660873,0.10765132,0.00064427452
54.665874,0.046578515,-0.014791217
54.670876,-0.0037652981,-0.035702731
54.675877,-0.028443782,-0.053442199
54.680874,-0.03526926,-0.073214248
54.685875,-0.02221885,-0.089485459
54.690876,0.0093405163,-0.10549611
54.695873,0.052530546,-0.11569706
54.700874,0.10742142,-0.12131762
54.706875,0.16209866,-0.1187435
54.710876,0.19051035,-0.11311857
54.716873,0.21726008,-0.098906599
54.720875,0.22441015,-0.085955471
54.726875,0.22242858,-0.062274244
54.730873,0.21598366,-0.044399295
54.735874,0.20869038,-0.024824239
54.740875,0.20179182,-0.0020285181
54.745876,0.19877921,0.02176212
54.750874,0.2021081,0.043318454
54.755875,0.21140105,0.061346859
54.760876,0.22881868,0.076735452
54.766876,0.25067252,0.084450729
54.770874,0.25870323,0.087994412
54.775875,0.27591115,0.087334074
54.780876,0.28784844,0.083294384
54.785873,0.29517275,0.076509304
54.790874,0.29928273,0.067814447
54.796875,0.30303067,0.053303912
54.800877,0.30758971,0.047008786
54.806873,0.32438454,0.039436929
54.810875,0.34250093,0.035948787
54.816875,0.37655833,0.033177897
54.820873,0.39952824,0.032839622
54.826874,0.42512864,0.034029953
54.830875,0.43152833,0.035473019
54.836876,0.42131677,0.037616551
54.840874,0.40243599,0.038399309
54.846874,0.36179543,0.037544612
54.850876,0.33078665,0.035091825
54.856876,0.28551912,0.027936038
54.860874,0.25948915,0.020648675
54.866875,0.22982699,0.005913978
54.870876,0.21637622,-0.0062936861
54.876877,0.20304419,-0.027693393
54.880875,0.19621319,-0.043626845
54.886875,0.18475337,-0.069198348
54.890877,0.17465989,-0.086798713
54.896873,0.15538311,-0.11297149
54.900875,0.14086741,-0.12963602
54.905876,0.12553379,-0.14646085
54.910873,0.11060115,-0.16444515
54.915874,0.10042836,-0.17918578
54.920876,0.094086789,-0.19129524
54.925877,0.092594147,-0.19985169
54.931873,0.091227308,-0.20685911
54.935875,0.086482689,-0.20841469
54.940876,0.071204074,-0.20965882
54.946877,0.04170464,-0.21014717
54.950874,0.015138596,-0.20816287
54.955875,-0.016165465,-0.20637845
54.961876,-0.050130107,-0.20150806
54.965874,-0.061951749,-0.19994025
54.971874,-0.070347257,-0.19750404
54.975876,-0.071984075,-0.19587931
54.981876,-0.073321767,-0.19354732
54.985874,-0.075712837,-0.19213237
54.991875,-0.083019093,-0.19027713
54.995876,-0.089682646,-0.19032247
55.000874,-0.096875608,-0.18888687
55.005875,-0.10106996,-0.18713094
55.010876,-0.099089801,-0.18608141
55.015877,-0.087513745,-0.18465024
55.020874,-0.065944389,-0.1832317
55.025875,-0.036871035,-0.18189374
55.030876,-0.0072931144,-0.18088232
55.035873,0.023099229,-0.17980985
55.040874,0.041853093,-0.17904794
55.045876,0.04575466,-0.17833844
55.050877,0.034372386,-0.1772581
55.055874,0.006345876,-0.17567421
55.060875,-0.034105554,-0.17319345
55.065876,-0.080188096,-0.16958711
55.071877,-0.14061308,-0.16221891
55.075874,-0.16596176,-0.15672602
55.081875,-0.18645434,-0.1460837
55.085876,-0.1860493,-0.13731438
55.091873,-0.16708225,-0.12109835
55.095875,-0.14607458,-0.10795802
55.101875,-0.11121117,-0.084432974
55.105873,-0.091333658,-0.066213064
55.111874,-0.0734559,-0.035559334
55.115875,-0.070845224,-0.01349496
55.121876,-0.079427533,0.020548979
55.125874,-0.090670101,0.042841163
55.130875,-0.10451144,0.066229045
55.135876,-0.11853409,0.089710027
55.140877,-0.13294351,0.11046733
55.145874,-0.14939591,0.12694874
55.150875,-0.16747727,0.13845804
55.155876,-0.19035645,0.14610259
55.161877,-0.22759725,0.14850059
55.165874,-0.25390127,0.1498757
55.171875,-0.29697755,0.15046646
55.175877,-0.31834218,0.15454675
55.180874,-0.35334086,0.15162507
55.185875,-0.37817335,0.14882886
55.190876,-0.38970312,0.14600709
55.195873,-0.38733953,0.13957226
55.200874,-0.37146923,0.13301507
55.205875,-0.34817681,0.12538852
55.210876,-0.32671112,0.11762473
55.216873,-0.31689048,0.10979303
55.220875,-0.32286546,0.10384967
55.225876,-0.35162273,0.099946134
55.231876,-0.40703809,0.098838523
55.235874,-0.45588189,0.10006657
55.240875,-0.5099749,0.10420214
55.245876,-0.5495711,0.11075026
55.250874,-0.55791342,0.11778437
55.255875,-0.5379054,0.12544976
55.260876,-0.4911887,0.13260981
55.265877,-0.42576957,0.13893446
55.270874,-0.35132805,0.14445692
55.275875,-0.28043452,0.149498
55.281876,-0.21419381,0.15584721
55.285873,-0.17752169,0.1610644
55.290874,-0.15135747,0.16862978
55.295876,-0.1394342,0.17734212
55.300877,-0.13658531,0.18664572
55.305874,-0.13803814,0.19484444
55.310875,-0.14487319,0.20179462
55.315876,-0.15456958,0.20485838
55.320873,-0.17039199,0.20344761
55.325874,-0.19462147,0.19724402
55.330875,-0.22732948,0.18684523
55.335876,-0.26724708,0.17303565
55.340874,-0.30934811,0.15777095
55.345875,-0.3468982,0.14258373
55.351875,-0.37440693,0.12739861
55.355873,-0.38009718,0.1171326
55.360874,-0.36674479,0.10774644
55.365875,-0.33175641,0.0999979
55.370876,-0.28355625,0.094247498
55.375874,-0.22695768,0.089283459
55.380875,-0.17233023,0.085570998
55.385876,-0.12736413,0.083775245
55.390877,-0.096627183,0.084934413
55.395874,-0.080962352,0.089935504
55.401875,-0.076149426,0.10070537
55.405876,-0.077985622,0.1131992
55.410873,-0.078468919,0.13009048
55.416874,-0.070543408,0.14987139
55.420876,-0.058430057,0.16457233
55.425877,-0.033682548,0.17708771
55.430874,0.0034146397,0.18401833
55.435875,0.048025768,0.18295746
55.440876,0.10085629,0.17527549
55.445873,0.15893415,0.16046315
55.450874,0.20923139,0.1435466
55.455875,0.25525948,0.12306814
55.460876,0.2936269,0.10019987
55.465874,0.31819019,0.081172623
55.470875,0.33658192,0.06202459
55.475876,0.35113561,0.043725587
55.480873,0.36515439,0.029416414
55.485874,0.38274908,0.016486589
55.490875,0.40452597,0.0062377574
55.495876,0.42863402,-0.00092914153
55.500874,0.45067906,-0.0044988673
55.505875,0.46522924,-0.0043461476
55.510876,0.46769705,0.00041571163
55.515877,0.46156129,0.0053699045
55.520874,0.45142418,0.012330216
55.525875,0.44430271,0.018213699
55.530876,0.44422188,0.021231651
55.535873,0.45203543,0.020956775
55.541874,0.46811762,0.010255998
55.545876,0.47762606,-0.00037981212
55.551876,0.48491901,-0.020729451
55.555874,0.48357534,-0.036229536
55.561874,0.47228354,-0.060495127
55.565876,0.45988816,-0.076380916
55.571877,0.43756431,-0.098524645
55.575874,0.42245743,-0.11171619
55.581875,0.40263361,-0.12880377
55.585876,0.39238629,-0.13835594
55.591873,0.3817648,-0.14996319
55.595875,0.37725854,-0.15590437
55.600876,0.37436697,-0.16196533
55.605873,0.37060311,-0.16595727
55.610874,0.36555037,-0.16719726
55.616875,0.35670215,-0.16358674
55.620876,0.35054824,-0.16137291
55.626877,0.34064433,-0.15739632
55.630875,0.33299184,-0.15492375
55.636875,0.31736535,-0.15270516
55.640877,0.30227685,-0.15284535
55.645874,0.27995455,-0.15622933
55.650875,0.24757844,-0.16043431
55.655876,0.20837656,-0.16734564
55.660873,0.1643002,-0.17616192
55.665874,0.11913437,-0.18578166
55.670876,0.077978455,-0.19499347
55.675877,0.046745867,-0.20243669
55.681873,0.023742491,-0.20815025
55.685875,0.025282297,-0.20885427
55.690876,0.036415108,-0.20899731
55.695873,0.057335932,-0.20609273
55.700874,0.088850208,-0.19925092
55.705875,0.1095295,-0.19542541
55.710876,0.12998034,-0.18826711
55.715874,0.14360043,-0.1777032
55.721874,0.13656764,-0.16620547
55.725876,0.12191827,-0.15739578
55.731876,0.088318229,-0.14248751
55.735874,0.061219007,-0.13175252
55.741875,0.019824822,-0.11549941
55.745876,-0.0045126122,-0.1053597
55.751877,-0.030565012,-0.09262117
55.755875,-0.038731758,-0.086455934
55.760876,-0.036952574,-0.082100607
55.765877,-0.026689535,-0.07976763
55.770874,-0.010748968,-0.080191515
55.775875,0.0086439354,-0.084235877
55.780876,0.023172583,-0.089000531
55.785873,0.032924976,-0.096005768
55.791874,0.031270415,-0.10001145
55.795876,0.024202136,-0.10163411
55.800877,0.01032567,-0.10186687
55.805874,-0.010002222,-0.10215423
55.810875,-0.03997137,-0.10207151
55.815876,-0.083299428,-0.10197975
55.820873,-0.13628629,-0.10225542
55.825874,-0.1998852,-0.10316724
55.831875,-0.28838068,-0.10516369
55.835876,-0.33836672,-0.10600194
55.841873,-0.40207332,-0.10614293
55.845875,-0.43589598,-0.10503116
55.851875,-0.47341964,-0.100911
55.855873,-0.49016136,-0.096338138
55.861874,-0.50395751,-0.086818308
55.865875,-0.50600576,-0.078993723
55.871876,-0.49864173,-0.065876201
55.875874,-0.48703635,-0.056799196
55.881874,-0.46112993,-0.043655153
55.885876,-0.44453651,-0.037321556
55.890877,-0.41856492,-0.027841216
55.895874,-0.39406618,-0.019379724
55.900875,-0.38148391,-0.012883368
55.905876,-0.37731218,-0.0071018832
55.910873,-0.38386685,-0.0020723927
55.915874,-0.39911443,0.0023604466
55.920876,-0.41814753,0.0061822245
55.925877,-0.43850163,0.0084211929
55.930874,-0.45412552,0.0088736089
55.935875,-0.46475059,0.0065526688
55.940876,-0.47121605,0.0010852736
55.945873,-0.47281379,-0.008870827
55.950874,-0.47272271,-0.0188799
55.955875,-0.46866795,-0.031431463
55.960876,-0.46130031,-0.04359021
55.965874,-0.45005658,-0.053644482
55.970875,-0.43494013,-0.0594141
55.975876,-0.41305038,-0.061488252
55.980873,-0.3877185,-0.058004212
55.985874,-0.36005881,-0.049864393
55.990875,-0.33324441,-0.038310289
55.995876,-0.3086409,-0.022966437
56.000874,-0.29215071,-0.0097473832
56.005875,-0.28055477,0.0046931161
56.010876,-0.27529076,0.017893305
56.015877,-0.27557302,0.029187784
56.020874,-0.27987236,0.03749799
56.025875,-0.28665593,0.043514635
56.030876,-0.29328239,0.045425363
56.035873,-0.2979787,0.043027375
56.040874,-0.29933676,0.036145981
56.045876,-0.29640725,0.023225268
56.050877,-0.28966612,0.0095844604
56.055874,-0.27887404,-0.0080020884
56.060375,-0.26688474,-0.023132978
56.065376,-0.2491678,-0.041188549
56.070374,-0.22599782,-0.054222301
56.075375,-0.19356917,-0.062213976
56.080376,-0.15027577,-0.06436561
56.085377,-0.096793741,-0.060983006
56.090374,-0.026772389,-0.050155293
56.096375,0.043919049,-0.038711611
56.100376,0.085899226,-0.031462722
56.106377,0.13352956,-0.023190552
56.110374,0.15327436,-0.019865042
56.116375,0.16489972,-0.018183941
56.120377,0.16235669,-0.018913027
56.126373,0.1482421,-0.021962164
56.130375,0.13555749,-0.024904639
56.136375,0.11744991,-0.030401776
56.140373,0.1086279,-0.034879103
56.146374,0.10292986,-0.043209367
56.150375,0.10479663,-0.050017789
56.155376,0.11341117,-0.057937041
56.160374,0.12772256,-0.068786569
56.165375,0.14583805,-0.079233594
56.170376,0.1688261,-0.090261392
56.175377,0.19245827,-0.098018996
56.180374,0.2147,-0.1018583
56.185375,0.23701464,-0.10095602
56.191376,0.26213226,-0.094530433
56.195374,0.28265262,-0.085482366
56.200375,0.31179789,-0.073049434
56.206375,0.35008103,-0.058514595
56.210377,0.37906313,-0.047440201
56.215374,0.40796602,-0.037536107
56.221375,0.42679909,-0.03039049
56.225376,0.42849606,-0.027763218
56.230373,0.41541925,-0.027480997
56.235374,0.38837174,-0.029206578
56.240376,0.35771844,-0.030729141
56.245377,0.3261978,-0.031667195
56.251373,0.2927528,-0.030332925
56.255375,0.28510764,-0.026700597
56.261375,0.28870484,-0.018202659
56.265373,0.29931635,-0.010683809
56.271374,0.32234433,0.00283884
56.275375,0.33890578,0.013035179
56.281376,0.36020756,0.029680528
56.285374,0.36996287,0.041544277
56.291374,0.37652332,0.060418103
56.295376,0.37570319,0.073709935
56.301376,0.36763421,0.094598942
56.305374,0.35795987,0.10895289
56.311375,0.33627757,0.13043478
56.315376,0.31609046,0.14412175
56.321377,0.27590823,0.16242997
56.325375,0.24276885,0.1723762
56.330376,0.20290296,0.18170235
56.335377,0.15091082,0.18780585
56.340374,0.096997075,0.18944049
56.345375,0.047759447,0.18719162
56.351376,-0.0058167349,0.17640062
56.355373,-0.021291852,0.17168202
56.360374,-0.024784207,0.16936126
56.365376,-0.018142503,0.16450004
56.370377,0.0044403411,0.16020507
56.375374,0.028414017,0.16471742
56.380375,0.055384383,0.17056412
56.385376,0.080896728,0.17985964
56.391376,0.10573258,0.19652712
56.395374,0.11259159,0.20797475
56.401375,0.11413598,0.22567637
56.405376,0.11137992,0.23522487
56.410374,0.10479072,0.24977261
56.416374,0.091800846,0.26789784
56.420376,0.084423341,0.27672207
56.426376,0.072485648,0.28787252
56.430374,0.064529032,0.29311356
56.435375,0.055892896,0.29704458
56.440376,0.047686759,0.29776993
56.445374,0.039696231,0.29350781
56.450375,0.031487245,0.28445825
56.455376,0.023656849,0.270863
56.460377,0.01707851,0.24783826
56.466373,0.017828418,0.22582318
56.470375,0.022595875,0.21094176
56.476376,0.03392728,0.19101788
56.480373,0.041872162,0.18015096
56.486374,0.049884278,0.16823697
56.490376,0.050556466,0.1631255
56.496376,0.043082055,0.15872587
56.500374,0.032962356,0.15708485
56.506374,0.012909968,0.15492851
56.510376,-0.0014539452,0.15292327
56.516376,-0.020777442,0.14838663
56.520374,-0.030632881,0.14438924
56.526375,-0.039927661,0.13765453
56.530376,-0.042993058,0.13329756
