X a:y(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Y, a:z(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Z,
17.385626,-5.2982543E-0008,3.1235847E-0006
17.390625,-1.7152155E-0008,3.0803521E-0006
17.395624,1.8167944E-0008,3.4711345E-0006
17.400625,5.8507574E-0008,1.1201685E-0006
17.405624,9.2356807E-0008,-2.0111736E-0006
17.411625,1.2246298E-0007,-6.8001232E-0006
17.415625,1.2646247E-0007,-5.2309379E-0006
17.420626,1.2852205E-0007,-6.1393462E-0006
17.425625,1.2259841E-0007,-6.544572E-0006
17.430626,1.1205767E-0007,-6.3307502E-0006
17.435625,9.9590132E-0008,-5.6210442E-0006
17.440624,8.7998828E-0008,-4.0225209E-0006
17.445625,7.9807812E-0008,-2.7881256E-0006
17.450624,7.6483708E-0008,-1.5016553E-0006
17.455626,7.8610299E-0008,1.2980528E-0008
17.460625,8.4523975E-0008,1.7954802E-0006
17.465626,9.3662749E-0008,2.9100004E-0006
17.470625,1.0539262E-0007,3.2217035E-0006
17.475624,1.1710512E-0007,4.2619818E-0006
17.480625,1.2836865E-0007,4.9773689E-0006
17.485624,1.3674179E-0007,5.4262623E-0006
17.490625,1.4190357E-0007,6.9533198E-0006
17.495625,1.4484242E-0007,7.6519455E-0006
17.500626,1.4651228E-0007,7.9703259E-0006
17.505625,1.4648079E-0007,7.6651058E-0006
17.510626,1.4772513E-0007,7.8790026E-0006
17.515625,1.4876848E-0007,6.9705529E-0006
17.521626,1.5280656E-0007,4.1115168E-0006
17.525625,1.5696656E-0007,5.1920356E-0006
17.530624,1.6283374E-0007,3.0754957E-0006
17.536625,1.7009029E-0007,-8.1093731E-0007
17.540625,1.7411777E-0007,-4.2596625E-0007
17.545626,1.7956955E-0007,-1.2943498E-0006
17.550625,1.8490154E-0007,-2.3515911E-0006
17.555626,1.8911145E-0007,-3.5987664E-0006
17.560625,1.9148519E-0007,-4.3046521E-0006
17.565624,1.9161473E-0007,-3.8198446E-0006
17.570625,1.8874333E-0007,-2.2285958E-0006
17.575624,1.8558967E-0007,-4.7243526E-0007
17.580626,1.8406672E-0007,7.2926792E-0007
17.585625,1.8500208E-0007,1.9796782E-0006
17.590626,1.8772407E-0007,3.5268422E-0006
17.596624,1.9316579E-0007,5.0767662E-0006
17.600624,1.976005E-0007,6.5639342E-0006
17.605625,2.0509867E-0007,6.8712484E-0006
17.610624,2.1394435E-0007,5.1029451E-0006
17.616625,2.2499133E-0007,9.8948703E-0007
17.620625,2.2905971E-0007,1.0990276E-0006
17.625626,2.3428343E-0007,1.5821877E-0006
17.630625,2.3749358E-0007,2.2283104E-0006
17.635626,2.3709218E-0007,4.0588893E-0006
17.640625,2.3375246E-0007,5.8913893E-0006
17.646626,2.2644021E-0007,7.6029301E-0006
17.650625,2.2378309E-0007,8.9824562E-0006
17.655624,2.2053487E-0007,9.019549E-0006
17.660625,2.1932975E-0007,7.8530238E-0006
17.665625,2.1971417E-0007,6.2365157E-0006
17.670626,2.2213901E-0007,4.8092074E-0006
17.675625,2.2612453E-0007,3.8399198E-0006
17.680626,2.3141799E-0007,2.6970092E-0006
17.685625,2.3571026E-0007,2.8896711E-0006
17.690624,2.3903777E-0007,2.605469E-0006
17.695625,2.4193116E-0007,2.2732702E-0006
17.700624,2.4427825E-0007,2.254176E-0006
17.705626,2.4654628E-0007,1.7258277E-0006
17.710625,2.4925691E-0007,9.0512447E-0007
17.715626,2.516359E-0007,9.9426813E-0007
17.720625,2.5239899E-0007,4.9300803E-0007
17.725624,2.5077071E-0007,2.7259904E-0007
17.730625,2.4767309E-0007,4.9785723E-0007
17.735624,2.4463199E-0007,5.5174303E-0007
17.740625,2.4309912E-0007,1.0323149E-0007
17.745625,2.4213486E-0007,4.5011984E-0007
17.750626,2.4120732E-0007,2.7769832E-0007
17.755625,2.3951449E-0007,-3.0296331E-0007
17.760626,2.3823874E-0007,-4.7932389E-0007
17.765625,2.3795812E-0007,-1.5049429E-0006
17.770624,2.3996216E-0007,-2.9375758E-0006
17.775625,2.436509E-0007,-4.0211094E-0006
17.780624,2.4830399E-0007,-4.4685235E-0006
17.785625,2.5211367E-0007,-3.9972019E-0006
17.790625,2.5545592E-0007,-3.0643296E-0006
17.795626,2.579101E-0007,-2.2477484E-0006
17.800625,2.5930632E-0007,-2.1976975E-0006
17.805626,2.5927906E-0007,-9.1050646E-0007
17.810625,2.5821817E-0007,-1.4001538E-0006
17.815624,2.5634802E-0007,-2.2845766E-0006
17.820625,2.5728176E-0007,-2.9934515E-0006
17.825624,2.5866922E-0007,-3.6660269E-0006
17.830626,2.5787216E-0007,-2.5029176E-0006
17.835625,2.5296188E-0007,-8.45481E-0007
17.840626,2.4302733E-0007,1.4251641E-0006
17.845625,2.3516691E-0007,3.0140341E-0006
17.850624,2.2517452E-0007,4.0467339E-0006
17.855625,2.139283E-0007,4.2664201E-0006
17.860624,2.0916944E-0007,4.6029404E-0006
17.865625,2.0617233E-0007,4.1784674E-0006
17.870625,2.079337E-0007,2.8135705E-0006
17.875626,2.1347159E-0007,2.7421629E-0006
17.880625,2.227418E-0007,1.2870332E-0006
17.885626,2.3671417E-0007,-1.1729477E-0006
17.890625,2.4499693E-0007,-1.5115468E-0006
17.895624,2.5100834E-0007,-2.546923E-0006
17.900625,2.5272186E-0007,-3.8940511E-0006
17.905624,2.5064605E-0007,-4.118554E-0006
17.910625,2.4717761E-0007,-4.0684486E-0006
17.916624,2.4120524E-0007,-3.2414084E-0006
17.920626,2.3891261E-0007,-2.8089444E-0006
17.925625,2.3517143E-0007,-3.8336757E-0006
17.931625,2.3032267E-0007,-7.6335473E-0006
17.935625,2.2769058E-0007,-6.1558781E-0006
17.940624,2.2454873E-0007,-7.5716603E-0006
17.945625,2.2284237E-0007,-1.0012363E-0005
17.950624,2.2250589E-0007,-1.1992461E-0005
17.955626,2.2259275E-0007,-1.2532125E-0005
17.960625,2.2226847E-0007,-1.1438638E-0005
17.965626,2.2137638E-0007,-1.0370967E-0005
17.970625,2.1964058E-0007,-8.7753651E-0006
17.975624,2.1693488E-0007,-6.6718671E-0006
17.980625,2.1451417E-0007,-5.039572E-0006
17.985624,2.114304E-0007,-3.7683869E-0006
17.990625,2.0844666E-0007,-2.6357152E-0006
17.995625,2.0593242E-0007,-1.2579956E-0006
18.000626,2.0330299E-0007,1.6845006E-0006
18.005625,2.0122833E-0007,4.1054391E-0006
18.010626,1.9998669E-0007,5.8268974E-0006
18.015625,1.973638E-0007,7.6058718E-0006
18.020624,1.9324129E-0007,8.7921708E-0006
18.025625,1.8809283E-0007,9.4917223E-0006
18.030624,1.846326E-0007,9.4038523E-0006
18.035625,1.8313069E-0007,7.5986381E-0006
18.040625,1.8303042E-0007,5.4626898E-0006
18.045626,1.8352432E-0007,3.5371115E-0006
18.050625,1.8477827E-0007,3.651698E-0008
18.055626,1.8477873E-0007,-9.4389731E-0007
18.060625,1.8308234E-0007,-1.7245766E-0006
18.065624,1.7979539E-0007,-2.1033948E-0006
18.070625,1.7740611E-0007,-1.688697E-0006
18.075624,1.7590587E-0007,-1.5331738E-0006
18.080626,1.7626357E-0007,-1.6675727E-0006
18.085625,1.7713101E-0007,-1.3106755E-0006
18.090626,1.7706198E-0007,-1.7885606E-0006
18.095625,1.749536E-0007,-2.6417042E-0006
18.100624,1.7113763E-0007,-2.861497E-0006
18.106625,1.6468655E-0007,-3.147793E-0006
18.110624,1.6161323E-0007,-3.359633E-0006
18.115625,1.5574787E-0007,-4.0292357E-0006
18.120625,1.4917443E-0007,-5.3394783E-0006
18.125626,1.4550255E-0007,-5.2463874E-0006
18.130625,1.4143653E-0007,-5.2402593E-0006
18.135626,1.3840784E-0007,-5.0942908E-0006
18.140625,1.370983E-0007,-3.8984622E-0006
18.145624,1.3733397E-0007,-2.4459584E-0006
18.150625,1.39207E-0007,-1.0740318E-0006
18.155624,1.4112833E-0007,9.4689756E-0007
18.161625,1.4290352E-0007,3.1813288E-0006
18.165625,1.4179277E-0007,4.1614198E-0006
18.170626,1.3963187E-0007,6.3061757E-0006
18.176624,1.3580342E-0007,8.5905021E-0006
18.180626,1.3358117E-0007,9.8728979E-0006
18.185625,1.3013516E-0007,9.6247377E-0006
18.190624,1.2658512E-0007,7.898213E-0006
18.195625,1.2259117E-0007,7.0264891E-0006
18.200624,1.1764895E-0007,4.7860276E-0006
18.205626,1.1186472E-0007,2.1400199E-0006
18.210625,1.063031E-0007,4.5061887E-0007
18.215626,1.0189925E-0007,-2.0554036E-0007
18.221624,9.8260678E-0008,-9.2250673E-0007
18.225624,9.727065E-0008,-1.277061E-0006
18.230625,9.5176432E-0008,-1.242111E-0006
18.235624,9.2284871E-0008,-1.2190538E-0006
18.240625,8.860286E-0008,-1.2815763E-0006
18.245625,8.4631779E-0008,-1.9353263E-0006
18.250626,8.0982979E-0008,-2.6605965E-0006
18.255625,7.8320895E-0008,-1.8629656E-0006
18.260626,7.7060825E-0008,-1.8479785E-0006
18.265625,7.6729393E-0008,-2.4093074E-0006
18.270624,7.6585238E-0008,-1.7659851E-0006
18.275625,7.6290625E-0008,-4.6188001E-0007
18.280624,7.5471206E-0008,5.9599927E-0007
18.285625,7.3578022E-0008,1.4906069E-0006
18.290625,7.0296196E-0008,1.9466033E-0006
18.295626,6.5580437E-0008,2.5035538E-0006
18.300625,6.0253257E-0008,2.0684622E-0006
18.305626,5.4015896E-0008,9.0133636E-0007
18.310625,4.9554515E-0008,1.0887775E-0006
18.315624,4.4444267E-0008,8.3013924E-0007
18.320625,3.9559616E-0008,-4.4404771E-0007
18.325624,3.5325826E-0008,-1.2715904E-0007
18.330626,3.2038276E-0008,3.5865315E-0007
18.335625,2.9906165E-0008,7.4427254E-0007
18.340626,2.8703052E-0008,1.8907053E-0006
18.345625,2.8365621E-0008,3.3246777E-0006
18.350624,2.7761454E-0008,3.5010717E-0006
18.355625,2.7073066E-0008,2.6784587E-0006
18.360624,2.5958494E-0008,6.203158E-0007
18.365625,2.4195014E-0008,2.6088549E-0007
18.370625,2.1849123E-0008,4.6277222E-0007
18.375626,1.9091809E-0008,8.9322936E-0007
18.380625,1.609448E-0008,7.361802E-0007
18.385626,1.2224576E-0008,3.3148304E-0008
18.390625,8.6420844E-0009,1.1712601E-0007
18.395624,4.5528941E-0009,-3.9710119E-0007
18.400625,5.0884702E-0010,-1.7245858E-0006
18.405624,-3.3266494E-0009,-1.0681108E-0006
18.411625,-8.4734486E-0009,6.9748432E-0007
18.415625,-1.1359794E-0008,9.3945869E-0007
18.420626,-1.5298784E-0008,1.388594E-0006
18.425625,-1.9306425E-0008,1.2639081E-0006
18.430626,-2.2547987E-0008,1.002212E-0006
18.435625,-2.5565548E-0008,-4.8500294E-0007
18.440624,-2.8532074E-0008,-1.7224094E-0006
18.445625,-3.1392648E-0008,-2.5865768E-0006
18.450624,-3.4274287E-0008,-4.3481782E-0006
18.455626,-3.7059486E-0008,-4.5809275E-0006
18.460625,-3.9777753E-0008,-4.087347E-0006
18.465626,-4.2476771E-0008,-3.7839338E-0006
18.470625,-4.474914E-0008,-2.4442056E-0006
18.476625,-4.6784855E-0008,-1.4650816E-0007
18.480625,-4.8031783E-0008,6.4976109E-0007
18.485624,-4.9583857E-0008,1.8764267E-0006
18.490625,-5.1403994E-0008,1.8710155E-0006
18.495625,-5.3441259E-0008,2.421813E-0006
18.500626,-5.5973231E-0008,3.1725265E-0006
18.505625,-5.9281916E-0008,4.0785535E-0006
18.510626,-6.2874321E-0008,4.8357542E-0006
18.515625,-6.7643157E-0008,5.0124754E-0006
18.520624,-7.2111604E-0008,5.4145989E-0006
18.525625,-7.7419692E-0008,5.4499042E-0006
18.530624,-8.2873115E-0008,4.2827E-0006
18.535625,-8.8186042E-0008,3.7459236E-0006
18.541624,-9.3624628E-0008,2.7486253E-0006
18.545626,-9.5427382E-0008,2.6282021E-0006
18.550625,-9.6657296E-0008,2.2941313E-0006
18.555626,-9.6230814E-0008,1.8740678E-0006
18.560625,-9.4857555E-0008,1.7024641E-0006
18.565624,-9.3505697E-0008,7.0321784E-0007
18.570625,-9.3508682E-0008,-9.9374734E-0007
18.575624,-9.3849131E-0008,-2.012704E-0006
18.580626,-9.3731046E-0008,-2.978428E-0006
18.585625,-9.4154885E-0008,-2.9307289E-0006
18.590626,-9.5529344E-0008,-3.2667606E-0006
18.595625,-9.9654557E-0008,-4.410063E-0006
18.600624,-1.0635453E-0007,-3.6697195E-0006
18.606625,-1.1866153E-0007,-1.7657136E-0006
18.610624,-1.2570608E-0007,-1.3399504E-0006
18.615625,-1.3548529E-0007,-4.6869539E-0007
18.620625,-1.4348424E-0007,-2.3224786E-0008
18.625626,-1.4823739E-0007,5.1567827E-0007
18.630625,-1.5036264E-0007,7.8403735E-0007
18.635626,-1.504832E-0007,7.6947202E-0007
18.640625,-1.4871809E-0007,1.4651027E-0006
18.645624,-1.4379742E-0007,2.1482806E-0006
18.650625,-1.4015217E-0007,2.5925772E-0006
18.655624,-1.3499172E-0007,1.8511137E-0006
18.660625,-1.319475E-0007,2.0875089E-0007
18.665625,-1.3220006E-0007,-1.6075169E-0006
18.670626,-1.3531623E-0007,-2.1898302E-0006
18.675625,-1.3904558E-0007,-3.6424083E-0006
18.681625,-1.4428983E-0007,-5.9184958E-0006
18.685625,-1.4710301E-0007,-5.9867116E-0006
18.690624,-1.5157562E-0007,-6.2634426E-0006
18.696625,-1.5775338E-0007,-6.8406398E-0006
18.700624,-1.6086702E-0007,-5.5796854E-0006
18.705626,-1.6693373E-0007,-5.8346386E-0006
18.710625,-1.7328487E-0007,-6.9177049E-0006
18.715626,-1.7856775E-0007,-7.7029426E-0006
18.720625,-1.8151576E-0007,-6.8242925E-0006
18.725624,-1.8208232E-0007,-6.5330337E-0006
18.730625,-1.8013483E-0007,-6.0243756E-0006
18.735624,-1.7890991E-0007,-4.9561381E-0006
18.740625,-1.7675502E-0007,-2.903327E-0006
18.745625,-1.7435724E-0007,-1.3512757E-0006
18.750626,-1.7209976E-0007,4.1828125E-0007
18.756624,-1.6930169E-0007,2.0609789E-0006
18.760626,-1.6918402E-0007,2.9631417E-0006
18.765625,-1.6879335E-0007,3.7242878E-0006
18.770624,-1.7003703E-0007,3.7872553E-0006
18.775625,-1.7311058E-0007,3.1449229E-0006
18.780624,-1.7646819E-0007,2.2176157E-0006
18.785625,-1.7844249E-0007,5.129607E-0007
18.790625,-1.7898815E-0007,-1.4208724E-0006
18.796625,-1.7931443E-0007,-4.0233444E-0006
18.800625,-1.8021414E-0007,-2.2497095E-0006
18.805626,-1.8019507E-0007,-1.4187707E-0006
18.810625,-1.7900101E-0007,-6.8222283E-0007
18.815624,-1.7794555E-0007,3.632581E-0007
18.820625,-1.7739389E-0007,1.1385306E-0006
18.825624,-1.769134E-0007,1.6489364E-0006
18.830626,-1.7642652E-0007,1.8699785E-0006
18.835625,-1.7575518E-0007,1.5404746E-0006
18.840626,-1.7790832E-0007,2.1681831E-0006
18.845625,-1.8266255E-0007,1.3464909E-0006
18.850624,-1.8936021E-0007,-6.1639435E-0007
18.855625,-1.9757312E-0007,-3.567435E-0006
18.860624,-2.0182439E-0007,-3.9243314E-0006
18.865625,-2.0471894E-0007,-5.2189753E-0006
18.870625,-2.0490147E-0007,-6.4364494E-0006
18.875626,-2.0308103E-0007,-6.6676407E-0006
18.880625,-1.9840685E-0007,-5.7889388E-0006
18.885626,-1.9028867E-0007,-3.8670532E-0006
18.890625,-1.8605144E-0007,-2.3975126E-0006
18.895624,-1.8176374E-0007,-2.381335E-0006
18.900625,-1.7837307E-0007,-3.3538533E-0006
18.905624,-1.7576497E-0007,-4.2467254E-0006
18.910625,-1.7345961E-0007,-4.0903501E-0006
18.915625,-1.7135096E-0007,-3.3478423E-0006
18.920626,-1.7045332E-0007,-2.0209241E-0006
18.925625,-1.7014565E-0007,-6.3214986E-0007
18.930626,-1.7102502E-0007,4.532663E-0007
18.935625,-1.7356811E-0007,1.3605612E-0006
18.940624,-1.7592593E-0007,1.9415904E-0006
18.945625,-1.7711956E-0007,2.6152873E-0006
18.951626,-1.7672717E-0007,3.5761834E-0006
18.955626,-1.7652431E-0007,4.3431864E-0006
18.960625,-1.7651058E-0007,5.7547827E-0006
18.966625,-1.7785889E-0007,6.9580351E-0006
18.970625,-1.7852264E-0007,7.6750275E-0006
18.975624,-1.7926072E-0007,7.4783838E-0006
18.980625,-1.7928551E-0007,5.7664488E-0006
18.985624,-1.7826798E-0007,3.4366415E-0006
18.990625,-1.759402E-0007,1.4300082E-0006
18.995625,-1.7250323E-0007,3.4136127E-0007
19.001625,-1.6700264E-0007,-7.4267314E-0007
19.005625,-1.6515001E-0007,-8.3048212E-0007
19.010626,-1.6123703E-0007,-9.7791997E-0007
19.015625,-1.58066E-0007,-7.7409987E-0007
19.020624,-1.5640266E-0007,4.2914382E-0007
19.025625,-1.5527925E-0007,1.2962688E-0006
19.030624,-1.5471711E-0007,2.0222365E-0006
19.035625,-1.5531057E-0007,2.6160046E-0006
19.040625,-1.569426E-0007,1.8455019E-0006
19.045626,-1.5934509E-0007,-2.1680732E-0007
19.050625,-1.6123585E-0007,-2.197861E-0006
19.055626,-1.6158273E-0007,-2.422594E-0006
19.060625,-1.6085239E-0007,-2.2862491E-0006
19.065624,-1.592917E-0007,-2.2588181E-0006
19.070625,-1.5738253E-0007,-2.3117932E-0006
19.075624,-1.553545E-0007,-2.0275786E-0006
19.080626,-1.5326493E-0007,-7.2982374E-0007
19.085625,-1.5046332E-0007,1.0505669E-0006
19.090626,-1.4658325E-0007,3.0632232E-0006
19.095625,-1.4402272E-0007,4.2933962E-0006
19.100624,-1.4015482E-0007,5.9724794E-0006
19.105625,-1.3573523E-0007,7.0138026E-0006
19.110624,-1.3117798E-0007,8.079187E-0006
19.116625,-1.2643827E-0007,9.1526563E-0006
19.120625,-1.2618219E-0007,9.850537E-0006
19.125626,-1.2575475E-0007,9.7646889E-0006
19.130625,-1.2556013E-0007,8.3005598E-0006
19.135626,-1.246467E-0007,6.0044276E-0006
19.140625,-1.2339878E-0007,4.0675654E-0006
19.145624,-1.2258951E-0007,1.8161429E-0006
19.150625,-1.2237847E-0007,1.4659955E-0007
19.155624,-1.2245802E-0007,-2.8907218E-0007
19.160625,-1.2275393E-0007,8.589182E-0008
19.165625,-1.2270593E-0007,5.0569281E-0007
19.170626,-1.2311554E-0007,-8.8721606E-0007
19.175625,-1.2230281E-0007,-3.7002978E-0006
19.180626,-1.2006421E-0007,-6.0904363E-0006
19.185625,-1.1643577E-0007,-5.8535024E-0006
19.190624,-1.1081752E-0007,-3.4865313E-0006
19.195625,-1.0626938E-0007,-1.3924338E-0006
19.200624,-1.0065732E-0007,1.0017204E-0006
19.205626,-9.4218969E-0008,2.9900764E-0006
19.210625,-9.0232867E-0008,4.0575719E-0006
19.215626,-8.5912077E-0008,3.4768523E-0006
19.221624,-8.1310617E-0008,7.4681111E-0007
19.225624,-8.0355527E-0008,2.4761295E-0007
19.230625,-8.0118951E-0008,-1.4779799E-0006
19.235624,-8.154764E-0008,-3.1057866E-0006
19.240625,-8.3913186E-0008,-4.2599822E-0006
19.245625,-8.6603436E-0008,-4.6162927E-0006
19.250626,-8.9391783E-0008,-4.639357E-0006
19.255625,-8.9327976E-0008,-3.560805E-0006
19.260626,-8.832594E-0008,-1.9025542E-0006
19.265625,-8.5664993E-0008,-1.208562E-0007
19.270624,-8.1418463E-0008,2.4416265E-0006
19.276625,-7.3270236E-0008,5.6359863E-0006
19.280624,-6.8652803E-0008,6.5211343E-0006
19.285625,-6.1137385E-0008,7.1733957E-0006
19.291624,-5.1976283E-0008,6.6317884E-0006
19.295626,-4.9381214E-0008,6.6069119E-0006
19.300625,-4.6082548E-0008,4.8651732E-0006
19.305626,-4.4036984E-0008,2.2698277E-0006
19.310625,-4.3087944E-0008,-7.4698086E-0008
19.315624,-4.2869409E-0008,-6.0866006E-0007
19.321625,-4.3347232E-0008,-6.2408139E-0007
19.325624,-4.2838575E-0008,-3.0838913E-0007
19.330626,-4.216232E-0008,7.2307506E-0007
19.336624,-4.0639854E-0008,2.5506556E-0006
19.340626,-3.9072802E-0008,3.2323096E-0006
19.345625,-3.6295319E-0008,2.8761249E-0006
19.350624,-3.2400887E-0008,2.0956256E-0006
19.355625,-2.9115927E-0008,1.7989987E-0006
19.360624,-2.5324717E-0008,1.6144182E-0006
19.365625,-2.1944119E-0008,1.8138396E-0006
19.370625,-1.921137E-0008,2.4170629E-0006
19.376625,-1.6486625E-0008,2.7242236E-0006
19.380625,-1.5199385E-0008,2.5887098E-0006
19.385626,-1.3240077E-0008,1.8150783E-0006
19.390625,-1.1128567E-0008,9.6229473E-0007
19.395624,-8.867187E-0009,3.3065228E-0007
19.400625,-6.8170247E-0009,4.8929383E-0007
19.405624,-4.7653583E-0009,3.9448398E-0007
19.410625,-2.7469538E-0009,1.1225538E-0007
19.415625,-7.8461715E-0010,4.3881222E-0008
19.420626,1.4610708E-0009,1.7904092E-0007
19.425625,3.9721701E-0009,4.9132098E-0007
19.430626,7.6888247E-0009,7.728384E-0007
19.435625,1.2314294E-0008,8.9550201E-0007
19.440624,1.5822815E-0008,1.4126832E-0006
19.445625,1.9052562E-0008,1.5108142E-0006
19.450624,2.1491454E-0008,8.246966E-0007
19.455626,2.3287363E-0008,-1.5748526E-0007
19.460625,2.4862734E-0008,-1.3385944E-0006
19.465626,2.6520931E-0008,-3.393649E-0006
19.471624,2.9259446E-0008,-6.322196E-0006
19.475624,3.1372423E-0008,-6.5877894E-0006
19.480625,3.4949565E-0008,-9.0111989E-0006
19.486626,4.0464361E-0008,-1.1692916E-0005
19.490625,4.3309459E-0008,-1.1443375E-0005
19.495625,4.7218794E-0008,-1.098424E-0005
19.500626,5.035616E-0008,-1.0422685E-0005
19.505625,5.2318931E-0008,-9.1053435E-0006
19.510626,5.3092549E-0008,-7.4334062E-0006
19.515625,5.2846758E-0008,-5.170119E-0006
19.520624,5.3249732E-0008,-3.2368287E-0006
19.525625,5.4539587E-0008,-1.5699611E-0006
19.530624,5.7222707E-0008,-2.3701912E-0007
19.535625,6.0829692E-0008,1.1315466E-0007
19.540625,6.2558463E-0008,-1.3530392E-0007
19.546625,6.1756204E-0008,-3.9101528E-0007
19.550625,6.1567327E-0008,8.5027443E-0007
19.555626,6.2082769E-0008,2.1663247E-0006
19.560625,6.4886763E-0008,2.9532653E-0006
19.565624,7.0081676E-0008,3.3030158E-0006
19.570625,7.664655E-0008,2.9987207E-0006
19.575624,8.3183167E-0008,2.4687934E-0006
19.580626,8.9218311E-0008,1.669566E-0006
19.585625,9.5067819E-0008,1.5221009E-0007
19.590626,9.9660284E-0008,-9.0577726E-0007
19.595625,1.0297926E-0007,-2.8839165E-0006
19.600624,1.0488198E-0007,-5.3015501E-0006
19.605625,1.0514498E-0007,-7.676661E-0006
19.610624,1.0408088E-0007,-7.4810805E-0006
19.616625,1.012518E-0007,-4.9132359E-0006
19.620625,1.0073809E-0007,-3.5860417E-0006
19.625626,9.8943985E-0008,-1.5890164E-0006
19.631624,9.5937366E-0008,5.6470122E-0007
19.635626,9.5273791E-0008,1.1442005E-0006
19.640625,9.5480502E-0008,2.2346471E-0006
19.645624,9.7681507E-0008,1.9897427E-0006
19.650625,1.0101668E-0007,1.3623627E-0006
19.655624,1.0381742E-0007,6.4223002E-0007
19.660625,1.0587977E-0007,-1.3098348E-0008
19.665625,1.0749534E-0007,-7.1722184E-0007
19.670626,1.0824674E-0007,-2.072604E-0006
19.675625,1.0758338E-0007,-3.4616417E-0006
19.680626,1.0601551E-0007,-4.0332616E-0006
19.685625,1.0525127E-0007,-3.2501207E-0006
19.690624,1.0620059E-0007,-1.4183911E-0006
19.695625,1.098097E-0007,-2.1099444E-0007
19.700624,1.1414723E-0007,1.0028401E-0006
19.705626,1.1815299E-0007,2.0163675E-0006
19.710625,1.2105008E-0007,3.0901122E-0006
19.715626,1.2344906E-0007,3.6015783E-0006
19.720625,1.2584299E-0007,3.8365256E-0006
19.725624,1.2759465E-0007,3.4809111E-0006
19.731625,1.2924107E-0007,2.4593064E-0006
19.735624,1.3029985E-0007,2.8120537E-0006
19.740625,1.3234181E-0007,2.0297857E-0006
19.746626,1.3533916E-0007,2.5668049E-0008
19.750626,1.3684026E-0007,-6.685446E-0007
19.755625,1.381497E-0007,-2.0690538E-0006
19.760626,1.380226E-0007,-4.1299777E-0006
19.765625,1.3682148E-0007,-6.0637713E-0006
19.770624,1.3531074E-0007,-6.0867669E-0006
19.775625,1.3260937E-0007,-5.0969147E-0006
19.780624,1.2872239E-0007,-3.1126356E-0006
19.785625,1.2465441E-0007,-9.9878537E-0007
19.790625,1.21835E-0007,6.7802296E-0007
19.795626,1.2067559E-0007,1.7860851E-0006
19.800625,1.2053704E-0007,2.5891386E-0006
19.805626,1.2064709E-0007,3.498508E-0006
19.810625,1.2186031E-0007,4.8756201E-0006
19.815624,1.2402643E-0007,6.2315044E-0006
19.820625,1.2758952E-0007,7.083333E-0006
19.825624,1.3215919E-0007,6.869559E-0006
19.830626,1.3703334E-0007,5.6821013E-0006
19.835625,1.414359E-0007,4.5073602E-0006
19.840626,1.4508386E-0007,3.262877E-0006
19.845625,1.4807426E-0007,1.9956963E-0006
19.850624,1.5036514E-0007,8.9739382E-0007
19.855625,1.5129694E-0007,-2.0382474E-0007
19.860624,1.5094746E-0007,-1.2057336E-0006
19.865625,1.4917907E-0007,-1.524091E-0006
19.870625,1.4551044E-0007,-1.593496E-0006
19.875626,1.4148549E-0007,-1.688631E-0006
19.880625,1.3819354E-0007,-1.7041557E-0006
19.885626,1.3481227E-0007,-2.1405681E-0006
19.890625,1.3085553E-0007,-2.6370817E-0006
19.895624,1.2674724E-0007,-2.4320636E-0006
19.900625,1.2380679E-0007,-1.7752294E-0006
19.905624,1.2329643E-0007,-1.0236137E-0006
19.910625,1.2540322E-0007,-3.5997343E-0007
19.915625,1.2833428E-0007,1.5630251E-0007
19.921625,1.3219432E-0007,9.0374175E-0007
19.925625,1.3367547E-0007,1.8621423E-0006
19.930626,1.3656164E-0007,2.7446847E-0006
19.936625,1.405691E-0007,3.2433418E-0006
19.940624,1.4231183E-0007,3.066124E-0006
19.945625,1.4444346E-0007,1.8653117E-0006
19.950624,1.4530558E-0007,-8.434526E-0007
19.955626,1.4492774E-0007,-3.736538E-0006
19.960625,1.430255E-0007,-5.7478478E-0006
19.966625,1.3742758E-0007,-6.7027054E-0006
19.970625,1.3395766E-0007,-6.0399775E-0006
19.975624,1.2803952E-0007,-5.6983708E-0006
19.981625,1.2142922E-0007,-4.7877902E-0006
19.985624,1.204935E-0007,-4.3212922E-0006
19.990625,1.181868E-0007,-2.6337461E-0006
19.996626,1.1507056E-0007,7.1509811E-0007
20.000626,1.1419698E-0007,2.161295E-0006
20.005625,1.1321398E-0007,3.866614E-0006
20.010626,1.1323409E-0007,4.9318332E-0006
20.015625,1.1454986E-0007,5.6953959E-0006
20.020624,1.1701877E-0007,5.3368171E-0006
20.026625,1.2168367E-0007,4.0364102E-0006
20.030624,1.2376093E-0007,3.7230736E-0006
20.035625,1.2608865E-0007,2.2901943E-0006
20.040625,1.2713485E-0007,7.5933781E-0007
20.045626,1.2660414E-0007,1.0730646E-0007
20.050625,1.2503163E-0007,-1.252523E-0006
20.055626,1.2272498E-0007,-2.0311591E-0006
20.060625,1.2035025E-0007,-3.0370647E-0006
20.065624,1.17616E-0007,-4.3859868E-0006
20.070625,1.1441098E-0007,-5.1799616E-0006
20.075624,1.1063639E-0007,-4.0141949E-0006
20.080626,1.0565957E-0007,-1.7691489E-0006
20.085625,1.0020427E-0007,9.5028031E-0007
