XTime (sec) (Time  sec)a:y(Car body) a:y(Car body) - Acceleration of point (0 0 1) of body Car body relative to Base0  SC Base0  projection Y (a:y(Car body)),Time (sec) (Time  sec)a:y(Car body) a:z(Car body) - Acceleration of point (0 0 1) of body Car body relative to Base0  SC Base0  projection Z (a:y(Car body)),
29.555876,0.40967736,-0.023129433
29.561874,0.43801275,-0.10807779
29.565874,0.50419647,-0.080658048
29.571875,0.62899923,-0.43212366
29.575874,0.72276562,-0.72493845
29.580875,0.74031943,-0.54996359
29.585875,0.77079815,-0.67834318
29.590876,0.78766268,-0.54600656
29.595875,0.79075676,-0.75221229
29.600876,0.78314322,-0.6115225
29.605875,0.77616405,-0.64140117
29.610874,0.73616892,-0.66883665
29.615875,0.700894,-0.86665177
29.620874,0.66142583,-0.44774112
29.625875,0.66142797,-0.52546221
29.630875,0.65511447,-0.38307038
29.635876,0.71419203,-0.62558895
29.640875,0.75608796,-0.55393636
29.645876,0.84323239,-0.22907719
29.650875,0.85796553,-0.146639
29.655874,0.82074261,0.012418491
29.660875,0.87563092,-0.0053880485
29.665874,0.86241001,-0.05476851
29.671875,0.85651737,0.055699855
29.675875,0.78314763,0.12791488
29.681875,0.7259773,0.34469542
29.685375,-0.71508914,0.69495797
29.690374,-0.30013001,0.48100242
29.695375,0.40280479,0.65300727
29.700375,1.0600016,0.60215062
29.705376,0.59636754,0.37198213
29.710375,0.52839512,0.4433372
29.715376,0.95678723,0.19805145
29.720375,0.5412004,0.20302865
29.725374,0.6962083,0.14343329
29.730375,0.60868967,0.36159772
29.735374,0.4006108,0.55071354
29.740875,0.37362552,0.7153514
29.745874,0.31518814,0.72544539
29.750875,0.30275124,0.75292158
29.756874,0.22822197,0.69354457
29.760876,0.2129346,0.67287123
29.765875,0.14134796,0.51107234
29.770876,0.045717403,0.44315097
29.775875,-0.090743497,0.17040861
29.780375,0.28557879,0.17354541
29.785376,0.30309606,-0.039346315
29.790375,-0.20677686,-0.1752262
29.795376,-0.60636216,-0.081655167
29.800375,-0.75085717,0.30182305
29.805374,-0.61624247,0.21188839
29.810375,-0.83660066,0.29489198
29.815374,-0.75078648,0.24343707
29.820375,-0.80465579,0.34284201
29.825375,-0.85902596,0.2937125
29.830376,-0.88491607,0.16343099
29.835375,-0.84759057,-0.087807648
29.840876,-0.82707119,0.0003990111
29.845875,-0.89340037,-0.050188452
29.850876,-0.908678,-0.11561107
29.855875,-0.95923519,0.081552468
29.860874,-1.0181397,0.055660196
29.865875,-0.99299484,0.025666608
29.871876,-1.0357344,0.058748521
29.875875,-1.0115576,0.0047225477
29.881874,-1.0367962,0.019482886
29.885876,-0.97182971,-0.18131161
29.890375,-0.89093471,-0.38697055
29.895374,-0.86619294,-0.44908065
29.900375,-0.85097593,-0.57894772
29.905375,-0.79632699,-0.58578914
29.910376,-0.79341811,-0.58307642
29.915375,-0.75138205,-0.79343385
29.920376,0.60585803,-0.32237187
29.925375,0.26592135,-0.47126958
29.930374,-0.30518433,-0.13070405
29.935375,-0.99016935,-0.018283669
29.940374,-0.58321357,0.026933601
29.945375,-0.39998016,0.03693527
29.950375,-0.68330544,-0.2376858
29.955376,-0.23316975,-0.15962273
29.960375,-0.28128949,-0.11998096
29.965376,-0.16877228,0.22040355
29.970375,-0.086479403,0.11475565
29.975374,-0.12145399,0.25923112
29.980375,-0.08552134,0.21312581
29.985374,-0.072448269,0.28613964
29.990376,-0.058101982,0.3359262
29.996374,-0.07020466,0.48591128
30.000376,-0.051561743,0.52903634
30.005375,-0.012532696,0.51225841
30.010374,0.061274588,0.39854524
30.015875,0.13943651,0.19479576
30.020876,0.20699389,0.17677319
30.026875,0.23971142,0.110548
30.030874,0.2723816,0.078826338
30.035875,0.29290271,0.1625132
30.040874,0.31557059,-0.017796692
30.045876,0.31831303,0.080524929
30.050875,0.3354561,0.018045621
30.055876,0.33671403,-0.29250756
30.060875,0.37197274,0.13174038
30.065874,0.41538441,0.0031360746
30.070875,0.40063325,0.11575459
30.075874,0.45290723,-0.0016270996
30.080875,0.45165378,0.078580976
30.085875,0.49169853,0.041580841
30.090876,0.48477387,-0.042939242
30.095875,0.44885349,-0.1151451
30.101875,0.37025082,-0.40343943
30.105875,0.33854973,-0.49879298
30.110874,0.27647242,-0.40551779
30.115875,0.22343716,-0.13062394
30.120874,0.21105401,-0.015569275
30.125875,0.25389105,0.1124721
30.130875,0.27364305,0.077283502
30.135876,0.25575435,0.10889497
30.141874,0.29262629,0.09491019
30.145876,0.26084426,-0.090244405
30.150875,0.2521821,-0.46871799
30.155874,0.1315967,-0.79212511
30.160875,0.17473139,-0.81326288
30.165874,-0.021619719,-0.79727072
30.170376,-0.10394473,-0.80584484
30.175375,0.016216988,-0.64345032
30.180374,0.092735447,-0.58092338
30.185375,-0.9429329,-0.77380252
30.190374,-0.24296871,-0.6519646
30.195375,-0.019192552,-0.71807027
30.200375,0.082795091,-0.58181214
30.205376,0.095430799,-0.495213
30.210875,-0.02041835,-0.24440441
30.215876,0.041509595,0.027695419
30.220875,0.054075442,0.064781442
30.225876,0.063548453,0.33343086
30.230875,0.21115758,0.27037549
30.235874,0.15849471,0.34855053
30.240875,0.24450158,0.60318613
30.245874,0.39431515,0.68206918
30.250875,0.38060132,0.77288973
30.255875,0.46145803,0.79258603
30.260876,0.46885812,0.78506666
30.265875,0.51165825,0.77296525
30.271875,0.54654211,0.75588334
30.275875,0.56235307,0.72255743
30.281876,0.54549611,0.66177714
30.285376,0.51337945,0.42683485
30.290375,0.44294181,0.50050437
30.295376,0.41199502,0.38164318
30.300375,0.34051287,0.17387359
30.305374,0.33620748,0.43971345
30.310375,0.37347001,0.18853033
30.315374,0.32452449,0.29083142
30.320375,0.38813025,0.22762452
30.325375,0.36881378,0.14639078
30.330376,0.33865038,0.24293515
30.336374,0.37325847,0.20651808
30.340376,0.34694636,0.22110616
30.346375,0.38139966,0.20093828
30.350374,0.35469475,0.19168438
30.355375,0.34522137,0.13107425
30.360374,0.30013692,0.10286721
30.365376,0.29916546,0.0019649609
30.370375,0.30357191,0.14149204
30.375376,0.29906353,0.11649086
30.381374,0.3409971,0.2169046
30.385374,0.36160684,0.35234553
30.391375,0.45368239,0.53501642
30.395374,0.4975858,0.70966715
30.400375,0.46834686,0.64243495
30.405375,0.49260926,0.60887414
30.410875,0.53322011,0.50235355
30.415874,0.52575779,0.55163592
30.420876,0.55183679,0.53133428
30.425875,0.55627358,0.1731106
30.430876,0.61626691,0.33150065
30.435875,0.59160942,0.053362023
30.440874,0.5921182,0.23653629
30.445875,0.58621019,0.087639004
30.450874,0.56720906,0.22190326
30.456875,0.52951252,0.13267238
30.460875,0.50657427,0.019962935
30.465876,0.36729079,-0.11141916
30.470875,0.28555009,-0.41673037
30.475876,0.20460962,-0.49705824
30.480875,0.038340501,-0.79014647
30.486876,0.022486662,-0.9032855
30.490875,-0.059652962,-0.92626727
30.495874,0.45161483,-0.85956937
30.500376,0.082383744,-1.0160259
30.505375,-0.18585216,-0.86979073
30.510876,-0.31739622,-0.96539438
30.515875,-0.11116327,-0.86462426
30.520876,-0.32409626,-0.97714555
30.525875,-0.34614959,-0.59295833
30.530874,-0.37655604,-0.58760798
30.535875,-0.40189531,-0.41149482
30.540874,-0.41188595,-0.31811464
30.545876,-0.36463508,-0.36641276
30.550875,-0.37846023,-0.15973453
30.555876,-0.32388604,-0.10625362
30.560375,0.0058760438,0.024160745
30.565374,0.16746533,0.014796213
30.570375,-0.20584387,-0.086663581
30.575375,-0.43024048,-0.23651527
30.580376,-0.48684305,-0.10233342
30.585375,-0.33090702,-0.24800818
30.590376,-0.52431226,-0.13697571
30.595375,-0.53360963,-0.24204065
30.600374,-0.62579244,-0.37311709
30.605875,-0.712084,-0.49828112
30.610874,-0.77196729,-0.60199112
30.615875,-0.76777631,-0.67005885
30.621876,-0.78871131,-0.63770342
30.625875,-0.8137359,-0.64295131
30.631874,-0.83005774,-0.64617443
30.635876,-0.80118465,-0.76352888
30.640375,-0.87417483,-0.55096549
30.645374,-0.8846156,-0.56961924
30.650375,-0.85894936,-0.61782849
30.655375,-0.88010943,-0.75697803
30.660376,-0.82929301,-0.58448195
30.665375,-0.85055172,-0.69626826
30.670376,-0.78451037,-0.70630687
30.675375,-0.7434786,-0.53441763
30.680374,-0.68233627,-0.53637207
30.685375,-0.58256364,-0.27182639
30.690374,-0.61374229,-0.24106708
30.695375,-0.55639988,-0.25720605
30.700375,-0.52134633,-0.071199454
30.705376,-0.54031175,0.15698099
30.710375,-0.48426926,0.4777208
30.715376,-0.47772169,0.77001834
30.721375,-0.41535094,0.84231025
30.725374,-0.3758896,0.95844066
30.731375,-0.34113219,0.9587881
30.735374,-0.31195247,0.98445153
30.740376,-0.2945621,0.9053908
30.745874,-0.21608305,0.99966854
30.750875,-0.15438406,1.0475535
30.755875,-0.074300908,0.86318338
30.760876,0.021554761,0.80929404
30.765875,0.080941461,0.76314038
30.770876,0.11651147,0.64117444
30.775875,0.15516476,0.71053749
30.780874,0.16290648,0.69864833
30.785875,0.14973673,0.39313847
30.790874,0.08855176,0.62741488
30.795876,0.019869851,0.23380946
30.800875,0.01091868,0.35033947
30.805876,0.033092443,0.24550495
30.811874,0.02502629,0.29492852
30.815874,0.014803168,0.11500002
30.820875,-0.025727024,0.1676966
30.825874,-0.035222437,-0.049191691
30.830875,-0.081485644,-0.22877483
30.835875,-0.080973156,-0.18319134
30.840876,-0.046709679,-0.23746854
30.846874,-0.041559424,-0.13836674
30.850876,-0.0022459354,-0.2150134
30.856874,0.06294781,-0.037554841
30.860874,0.10049468,0.025389848
30.865376,0.11837954,0.031253729
30.870375,0.13088088,0.063132644
30.875376,0.15570526,0.088502035
30.880375,0.15082288,0.010877972
30.886375,0.14747761,-0.1083154
30.890375,0.14523326,-0.14502171
30.896376,0.14774787,-0.30063057
30.900375,0.14340717,-0.31774861
30.906376,0.1561747,-0.36229047
30.910376,0.16417231,-0.36853912
30.915375,0.15610266,-0.43962115
30.920376,0.1716491,-0.4196274
30.925375,0.17562379,-0.43818226
30.930374,0.17305042,-0.64747006
30.935375,0.21329747,-0.37731498
30.940374,0.29706156,-0.35772222
30.946375,0.32261506,-0.12508062
30.950375,0.3794522,-0.13021961
30.955376,0.38823572,0.019575177
30.960375,0.40024042,-0.10076647
30.965376,0.37308079,-0.078661077
30.970375,0.28393102,-0.10756914
30.975374,0.33553103,-0.25634393
30.980375,0.52019453,-0.25929552
30.985874,0.64331603,-0.58700395
30.990875,0.4965516,-0.62112278
30.995874,0.69469696,-0.75796169
31.000875,0.68778181,-0.64998448
31.005375,0.69473439,-0.67108542
31.010374,0.73778713,-0.57452142
31.015375,0.79744172,-0.55717218
31.020374,0.81769985,-0.58973747
31.026375,0.83653802,-0.38291606
31.030375,0.83699298,-0.21868214
31.036375,0.88366175,0.18050289
31.040375,0.8983674,0.18583034
31.045376,0.9079296,0.087332562
31.050375,0.89131892,0.21342348
31.055374,0.89962441,0.16526249
31.060375,0.84898782,0.22655545
31.065374,0.84243923,0.23750491
31.070375,0.83936942,0.1389973
31.075375,0.81348705,0.093083754
31.080376,0.78620148,0.060961463
31.085375,0.64181238,0.099136591
31.090376,0.5422067,0.20854247
31.095375,0.52652097,0.15889291
31.100374,0.32736742,0.061214663
31.105375,0.34197053,0.20989181
31.110374,0.23807554,0.29735872
31.115376,0.13385387,0.3011508
31.120375,0.13082753,0.48373809
31.125376,0.11346369,0.41923246
31.130375,0.082630083,0.4643724
31.135374,0.11058584,0.42145118
31.140375,0.040875956,0.28935006
31.145374,0.0075595658,0.33810091
31.150375,-0.01717945,0.27204171
31.156376,-0.056298409,0.30102363
31.160376,0.0071515478,0.23487815
31.166374,0.063395269,0.11244908
31.170376,0.097408339,0.0064878692
31.175375,0.096243575,0.08683949
31.180374,0.15107355,0.14082442
31.185875,0.19581795,0.33517566
31.190874,0.2115614,0.35696268
31.195875,0.19352075,0.48220879
31.200874,0.16684106,0.44450825
31.206875,0.060790405,0.47764745
31.210875,0.0047171423,0.54140401
31.216875,-0.011918439,0.57060063
31.220875,-0.011636794,0.44870758
31.226875,-0.012233415,0.070143729
31.230875,-0.0021081252,-0.29586598
31.235874,0.0016477808,-0.50329351
31.240875,-0.027484929,-0.80060363
31.246876,-0.060371425,-0.87290704
31.250875,-0.043508343,-0.80809289
31.256874,0.0022928724,-0.67503351
31.260876,0.053479705,-0.46125564
31.266874,0.074829988,-0.28971595
31.270876,0.12103808,-0.12917091
31.275875,0.18493527,-0.035212196
31.281876,0.15930627,0.046267547
31.285875,0.14122628,0.094063133
31.291876,0.12525001,0.13252512
31.295876,0.1120171,0.17601879
31.300875,0.10740258,0.20392579
31.306875,0.11191594,0.17357434
31.310875,0.12079421,0.12912418
31.316875,0.12053865,0.018434227
31.320875,0.12202583,-0.072575167
31.325874,0.094773494,-0.06556499
31.330875,0.11146778,-0.079501577
31.335875,0.10936229,-0.10444089
31.341875,0.10957548,-0.11001565
31.345875,0.12061694,-0.14142583
31.350876,0.11434831,-0.11691783
31.355875,0.13457456,-0.20153183
31.360874,0.12369092,-0.2260267
31.366875,0.10141006,-0.28641981
31.370874,0.085133135,-0.36820409
31.375875,0.073293746,-0.47882017
31.380875,0.070368573,-0.45711148
31.386875,0.026155345,-0.48767519
31.390875,-0.01345747,-0.51677758
31.396875,-0.0064564515,-0.42171982
31.400875,-0.0012119822,-0.36384463
31.406876,0.0005056744,-0.23824207
31.410875,0.012088378,-0.016309092
31.415874,-0.038598806,0.10477304
31.421875,-0.094335519,0.31088805
31.425875,-0.179757,0.33140075
31.431875,-0.29660702,0.41134474
31.435875,-0.31142259,0.46341622
31.440874,-0.36489493,0.389406
31.445875,-0.47762755,0.20249429
31.450874,-0.55668461,0.031526268
31.456875,-0.60903752,-0.0022143847
31.460875,-0.6170457,-0.027219061
31.466875,-0.62995207,-0.024912525
31.470875,-0.64914334,-0.089657225
31.475374,-0.65596449,-0.063198604
31.480375,-0.63761145,-0.18856363
31.485374,-0.59705776,-0.37915662
31.490376,-0.55326116,-0.62847972
31.495375,-0.60461545,-0.58675981
31.501375,-0.59966201,-0.43954274
31.505375,-0.59206486,-0.38893762
31.511375,-0.61177218,-0.30754995
31.515375,-0.6281569,-0.31549335
31.520374,-0.67639297,-0.13850422
31.526375,-0.66837931,0.16421257
31.530375,-0.62079132,0.50926751
31.536375,-0.43449038,0.79345208
31.540375,-0.41130203,0.81431341
31.546375,-0.40234625,0.68323553
31.550375,-0.43425781,0.46956509
31.555374,-0.41327244,0.19424868
31.560375,0.082832389,0.07339105
31.565374,0.033118621,0.0025267627
31.570375,-0.24676813,-0.088801168
31.575874,-0.45058408,-0.14437005
31.580875,-0.41243166,-0.086250909
31.585875,-0.25672433,-0.020771468
31.590876,-0.21835651,0.11163087
31.595375,-0.16008276,0.32024333
31.600374,-0.14319831,0.51210374
31.605375,-0.11986347,0.70860618
31.610374,-0.15412751,0.70804816
31.616375,-0.14155188,0.73696399
31.620375,-0.15830101,0.63716835
31.626375,-0.15790959,0.33999541
31.630375,-0.16889945,0.12224224
31.635374,-0.18150344,-0.22253871
31.640375,-0.15033135,-0.12946232
31.645374,-0.16370432,-0.24231805
31.650375,-0.084685661,-0.1664601
31.655375,-0.082821682,-0.13271534
31.661375,-0.032914408,-0.14270499
31.665375,0.0066881184,-0.11225184
31.671375,0.017390536,-0.11874245
31.675375,0.039223418,-0.098736264
31.680374,0.019438887,-0.024212051
31.685375,0.041554015,0.016643709
31.690374,0.023454249,0.062894262
31.696375,0.049653757,0.043152608
31.700375,0.041625772,0.043518156
31.706375,-0.0032068356,-0.038122542
31.710375,-0.057423305,-0.095986553
31.715876,-0.1112067,-0.37185484
31.720875,-0.12324704,-0.51113558
31.725876,-0.16044202,-0.42944732
31.731874,-0.22559537,-0.2777018
31.735874,-0.30189985,-0.069377325
31.740875,-0.32985905,-0.094067708
31.745874,-0.35061511,-0.024488494
31.750875,-0.38854045,-0.063224703
31.755875,-0.41944095,-0.030550925
31.761875,-0.46236154,-0.084141865
31.765875,-0.48046258,-0.077332139
31.770876,-0.48479837,-0.046210576
31.776875,-0.50199389,-0.061352286
31.780874,-0.52901083,-0.060080323
31.785875,-0.53963649,-0.081208721
31.790874,-0.52283674,-0.077876359
31.796875,-0.51316774,-0.091544047
31.800875,-0.5099228,-0.13849826
31.805876,-0.49756521,-0.17477043
31.811874,-0.44124398,-0.44579306
31.815874,-0.39629486,-0.53283805
31.821875,-0.3569364,-0.71270639
31.825874,-0.35472095,-0.67832166
31.831875,-0.21581441,-0.46450099
31.835875,-0.141909,-0.28768995
31.840376,-0.12340388,-0.26374274
31.845375,-0.081293464,-0.23597062
31.850374,-0.0010591889,-0.083054952
31.855375,0.0628879,0.072009332
31.861376,0.1269384,0.24625446
31.865376,0.10680686,0.22042947
31.871374,0.10517646,0.21097378
31.875376,0.10145817,0.24647948
31.880375,0.098846845,0.21502081
31.886375,0.094678544,0.24142829
31.890375,0.096745588,0.25930145
31.896376,0.031825088,0.40038514
31.900375,-0.021889912,0.53513604
31.906376,-0.12087959,0.72742987
31.910376,-0.16736951,0.57696593
31.915375,-0.23784016,0.38541412
31.920376,-0.24117814,0.35431531
31.925375,-0.25112453,0.37438306
31.931376,-0.26396281,0.37913242
31.935375,-0.26301372,0.3820582
31.940374,-0.23706284,0.32200101
31.945375,-0.18184718,0.18356852
31.950375,-0.11347398,0.009431934
31.956375,-0.085740641,-0.065500416
31.960375,-0.095234759,-0.079224184
31.965376,-0.02870195,-0.054592751
31.970375,-0.053575825,-0.066006251
31.975374,-0.059517585,-0.075364493
31.981375,-0.083141632,-0.088576414
31.985374,-0.08718805,-0.074474648
31.990376,-0.10541691,-0.052876983
31.995375,-0.11902837,0.012053735
32.000374,-0.11239963,0.062835455
32.006374,-0.11589811,0.029140715
32.010376,-0.087022513,-0.010064431
32.016376,-0.10477592,-0.063497007
32.020374,-0.14893432,-0.18126388
32.025875,-0.24598542,-0.36176983
32.030376,-0.39920345,-0.49784246
32.035374,-0.48467186,-0.41921249
32.040874,-0.38832763,-0.28656965
32.045876,-0.56031114,-0.11524302
32.050877,-0.42190987,-0.20135358
32.055874,-0.54808545,-0.10650346
32.060875,-0.52435708,-0.2361545
32.065876,-0.54160577,-0.12966846
32.071877,-0.56909537,-0.17446306
32.075874,-0.58385855,-0.14503436
32.081875,-0.60612345,-0.16227317
32.085876,-0.62554222,-0.16032802
32.090874,-0.64245963,-0.2572535
32.095875,-0.64815366,-0.14937234
32.100876,-0.64914411,-0.18339472
32.105873,-0.62815791,-0.12563716
32.110874,-0.6133697,-0.19220416
32.115875,-0.60032672,-0.1775052
32.121876,-0.52651966,-0.2175394
32.125874,-0.49792859,-0.35405242
32.131874,-0.39951801,-0.59033144
32.135876,-0.35199767,-0.72000217
32.141876,-0.26251295,-0.53671283
32.145374,-0.1825822,-0.49080408
32.150375,-0.12789054,-0.27273023
32.155376,-0.087784931,-0.1863057
32.160374,-0.048764877,-0.1887539
32.166374,-0.025847869,-0.22794086
32.170376,-0.001427895,-0.18959413
32.176376,0.028131275,-0.15253557
32.180374,0.038945556,-0.13630398
32.185375,0.051739343,-0.16114433
32.190376,0.088761993,-0.18483621
32.195374,0.18337122,-0.32905662
32.201374,0.31765988,-0.63433868
32.205376,0.34626839,-0.58356094
32.211376,0.44351909,-0.39964485
32.215374,0.47117284,-0.21325101
32.221375,0.47296333,0.031268056
32.225376,0.46418607,0.16097715
32.230373,0.45217204,0.31828141
32.236374,0.49312955,0.20045108
32.240376,0.48063526,0.11545426
32.245377,0.50329131,0.070699818
32.250374,0.57931238,0.23576854
32.255375,0.64473349,0.35476467
32.261375,0.7439853,0.46218848
32.265373,0.80436069,0.43023294
32.271374,0.86643529,0.43361872
32.275375,0.90796894,0.38657528
32.280376,0.94203955,0.24842145
32.285873,0.94272399,-0.053677071
32.290874,0.91558832,-0.3230572
32.295876,0.87098885,-0.24794877
32.301876,0.88036567,-0.16823573
32.305874,0.80565065,-0.033272866
32.311874,0.78223532,0.043154199
32.315876,0.81270069,0.1172616
32.320873,0.84275705,0.2209909
32.326874,0.89526337,0.32890087
32.330875,0.90477127,0.37868664
32.336876,0.95378715,0.45491698
32.340874,0.90272117,0.48125505
32.345875,0.8748557,0.51309866
32.351875,0.83163524,0.57272708
32.355873,0.8266142,0.55631328
32.360874,0.79516888,0.64760035
32.365875,0.79476154,0.78819478
32.370876,0.76335865,1.0242571
32.376877,0.68926758,1.0623624
32.380875,0.67307359,1.0583439
32.386875,0.63087797,1.0558016
32.390877,0.600142,1.0696086
32.395874,0.51398295,0.99146098
32.400375,0.4166812,0.74100655
32.405376,0.30913186,0.31818724
32.410374,0.29252467,-0.17022148
32.415375,0.26325196,-0.41029409
32.421375,0.24397658,-0.34655437
32.425377,0.24683312,-0.37221915
32.430374,0.32682237,-0.29071376
32.435375,0.39777884,-0.2952455
32.440376,0.42574334,-0.14416723
32.446377,0.46097445,-0.0028542127
32.450375,0.45978081,0.03409652
32.455376,0.46220741,0.036330953
32.460377,0.4160825,0.032372221
32.465374,0.42823461,0.11539705
32.471375,0.40720731,0.33710682
32.475376,0.38393536,0.39675215
32.480373,0.3412796,0.44454944
32.485374,0.37433383,0.39411324
32.490376,0.37100217,0.37920555
32.496376,0.37882268,0.30328202
32.500374,0.39949846,0.20323603
32.506374,0.38698357,0.097844616
32.510376,0.37992486,0.068034746
32.515373,0.32718956,-0.059559774
32.520374,0.30731332,-0.17634436
32.525375,0.27278602,-0.31770462
32.531376,0.25254819,-0.42993638
32.535374,0.24210031,-0.47644126
32.541374,0.23023084,-0.49888119
32.545376,0.2566846,-0.49712682
32.550377,0.24495955,-0.42363483
32.556374,0.24799706,-0.28415558
32.560375,0.23304778,-0.16530339
32.566376,0.13622987,0.099212445
32.570374,0.10191235,0.19141498
32.576374,0.08729481,0.18458976
32.580376,0.062528178,0.09505295
32.585377,-0.012646473,-0.020991111
32.591373,-0.11736111,-0.14589988
32.595375,-0.13764764,-0.094632804
32.600376,-0.23702872,0.085418992
32.605373,-0.31941941,0.30612302
32.610374,-0.39274105,0.40451825
32.616375,-0.49265265,0.49888852
32.620377,-0.56397194,0.55071294
32.626373,-0.67449111,0.66701716
32.630375,-0.67846912,0.61825216
32.635376,-0.74577665,0.64491987
32.641376,-0.77134365,0.63164985
32.645374,-0.7891674,0.62437373
32.650375,-0.7870813,0.6302771
32.655376,-0.7415086,0.6182217
32.661373,-0.6817162,0.56182677
32.665375,-0.65147936,0.54405642
32.671375,-0.6083858,0.50367731
32.675377,-0.58680058,0.44497481
32.681374,-0.55192822,0.37189555
32.685375,-0.53723204,0.2999889
32.690376,-0.53407842,0.23953696
32.696377,-0.54294825,0.19139889
32.700375,-0.5375998,0.1548056
32.706375,-0.59493035,0.12267304
32.710377,-0.55395794,0.075552359
32.715374,-0.54113221,-0.090283401
32.721375,-0.52177882,-0.39034826
32.725376,-0.49573427,-0.55094784
32.731377,-0.51091152,-0.74711496
32.735374,-0.46581894,-0.78512269
32.740376,-0.51725698,-0.73626751
32.746376,-0.51875615,-0.75469035
32.750374,-0.51219392,-0.78234112
32.756374,-0.47740912,-0.7316153
32.760376,-0.45938683,-0.63390505
32.765373,-0.35932973,-0.52760893
32.770374,-0.3074356,-0.40893623
32.775375,-0.26672727,-0.32993016
32.781376,-0.30359569,-0.31537238
32.785374,-0.30388352,-0.28552294
32.790375,-0.29874867,-0.23572205
32.796375,-0.34686473,-0.26350248
32.800377,-0.39638174,-0.37262356
32.805374,-0.91542649,-0.42051163
32.810375,-0.73596513,-0.63823855
32.815376,-0.50148666,-0.58863473
32.820374,-0.02642031,-0.73676866
32.825375,-0.3506951,-0.77813321
32.830376,-0.36423808,-0.90372038
32.835876,-0.30347979,-0.84574795
32.840874,-0.21852142,-0.51933146
32.845875,-0.39105323,-0.4079625
32.850876,-0.32696912,-0.22177871
32.855873,-0.33913666,-0.24222906
32.860874,-0.44689396,-0.072898313
32.865875,-0.39921129,0.19361879
32.870876,-0.46933743,0.093598023
32.875874,-0.49422541,0.015103803
32.880875,-0.46344516,-0.17747992
32.886875,-0.45554367,-0.43363422
32.890877,-0.41207996,-0.54827321
32.895874,-0.39550665,-0.58843642
32.900875,-0.37656784,-0.54095739
32.905876,-0.4265534,-0.60208791
32.910873,-0.43332422,-0.32200703
32.915874,-0.42764992,-0.20459095
32.920876,-0.46984431,-0.15184787
32.925877,-0.36122909,-0.083187811
32.930874,-0.39360371,-0.016830724
32.935875,-0.30571756,0.22446996
32.941875,-0.24930775,0.34702593
32.945873,-0.2800425,0.37424436
32.951874,-0.20829654,0.35125905
32.955875,-0.21334948,0.30287895
32.960377,-0.20309201,0.25849298
32.965374,-0.23221454,0.33602858
32.970375,-0.25058794,0.46323842
32.975376,-0.22689238,0.39012867
32.981377,-0.25390959,0.44515365
32.985374,-0.25916824,0.4178592
32.991375,-0.30362582,0.44797403
32.995377,-0.33792093,0.45093852
33.001373,-0.43102252,0.3009522
33.005375,-0.49994767,0.18202728
33.010376,-0.57332706,0.022286192
33.015877,-0.51723498,-0.032798283
33.020874,-0.44531715,0.068679914
33.025875,-0.33795702,0.024530962
33.031876,-0.12080435,0.1393885
33.035873,0.052437272,0.41673476
33.040874,0.22289984,0.53205246
33.045876,0.41495356,0.38310242
33.050877,0.52947718,0.25358078
33.055874,0.57319319,0.15517095
33.060875,0.56405497,0.28914088
33.065876,0.52022326,0.41708821
33.071877,0.46709242,0.44779611
33.075874,0.45485666,0.49046069
33.080875,0.48853129,0.44847211
33.085876,0.57574475,0.25055709
33.090874,0.74577498,-0.087388724
33.096874,0.95946878,-0.42046994
33.100876,0.98431599,-0.38277969
33.105873,1.0531011,-0.34573373
33.110874,1.0875416,-0.43263987
33.115875,1.1521789,-0.3959049
33.120876,1.178156,-0.40596929
33.126877,1.2050782,-0.4246788
33.130875,1.2135378,-0.43550125
33.136875,1.163286,-0.24970044
33.140373,1.8355057,0.20593628
33.145374,2.047142,0.37960687
33.150375,1.3870198,0.15353258
33.155376,0.98258847,-0.15769655
33.160374,0.74360579,0.027725969
33.165375,1.1381623,-0.013088733
33.170376,0.78259635,-0.052684646
33.175377,0.79955083,-0.14879473
33.180374,0.85172659,-0.24448045
33.185375,-0.35003227,-0.12950665
33.190376,-0.45814586,-0.28047037
33.195374,0.31209445,-0.60820496
33.200375,0.79071474,-0.60090947
33.205376,0.84146845,-0.66095084
33.210377,0.49778244,-0.69727314
33.215374,0.79715776,-0.82852012
33.220375,0.5454728,-0.75580633
33.225376,0.52762508,-0.84388232
33.230373,0.50368315,-0.50227535
33.235374,0.39483327,-0.35798293
33.240376,0.43225595,-0.099296354
33.245377,0.376681,0.12579007
33.250374,0.40144786,0.23850544
33.255375,0.4214114,0.19814757
33.260876,0.42107958,0.02999736
33.265877,0.45727873,-0.074887618
33.270874,0.42460978,-0.083461784
33.276875,0.39536691,-0.042321611
33.280876,0.37926468,-0.030277668
33.286877,0.36243811,0.022107722
33.290874,0.36065936,0.098702729
33.295876,0.34196001,0.12748493
33.300877,0.27126735,0.37114197
33.305874,0.18180305,0.52355027
33.310875,0.063747719,0.48166412
33.315876,-0.0017385521,0.79686522
33.320873,-0.031473711,0.55247152
33.325874,-0.088724203,0.70474523
33.330875,-0.052815933,0.77318919
33.335876,-0.047646139,0.69489992
33.340874,-0.034102179,0.45622635
33.345875,0.061543003,0.73533946
33.350876,0.16403185,0.28200746
33.355873,0.30930144,0.17731349
33.360874,0.31946349,0.082863204
33.365875,0.31819469,0.0083588762
33.370876,0.31579626,0.16397274
33.375874,0.27042559,0.073074438
33.381874,0.25579381,0.023782942
33.385876,0.26235604,-0.0046308665
33.391876,0.27647117,-0.16314065
33.395374,-0.69471246,0.084581748
33.400375,-0.72291148,0.13306923
